 v-sweep         i(v_s_18_1)     v(g_19_2)       i(v_s_11_3)     v(g_17_3)       i(v_s_11_2)     i(v_s_12_0)     v(g_12_2)       i(v_s_19_2)     i(v_s_14_4)     i(v_s_16_1)     v(g_14_1)       v(g_15_1)       v(g_17_0)       i(v_s_19_0)     v(g_15_2)       v(g_10_3)       v(g_19_3)       v(g_17_1)       i(v_s_15_1)     i(v_s_15_0)     i(v_s_18_0)     i(v_s_19_1)     i(v_s_17_4)     i(v_s_13_2)     i(v_s_16_4)     v(g_16_3)       i(v_s_18_2)     i(v_s_17_2)     i(v_s_14_1)     i(v_s_13_1)     v(g_11_4)       i(v_s_15_3)     v(g_12_4)       i(v_s_11_1)     v(g_12_0)       i(v_s_12_2)     i(v_s_15_2)     i(v_s_10_0)     v(g_15_4)       v(g_14_4)       v(g_12_3)       v(g_16_0)       v(g_16_1)       i(v_s_11_0)     v(g_19_4)       i(v_s_13_0)     v(g_13_3)       v(g_18_3)       v(g_17_2)       i(v_s_17_0)     v(g_15_0)       i(v_s_18_3)     v(g_19_1)       i(v_s_12_4)     v(g_15_3)       v(g_17_4)       v(g_18_0)       i(v_s_19_4)     i(v_s_12_1)     v(g_14_3)       i(v_s_18_4)     v(g_13_0)       v(g_10_0)       v(g_11_3)       i(v_s_10_3)     i(v_s_13_3)     v(g_19_0)       i(v_s_10_1)     v(g_12_1)       i(v_s_11_4)     i(v_s_13_4)     i(v_s_19_3)     v(g_11_0)       v(g_14_0)       i(v_s_16_2)     i(v_s_17_3)     v(g_13_4)       i(v_s_10_2)     v(g_13_1)       v(g_16_4)       i(v_s_14_3)     i(v_s_15_4)     v(g_16_2)       i(v_s_14_0)     v(g_18_4)       i(v_s_14_2)     v(g_10_4)       v(g_13_2)       v(g_18_2)       i(v_s_12_3)     v(g_11_1)       v(g_11_2)       i(v_s_16_3)     v(g_10_1)       i(v_s_16_0)     v(g_10_2)       i(v_s_17_1)     v(g_18_1)       i(v_s_10_4)     v(g_14_2)      
 5.00000000e-01 -7.50100500e-13  5.00000000e-01 -2.50100994e-13  5.00000000e-01 -5.00101000e-13 -1.00010050e-12  5.00000000e-01 -5.00100500e-13  1.32441498e-21 -7.50101000e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.00010050e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01 -7.50100100e-13 -1.00010010e-12 -1.00010050e-12 -7.50100500e-13  2.05938008e-22 -5.00100500e-13  1.89628211e-22  5.00000000e-01 -5.00100500e-13 -5.00101000e-13 -7.50100100e-13 -7.50100500e-13  5.00000000e-01 -2.50100094e-13  5.00000000e-01 -7.50101000e-13  5.00000000e-01 -5.00100500e-13 -5.00100100e-13 -1.00010100e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.00010100e-12  5.00000000e-01 -1.00010050e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.00010100e-12  5.00000000e-01 -2.50100494e-13  5.00000000e-01  1.63647777e-22  5.00000000e-01  5.00000000e-01  5.00000000e-01  1.21527072e-22 -7.50100500e-13  5.00000000e-01  1.12234853e-22  5.00000000e-01  5.00000000e-01  5.00000000e-01 -2.50100994e-13 -2.50100494e-13  5.00000000e-01 -7.50101000e-13  5.00000000e-01  1.40769322e-22  1.77759111e-22 -2.50100494e-13  5.00000000e-01  5.00000000e-01 -5.00101000e-13 -2.50100994e-13  5.00000000e-01 -5.00101000e-13  5.00000000e-01  5.00000000e-01 -2.50100094e-13  1.47196667e-21  5.00000000e-01 -1.00010010e-12  5.00000000e-01 -5.00100100e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01 -2.50100494e-13  5.00000000e-01  5.00000000e-01 -2.50100994e-13  5.00000000e-01 -1.00010100e-12  5.00000000e-01 -7.50101000e-13  5.00000000e-01  1.30028970e-22  5.00000000e-01 
 6.00000000e-01 -7.50100500e-13  6.00000000e-01 -2.50100994e-13  6.00000000e-01 -5.00101000e-13 -1.00010050e-12  6.00000000e-01 -5.00100500e-13  4.15607866e-20 -7.50101000e-13  6.00000000e-01  6.00000000e-01  6.00000000e-01 -1.00010050e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01 -7.50100100e-13 -1.00010010e-12 -1.00010050e-12 -7.50100500e-13  6.46244034e-21 -5.00100500e-13  5.95063054e-21  6.00000000e-01 -5.00100500e-13 -5.00101000e-13 -7.50100100e-13 -7.50100500e-13  6.00000000e-01 -2.50100092e-13  6.00000000e-01 -7.50101000e-13  6.00000000e-01 -5.00100500e-13 -5.00100100e-13 -1.00010100e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01 -1.00010100e-12  6.00000000e-01 -1.00010050e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01 -1.00010100e-12  6.00000000e-01 -2.50100494e-13  6.00000000e-01  5.13535074e-21  6.00000000e-01  6.00000000e-01  6.00000000e-01  3.81358127e-21 -7.50100500e-13  6.00000000e-01  3.52198673e-21  6.00000000e-01  6.00000000e-01  6.00000000e-01 -2.50100994e-13 -2.50100494e-13  6.00000000e-01 -7.50101000e-13  6.00000000e-01  4.41741333e-21  5.57817158e-21 -2.50100494e-13  6.00000000e-01  6.00000000e-01 -5.00101000e-13 -2.50100994e-13  6.00000000e-01 -5.00101000e-13  6.00000000e-01  6.00000000e-01 -2.50100092e-13  4.61910306e-20  6.00000000e-01 -1.00010010e-12  6.00000000e-01 -5.00100100e-13  6.00000000e-01  6.00000000e-01  6.00000000e-01 -2.50100494e-13  6.00000000e-01  6.00000000e-01 -2.50100994e-13  6.00000000e-01 -1.00010100e-12  6.00000000e-01 -7.50101000e-13  6.00000000e-01  4.08037558e-21  6.00000000e-01 
 7.00000000e-01 -7.50100500e-13  7.00000000e-01 -2.50100987e-13  7.00000000e-01 -5.00100999e-13 -1.00010050e-12  7.00000000e-01 -5.00100499e-13  1.30418403e-18 -7.50101000e-13  7.00000000e-01  7.00000000e-01  7.00000000e-01 -1.00010050e-12  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01 -7.50100098e-13 -1.00010010e-12 -1.00010050e-12 -7.50100500e-13  2.02793347e-19 -5.00100499e-13  1.86732599e-19  7.00000000e-01 -5.00100499e-13 -5.00100999e-13 -7.50100098e-13 -7.50100500e-13  7.00000000e-01 -2.50100011e-13  7.00000000e-01 -7.50101000e-13  7.00000000e-01 -5.00100499e-13 -5.00100090e-13 -1.00010100e-12  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01 -1.00010100e-12  7.00000000e-01 -1.00010050e-12  7.00000000e-01  7.00000000e-01  7.00000000e-01 -1.00010100e-12  7.00000000e-01 -2.50100489e-13  7.00000000e-01  1.61148789e-19  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.19671238e-19 -7.50100500e-13  7.00000000e-01  1.10520920e-19  7.00000000e-01  7.00000000e-01  7.00000000e-01 -2.50100988e-13 -2.50100485e-13  7.00000000e-01 -7.50101000e-13  7.00000000e-01  1.38619737e-19  1.75044635e-19 -2.50100488e-13  7.00000000e-01  7.00000000e-01 -5.00100999e-13 -2.50100984e-13  7.00000000e-01 -5.00100999e-13  7.00000000e-01  7.00000000e-01 -2.50100021e-13  1.44948181e-18  7.00000000e-01 -1.00010010e-12  7.00000000e-01 -5.00100092e-13  7.00000000e-01  7.00000000e-01  7.00000000e-01 -2.50100486e-13  7.00000000e-01  7.00000000e-01 -2.50100985e-13  7.00000000e-01 -1.00010100e-12  7.00000000e-01 -7.50100999e-13  7.00000000e-01  1.28043393e-19  7.00000000e-01 
 8.00000000e-01 -7.50100486e-13  8.00000000e-01 -2.50100770e-13  8.00000000e-01 -5.00100974e-13 -1.00010050e-12  8.00000000e-01 -5.00100477e-13  4.09240844e-17 -7.50100984e-13  8.00000000e-01  8.00000000e-01  8.00000000e-01 -1.00010050e-12  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01 -7.50100022e-13 -1.00010009e-12 -1.00010050e-12 -7.50100484e-13  6.36363430e-18 -5.00100466e-13  5.85964970e-18  8.00000000e-01 -5.00100479e-13 -5.00100963e-13 -7.50100033e-13 -7.50100483e-13  8.00000000e-01 -2.50097364e-13  8.00000000e-01 -7.50100983e-13  8.00000000e-01 -5.00100470e-13 -5.00099772e-13 -1.00010100e-12  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01 -1.00010100e-12  8.00000000e-01 -1.00010050e-12  8.00000000e-01  8.00000000e-01  8.00000000e-01 -1.00010100e-12  8.00000000e-01 -2.50100312e-13  8.00000000e-01  5.05681800e-18  8.00000000e-01  8.00000000e-01  8.00000000e-01  3.75525281e-18 -7.50100485e-13  8.00000000e-01  3.46811818e-18  8.00000000e-01  8.00000000e-01  8.00000000e-01 -2.50100788e-13 -2.50100206e-13  8.00000000e-01 -7.50100985e-13  8.00000000e-01  4.34986627e-18  5.49286696e-18 -2.50100296e-13  8.00000000e-01  8.00000000e-01 -5.00100966e-13 -2.50100668e-13  8.00000000e-01 -5.00100976e-13  8.00000000e-01  8.00000000e-01 -2.50097671e-13  4.54833941e-17  8.00000000e-01 -1.00010009e-12  8.00000000e-01 -5.00099815e-13  8.00000000e-01  8.00000000e-01  8.00000000e-01 -2.50100231e-13  8.00000000e-01  8.00000000e-01 -2.50100696e-13  8.00000000e-01 -1.00010100e-12  8.00000000e-01 -7.50100981e-13  8.00000000e-01  4.01798220e-18  8.00000000e-01 
 9.00000000e-01 -7.50100017e-13  9.00000000e-01 -2.50093604e-13  9.00000000e-01 -5.00100110e-13 -1.00010046e-12  9.00000000e-01 -5.00099697e-13  1.28394210e-15 -7.50100436e-13  9.00000000e-01  9.00000000e-01  9.00000000e-01 -1.00010045e-12  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01 -7.50097359e-13 -1.00009983e-12 -1.00010046e-12 -7.50099942e-13  1.99680481e-16 -5.00099347e-13  1.83866265e-16  9.00000000e-01 -5.00099769e-13 -5.00099721e-13 -7.50097729e-13 -7.50099901e-13  9.00000000e-01 -2.50010016e-13  9.00000000e-01 -7.50100389e-13  9.00000000e-01 -5.00099460e-13 -5.00088876e-13 -1.00010095e-12  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01 -1.00010095e-12  9.00000000e-01 -1.00010045e-12  9.00000000e-01  9.00000000e-01  9.00000000e-01 -1.00010094e-12  9.00000000e-01 -2.50094499e-13  9.00000000e-01  1.58672186e-16  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.17830502e-16 -7.50099985e-13  9.00000000e-01  1.08820931e-16  9.00000000e-01  9.00000000e-01  9.00000000e-01 -2.50094209e-13 -2.50090994e-13  9.00000000e-01 -7.50100471e-13  9.00000000e-01  1.36490526e-16  1.72354475e-16 -2.50093963e-13  9.00000000e-01  9.00000000e-01 -5.00099847e-13 -2.50090242e-13  9.00000000e-01 -5.00100190e-13  9.00000000e-01  9.00000000e-01 -2.50020164e-13  1.42698476e-15  9.00000000e-01 -1.00009986e-12  9.00000000e-01 -5.00090357e-13  9.00000000e-01  9.00000000e-01  9.00000000e-01 -2.50091813e-13  9.00000000e-01  9.00000000e-01 -2.50091167e-13  9.00000000e-01 -1.00010095e-12  9.00000000e-01 -7.50100345e-13  9.00000000e-01  1.26076636e-16  9.00000000e-01 
 1.00000000e+00 -7.50083514e-13  1.00000000e+00 -2.49857184e-13  1.00000000e+00 -5.00070549e-13 -1.00009888e-12  1.00000000e+00 -5.00073028e-13  4.02448660e-14 -7.50081169e-13  1.00000000e+00  1.00000000e+00  1.00000000e+00 -1.00009871e-12  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00 -7.50003768e-13 -1.00009025e-12 -1.00009896e-12 -7.50080882e-13  6.26409444e-15 -5.00061057e-13  5.76799313e-15  1.00000000e+00 -5.00075513e-13 -5.00057269e-13 -7.50016744e-13 -7.50079454e-13  1.00000000e+00 -2.47128877e-13  1.00000000e+00 -7.50079526e-13  1.00000000e+00 -5.00064941e-13 -4.99716256e-13 -1.00009934e-12  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00 -1.00009908e-12  1.00000000e+00 -1.00009862e-12  1.00000000e+00  1.00000000e+00  1.00000000e+00 -1.00009899e-12  1.00000000e+00 -2.49902708e-13  1.00000000e+00  4.97719630e-15  1.00000000e+00  1.00000000e+00  1.00000000e+00  3.69584785e-15 -7.50082383e-13  1.00000000e+00  3.41325541e-15  1.00000000e+00  1.00000000e+00  1.00000000e+00 -2.49877144e-13 -2.49787070e-13  1.00000000e+00 -7.50082404e-13  1.00000000e+00  4.28157882e-15  5.40637955e-15 -2.49885025e-13  1.00000000e+00  1.00000000e+00 -5.00061563e-13 -2.49746286e-13  1.00000000e+00 -5.00073295e-13  1.00000000e+00  1.00000000e+00 -2.47463607e-13  4.47285093e-14  1.00000000e+00 -1.00009158e-12  1.00000000e+00 -4.99766896e-13  1.00000000e+00  1.00000000e+00  1.00000000e+00 -2.49814098e-13  1.00000000e+00  1.00000000e+00 -2.49776793e-13  1.00000000e+00 -1.00009927e-12  1.00000000e+00 -7.50077964e-13  1.00000000e+00  3.95490488e-15  1.00000000e+00 
 1.10000000e+00 -7.49503432e-13  1.10000000e+00 -2.42060118e-13  1.10000000e+00 -4.99059660e-13 -1.00004246e-12  1.10000000e+00 -4.99161069e-13  1.25502838e-12 -7.49403916e-13  1.10000000e+00  1.10000000e+00  1.10000000e+00 -1.00003628e-12  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00 -7.46714270e-13 -9.99746330e-13 -1.00004505e-12 -7.49410918e-13  1.96240812e-13 -4.98751681e-13  1.80698975e-13  1.10000000e+00 -4.99246038e-13 -4.98605521e-13 -7.47170337e-13 -7.49360729e-13  1.10000000e+00 -1.52204187e-13  1.10000000e+00 -7.49346179e-13  1.10000000e+00 -4.98884507e-13 -4.86977221e-13 -1.00004154e-12  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00 -1.00003215e-12  1.10000000e+00 -1.00003299e-12  1.10000000e+00  1.10000000e+00  1.10000000e+00 -1.00002862e-12  1.10000000e+00 -2.43578269e-13  1.10000000e+00  1.55847443e-13  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.15684516e-13 -7.49463693e-13  1.10000000e+00  1.06838985e-13  1.10000000e+00  1.10000000e+00  1.10000000e+00 -2.42718394e-13 -2.39764234e-13  1.10000000e+00 -7.49447358e-13  1.10000000e+00  1.34096182e-13  1.69286211e-13 -2.42995164e-13  1.10000000e+00  1.10000000e+00 -4.98752356e-13 -2.38402060e-13  1.10000000e+00 -4.99153586e-13  1.10000000e+00  1.10000000e+00 -1.63232903e-13  1.39485430e-12  1.10000000e+00 -9.99793860e-13  1.10000000e+00 -4.88708502e-13  1.10000000e+00  1.10000000e+00  1.10000000e+00 -2.40655575e-13  1.10000000e+00  1.10000000e+00 -2.39408229e-13  1.10000000e+00 -1.00003876e-12  1.10000000e+00 -7.49291265e-13  1.10000000e+00  1.23864942e-13  1.10000000e+00 
 1.20000000e+00 -7.29116965e-13  1.20000000e+00  1.46110279e-14  1.20000000e+00 -4.64505958e-13 -9.98015229e-13  1.20000000e+00 -4.67994412e-13  3.80758412e-11 -7.25600792e-13  1.20000000e+00  1.20000000e+00  1.20000000e+00 -9.97793328e-13  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00 -6.31155494e-13 -9.87392442e-13 -9.98108271e-13 -7.25865614e-13  6.10176188e-12 -4.53998541e-13  5.61848283e-12  1.20000000e+00 -4.70898326e-13 -4.48978756e-13 -6.47177176e-13 -7.24101052e-13  1.20000000e+00  2.95497663e-12  1.20000000e+00 -7.23572070e-13  1.20000000e+00 -4.58538491e-13 -5.22039385e-14 -9.97964831e-13  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00 -9.97627486e-13  1.20000000e+00 -9.97675283e-13  1.20000000e+00  1.20000000e+00  1.20000000e+00 -9.97500709e-13  1.20000000e+00 -3.55311674e-14  1.20000000e+00  4.83257774e-12  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.58031061e-12 -7.27719758e-13  1.20000000e+00  3.30650779e-12  1.20000000e+00  1.20000000e+00  1.20000000e+00 -7.06002003e-15  9.00829589e-14  1.20000000e+00 -7.27128077e-13  1.20000000e+00  4.16324985e-12  5.24934453e-12 -1.63479571e-14  1.20000000e+00  1.20000000e+00 -4.53998269e-13  1.35157199e-13  1.20000000e+00 -4.67716529e-13  1.20000000e+00  1.20000000e+00  2.59388612e-12  4.23219884e-11  1.20000000e+00 -9.89099742e-13  1.20000000e+00 -1.11294312e-13  1.20000000e+00  1.20000000e+00  1.20000000e+00  6.07473041e-14  1.20000000e+00  1.20000000e+00  1.02022899e-13  1.20000000e+00 -9.97865038e-13  1.20000000e+00 -7.21641456e-13  1.20000000e+00  3.84557349e-12  1.20000000e+00 
 1.30000000e+00 -1.33353997e-14  1.30000000e+00  8.37643685e-12  1.30000000e+00  7.13561057e-13 -9.25203883e-13  1.30000000e+00  5.93510043e-13  1.01942201e-09  1.10490081e-13  1.30000000e+00  1.30000000e+00  1.30000000e+00 -9.17237995e-13  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  3.41626786e-12 -5.44071821e-13 -9.28549213e-13  1.00824747e-13  1.82385697e-10  1.07115166e-12  1.67910740e-10  1.30000000e+00  4.94594444e-13  1.24374241e-12  2.85506336e-12  1.62929148e-13  1.30000000e+00  1.01115612e-10  1.30000000e+00  1.81638402e-13  1.30000000e+00  9.16419179e-13  1.46404327e-11 -9.23373210e-13  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00 -9.11256319e-13  1.30000000e+00 -9.12994037e-13  1.30000000e+00  1.30000000e+00  1.30000000e+00 -9.06699261e-13  1.30000000e+00  6.71553485e-12  1.30000000e+00  1.42478982e-10  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.04617235e-10  3.58500656e-14  1.30000000e+00  9.65799435e-11  1.30000000e+00  1.30000000e+00  1.30000000e+00  7.67012240e-12  1.08187496e-11  1.30000000e+00  5.67455786e-14  1.30000000e+00  1.23521036e-10  1.54811848e-10  7.33843519e-12  1.30000000e+00  1.30000000e+00  1.07251971e-12  1.23267730e-11  1.30000000e+00  6.04091364e-13  1.30000000e+00  1.30000000e+00  8.96812815e-11  1.13593990e-09  1.30000000e+00 -6.05340157e-13  1.30000000e+00  1.26428369e-11  1.30000000e+00  1.30000000e+00  1.30000000e+00  9.86407763e-12  1.30000000e+00  1.30000000e+00  1.12449940e-11  1.30000000e+00 -9.19785859e-13  1.30000000e+00  2.49565208e-13  1.30000000e+00  1.14069736e-10  1.30000000e+00 
 1.40000000e+00  2.49779235e-11  1.40000000e+00  2.66259821e-10  1.40000000e+00  4.02929690e-11  1.68606042e-12  1.40000000e+00  3.60531092e-11  1.95540908e-08  2.93738581e-11  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.97087674e-12  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.42723651e-10  1.52716269e-11  1.56532034e-12  2.89644995e-11  4.65257465e-09  5.21877331e-11  4.26479113e-09  1.40000000e+00  3.27454605e-11  5.82575996e-11  1.23397663e-10  3.11633858e-11  1.40000000e+00  2.75542138e-09  1.40000000e+00  3.18412871e-11  1.40000000e+00  4.69975922e-11  4.85123276e-10  1.75239622e-12  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.18707233e-12  1.40000000e+00  2.12396580e-12  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.35128184e-12  1.40000000e+00  2.10877572e-10  1.40000000e+00  3.46774327e-09  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.50217458e-09  2.67215120e-11  1.40000000e+00  2.29008129e-09  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.44353280e-10  3.39113998e-10  1.40000000e+00  2.74726117e-11  1.40000000e+00  3.08049464e-09  3.79386583e-09  2.29894263e-10  1.40000000e+00  1.40000000e+00  5.24873559e-11  3.91701668e-10  1.40000000e+00  3.66126006e-11  1.40000000e+00  1.40000000e+00  2.43440437e-09  2.26886904e-08  1.40000000e+00  1.30854842e-11  1.40000000e+00  4.20924277e-10  1.40000000e+00  1.40000000e+00  1.40000000e+00  3.09702291e-10  1.40000000e+00  1.40000000e+00  3.57892313e-10  1.40000000e+00  1.88171657e-12  1.40000000e+00  3.42420362e-11  1.40000000e+00  2.82921284e-09  1.40000000e+00 
 1.50000000e+00  8.70032052e-10  1.50000000e+00  6.75661517e-09  1.50000000e+00  1.27268672e-09  9.45140028e-11  1.50000000e+00  1.11145394e-09  1.56622793e-07  1.03259350e-09  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.04459289e-10  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  4.49840936e-09  5.60537764e-10  9.00627100e-11  1.00504580e-09  8.67702374e-08  1.62561122e-09  7.44579166e-08  1.50000000e+00  1.00949775e-09  1.85506607e-09  3.89212296e-09  1.08504456e-09  1.50000000e+00  5.24543106e-08  1.50000000e+00  1.11287036e-09  1.50000000e+00  1.46392496e-09  1.25347215e-08  9.70129885e-11  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.12491774e-10  1.50000000e+00  1.10085330e-10  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.18492421e-10  1.50000000e+00  5.03801106e-09  1.50000000e+00  5.48045343e-08  1.50000000e+00  1.50000000e+00  1.50000000e+00  4.14962455e-08  9.33885669e-10  1.50000000e+00  3.39274395e-08  1.50000000e+00  1.50000000e+00  1.50000000e+00  6.14900059e-09  8.42494173e-09  1.50000000e+00  9.63550654e-10  1.50000000e+00  5.53379661e-08  6.58559489e-08  5.56606133e-09  1.50000000e+00  1.50000000e+00  1.67184742e-09  1.01851440e-08  1.50000000e+00  1.15692748e-09  1.50000000e+00  1.50000000e+00  4.37320467e-08  2.26729894e-07  1.50000000e+00  4.85090646e-10  1.50000000e+00  1.07998939e-08  1.50000000e+00  1.50000000e+00  1.50000000e+00  7.61271940e-09  1.50000000e+00  1.50000000e+00  9.24436007e-09  1.50000000e+00  1.01750038e-10  1.50000000e+00  1.19961027e-09  1.50000000e+00  4.69038964e-08  1.50000000e+00 
 1.60000000e+00  2.52756083e-08  1.60000000e+00  1.17495680e-07  1.60000000e+00  3.11727275e-08  3.23215460e-09  1.60000000e+00  2.57724943e-08  3.87490398e-07  3.18237537e-08  1.60000000e+00  1.60000000e+00  1.60000000e+00  3.53769986e-09  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  9.50198406e-08  1.62854196e-08  3.05380050e-09  2.92641242e-08  7.34473815e-07  3.86965920e-08  4.52835377e-07  1.60000000e+00  2.27802433e-08  4.66298904e-08  8.21259707e-08  3.21671953e-08  1.60000000e+00  4.06240422e-07  1.60000000e+00  3.37778077e-08  1.60000000e+00  3.40988473e-08  1.85919902e-07  3.34434357e-09  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  3.87323524e-09  1.60000000e+00  3.75964874e-09  1.60000000e+00  1.60000000e+00  1.60000000e+00  4.10614401e-09  1.60000000e+00  6.76153739e-08  1.60000000e+00  2.70186012e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.69154931e-07  2.76611323e-08  1.60000000e+00  1.49087687e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  9.53659215e-08  1.39570294e-07  1.60000000e+00  2.92075821e-08  1.60000000e+00  4.27268281e-07  4.67634489e-07  8.73843177e-08  1.60000000e+00  1.60000000e+00  4.14496508e-08  1.85103564e-07  1.60000000e+00  2.78516224e-08  1.60000000e+00  1.60000000e+00  2.75129504e-07  7.34425743e-07  1.60000000e+00  1.40945719e-08  1.60000000e+00  1.51110724e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.10591068e-07  1.60000000e+00  1.60000000e+00  1.52847839e-07  1.60000000e+00  3.53047273e-09  1.60000000e+00  3.69892738e-08  1.60000000e+00  2.52937984e-07  1.60000000e+00 
