vgs,cgd_20_1,cgd_20_0,cgd_20_2
-2,6.17348E-06,6.17348E-06,6.17348E-06
-1.95,6.23642E-06,6.23642E-06,6.23642E-06
-1.9,6.30176E-06,6.30176E-06,6.30176E-06
-1.85,6.36964E-06,6.36964E-06,6.36964E-06
-1.8,6.44024E-06,6.44024E-06,6.44024E-06
-1.75,6.51374E-06,6.51374E-06,6.51374E-06
-1.7,6.59035E-06,6.59035E-06,6.59035E-06
-1.65,6.67029E-06,6.67029E-06,6.67029E-06
-1.6,6.75381E-06,6.75381E-06,6.75381E-06
-1.55,6.84119E-06,6.84119E-06,6.84119E-06
-1.5,6.93273E-06,6.93273E-06,6.93273E-06
-1.45,7.02876E-06,7.02876E-06,7.02876E-06
-1.4,7.12968E-06,7.12968E-06,7.12968E-06
-1.35,7.23589E-06,7.23589E-06,7.23589E-06
-1.3,7.34789E-06,7.34789E-06,7.34789E-06
-1.25,7.4662E-06,7.4662E-06,7.4662E-06
-1.2,7.59145E-06,7.59145E-06,7.59145E-06
-1.15,7.72432E-06,7.72432E-06,7.72432E-06
-1.1,7.86561E-06,7.86561E-06,7.86561E-06
-1.05,8.01624E-06,8.01624E-06,8.01624E-06
-1,8.17726E-06,8.17726E-06,8.17726E-06
-0.95,8.3499E-06,8.3499E-06,8.3499E-06
-0.9,8.53557E-06,8.53557E-06,8.53557E-06
-0.85,8.73596E-06,8.73596E-06,8.73596E-06
-0.8,8.95304E-06,8.95304E-06,8.95304E-06
-0.75,9.18915E-06,9.18915E-06,9.18915E-06
-0.7,9.44708E-06,9.44708E-06,9.44708E-06
-0.65,9.73017E-06,9.73017E-06,9.73017E-06
-0.6,1.00424E-05,1.00424E-05,1.00424E-05
-0.55,1.03887E-05,1.03887E-05,1.03887E-05
-0.5,1.07747E-05,1.07747E-05,1.07747E-05
-0.45,1.12073E-05,1.12073E-05,1.12073E-05
-0.4,1.16943E-05,1.16943E-05,1.16943E-05
-0.35,1.22447E-05,1.22447E-05,1.22447E-05
-0.3,1.28669E-05,1.28669E-05,1.28669E-05
-0.25,1.35675E-05,1.35674E-05,1.35674E-05
-0.2,1.43467E-05,1.43466E-05,1.43466E-05
-0.15,1.51924E-05,1.5192E-05,1.5192E-05
-0.1,1.60725E-05,1.60717E-05,1.60717E-05
-0.05,1.6934E-05,1.6932E-05,1.6932E-05
1.20737E-15,1.77147E-05,1.77098E-05,1.77098E-05
0.05,1.83676E-05,1.83559E-05,1.83559E-05
0.1,1.8881E-05,1.8853E-05,1.8853E-05
0.15,1.92808E-05,1.92141E-05,1.92141E-05
0.2,1.9625E-05,1.94676E-05,1.94676E-05
0.25,2.0009E-05,1.9643E-05,1.9643E-05
0.3,2.0606E-05,1.97645E-05,1.97645E-05
0.35,2.17766E-05,1.98493E-05,1.98493E-05
0.4,2.42695E-05,1.99094E-05,1.99094E-05
0.45,2.93471E-05,1.99527E-05,1.99527E-05
0.5,3.8177E-05,1.99846E-05,1.99844E-05
0.55,4.98735E-05,2.00086E-05,2.0008E-05
0.6,6.08762E-05,2.00278E-05,2.00259E-05
0.65,6.84551E-05,2.0046E-05,2.00396E-05
0.7,7.27271E-05,2.00716E-05,2.00503E-05
0.75,7.49531E-05,2.01296E-05,2.00588E-05
0.8,7.61331E-05,2.02968E-05,2.00656E-05
0.85,7.68125E-05,2.08058E-05,2.00713E-05
0.9,7.72514E-05,2.23624E-05,2.00765E-05
0.95,7.75687E-05,2.6933E-05,2.00831E-05
1,7.78189E-05,3.77344E-05,2.00964E-05
1.05,7.80277E-05,5.36448E-05,2.01349E-05
1.1,7.82082E-05,6.62572E-05,2.026E-05
1.15,7.83678E-05,7.24486E-05,2.06688E-05
1.2,7.85107E-05,7.49843E-05,2.19838E-05
1.25,7.86401E-05,7.60959E-05,2.60731E-05
1.3,7.87579E-05,7.66957E-05,3.64756E-05
1.35,7.88659E-05,7.7097E-05,5.28369E-05
1.4,7.89654E-05,7.74064E-05,6.61142E-05
1.45,7.90574E-05,7.76631E-05,7.24956E-05
1.5,7.91429E-05,7.78837E-05,7.50191E-05
1.55,7.92225E-05,7.80771E-05,7.61024E-05
1.6,7.9297E-05,7.82487E-05,7.6688E-05
1.65,7.93669E-05,7.84024E-05,7.70848E-05
1.7,7.94325E-05,7.85411E-05,7.73937E-05
1.75,7.94944E-05,7.86672E-05,7.76512E-05
1.8,7.95529E-05,7.87823E-05,7.7873E-05
1.85,7.96082E-05,7.88881E-05,7.80675E-05
1.9,7.96607E-05,7.89856E-05,7.824E-05
1.95,7.97106E-05,7.9076E-05,7.83946E-05
2,7.97581E-05,7.916E-05,7.8534E-05
