vgs,cgs_21_1
-2,1.00083E-06
-1.95,1.00311E-06
-1.8,1.01021E-06
-1.75,1.01268E-06
-1.7,1.01521E-06
-1.65,1.01778E-06
-1.6,1.02042E-06
-1.55,1.02311E-06
-1.5,1.02586E-06
-1.45,1.02868E-06
-1.4,1.03156E-06
-1.35,1.03451E-06
-1.3,1.03753E-06
-1.25,1.04062E-06
-1.2,1.04379E-06
-1.15,1.04704E-06
-1.1,1.05038E-06
-1.05,1.0538E-06
-1,1.05731E-06
-0.95,1.06092E-06
-0.9,1.06462E-06
-0.85,1.06843E-06
-0.8,1.07234E-06
-0.75,1.07637E-06
-0.7,1.08051E-06
-0.65,1.08477E-06
-0.6,1.08915E-06
-0.55,1.09366E-06
-0.5,1.09829E-06
-0.45,1.10306E-06
-0.4,1.10794E-06
-0.35,1.11293E-06
-0.3,1.118E-06
-0.25,1.12312E-06
-0.2,1.12823E-06
-0.15,1.13326E-06
-0.1,1.13822E-06
-0.05,1.1433E-06
1.20737E-15,1.14933E-06
0.05,1.15857E-06
0.1,1.1766E-06
0.15,1.21649E-06
0.2,1.30794E-06
0.25,1.51708E-06
0.3,1.99296E-06
0.35,3.07904E-06
0.4,5.51198E-06
0.45,1.05464E-05
0.5,1.93447E-05
0.55,3.10176E-05
0.6,4.20024E-05
0.65,4.95677E-05
0.7,5.3829E-05
0.75,5.60466E-05
0.8,5.72199E-05
0.85,5.78938E-05
0.9,5.83283E-05
0.95,5.8642E-05
1,5.88891E-05
1.05,5.90954E-05
1.1,5.92739E-05
1.15,5.94316E-05
1.2,5.9573E-05
1.25,5.9701E-05
1.3,5.98177E-05
1.35,5.99247E-05
1.4,6.00234E-05
1.45,6.01146E-05
1.5,6.01995E-05
1.55,6.02785E-05
1.6,6.03525E-05
1.65,6.04219E-05
1.7,6.04871E-05
1.75,6.05487E-05
1.8,6.06068E-05
1.85,6.06618E-05
1.9,6.07141E-05
1.95,6.07637E-05
2,6.0811E-05
