vgs,cgb_22_2,cgb_22_1,cgb_22_0
-2,0.000124456,0.000126521,0.000127085
-1.95,0.000124068,0.000126571,0.000127089
-1.9,0.00012364,0.000126621,0.000127085
-1.85,0.000123171,0.00012667,0.000127072
-1.8,0.000122656,0.000126718,0.000127051
-1.75,0.000122094,0.000126765,0.000127019
-1.7,0.00012148,0.00012681,0.000126976
-1.65,0.000120813,0.000126853,0.000126921
-1.6,0.000120089,0.000126894,0.000126853
-1.55,0.000119305,0.000126932,0.00012677
-1.5,0.000118457,0.000126968,0.000126672
-1.45,0.000117542,0.000127,0.000126556
-1.4,0.000116557,0.000127028,0.000126421
-1.35,0.000115498,0.000127051,0.000126265
-1.3,0.000114364,0.000127069,0.000126088
-1.25,0.000113151,0.000127082,0.000125887
-1.2,0.000111862,0.000127088,0.00012566
-1.15,0.000110509,0.000127087,0.000125405
-1.1,0.000109,0.000127079,0.00012512
-1.05,0.000102296,0.000127061,0.000124803
-1,9.11545E-05,0.000127034,0.000124451
-0.95,8.16235E-05,0.000126996,0.000124063
-0.9,7.43177E-05,0.000126946,0.000123635
-0.85,6.86157E-05,0.000126884,0.000123165
-0.8,6.40323E-05,0.000126807,0.000122649
-0.75,6.0252E-05,0.000126715,0.000122086
-0.7,5.70675E-05,0.000126607,0.000121473
-0.65,5.43382E-05,0.00012648,0.000120805
-0.6,5.19658E-05,0.000126333,0.00012008
-0.55,4.98788E-05,0.000126165,0.000119295
-0.5,4.80245E-05,0.000125974,0.000118446
-0.45,4.63627E-05,0.000125758,0.00011753
-0.4,4.48622E-05,0.000125515,0.000116545
-0.35,4.34986E-05,0.000125243,0.000115485
-0.3,4.22523E-05,0.00012494,0.00011435
-0.25,4.11073E-05,0.000124603,0.000113136
-0.2,4.00507E-05,0.00012423,0.000111846
-0.15,3.90716E-05,0.000123819,0.000110492
-0.1,3.8161E-05,0.000123366,0.000108961
-0.05,3.73112E-05,0.000122867,0.000102172
1.20737E-15,3.65159E-05,0.000122319,9.10259E-05
0.05,3.57693E-05,0.000121714,8.1524E-05
0.1,3.50668E-05,0.000121038,7.4241E-05
0.15,3.44042E-05,0.000120264,6.85547E-05
0.2,3.37777E-05,0.000119327,6.39826E-05
0.25,3.31843E-05,0.000118085,6.02104E-05
0.3,3.26212E-05,0.000116202,5.70321E-05
0.35,3.20858E-05,0.000112934,5.43076E-05
0.4,3.15759E-05,0.000106755,5.19389E-05
0.45,3.10896E-05,9.51524E-05,4.9855E-05
0.5,3.06251E-05,7.6022E-05,4.80031E-05
0.55,3.01808E-05,5.17424E-05,4.6343E-05
0.6,2.97554E-05,2.98835E-05,4.48434E-05
0.65,2.93474E-05,1.55194E-05,4.34782E-05
0.7,2.89558E-05,7.63569E-06,4.22231E-05
0.75,2.85795E-05,3.47056E-06,4.10465E-05
0.8,2.82175E-05,1.50754E-06,3.98841E-05
0.85,2.78688E-05,6.76417E-07,3.856E-05
0.9,2.75324E-05,3.23848E-07,3.65593E-05
0.95,2.7207E-05,1.69E-07,3.2551E-05
1,2.68896E-05,9.77728E-08,2.45275E-05
1.05,2.65716E-05,6.30067E-08,1.36134E-05
1.1,2.62251E-05,4.47396E-08,5.50032E-06
1.15,2.57552E-05,3.43004E-08,1.86068E-06
1.2,2.48514E-05,2.78043E-08,6.04012E-07
1.25,2.26207E-05,2.34406E-08,2.09914E-07
1.3,1.74673E-05,2.03217E-08,8.91558E-08
1.35,9.769E-06,1.79853E-08,5.15508E-08
1.4,3.84502E-06,1.61734E-08,3.90132E-08
1.45,1.23759E-06,1.47317E-08,3.40848E-08
1.5,3.76148E-07,1.3562E-08,3.15344E-08
1.55,1.19609E-07,1.25984E-08,2.97886E-08
1.6,4.54662E-08,1.17945E-08,2.83673E-08
1.65,2.40764E-08,1.11167E-08,2.71178E-08
1.7,1.7768E-08,1.05398E-08,2.59863E-08
1.75,1.57637E-08,1.00449E-08,2.49498E-08
1.8,1.49936E-08,9.61725E-09,2.39951E-08
1.85,1.45837E-08,9.24525E-09,2.31131E-08
1.9,1.4285E-08,8.91976E-09,2.2296E-08
1.95,1.40261E-08,8.63343E-09,2.15376E-08
2,1.37862E-08,8.38031E-09,2.08322E-08
