C11,1.7462545525068056e-10
C12,1.4331082720537993e-09
C21,7.819341104486982e-09
C22,9.741512049318845e-10
C31,1.375677969545505e-09
C32,1.5988557232288323e-09
C41,9.927754747475804e-09
R11,92500.29905322735
R12,43007.50347618912
R13,21713.476659686592
R14,62279.60350328048
R15,55526.06459296199
R16,15469.530749049018
R21,69836.41652508288
R22,71596.44696751867
R23,16392.14701516569
R24,13342.777943991916
R25,1283.8827470820306
R26,34825.63737557304
R31,56574.313851870815
R32,85747.19648981994
R33,17509.12183250125
R34,42773.313500722106
R35,4774.37618797571
R36,38900.34290483773
R41,97525.77180528264
R42,98867.88500909408
gain,9.752737040391636
