freq,magnitude,phase
1.0,16.90875171841552,179.82651497092178
1.41253754,16.908712142251098,179.75494662571774
1.99526231,16.90863318330669,179.65385500491917
2.81838293,16.908475659083937,179.51106310706132
3.98107171,16.908161349502574,179.30937493030578
5.62341325,16.907534296329075,179.02451307695344
7.94328235,16.906283434575887,178.622220298495
11.2201845,16.903788708963326,178.05420683665542
15.8489319,16.898815361277286,177.25254256144544
22.3872114,16.888909214157938,176.12206212933017
31.6227766,16.869211114969627,174.5305443690222
44.6683592,16.83017320989878,172.2973282111468
63.0957344,16.753315502581238,169.18386554916574
89.1250938,16.60391270596344,164.89709819194928
125.892541,16.320346466486978,159.131759159379
177.827941,15.804516427181671,151.69518530564403
251.188643,14.92864367169392,142.7332503593348
354.813389,13.579171714287344,132.92461101475996
501.187234,11.724012117998722,123.34106122537285
707.945784,9.435792616626557,114.93915605800738
1000.0,6.841826057161806,108.16745377169909
1412.53754,4.060552357052895,102.9978957956469
1995.26231,1.1744519091993348,99.16379051513114
2818.38293,-1.7673428430170102,96.34741404523508
3981.07171,-4.737922279642476,94.26428995984631
5623.41325,-7.723196409393413,92.68360580512606
7943.28235,-10.715986301551272,91.42220630757186
11220.1845,-13.7127459271355,90.33073530101737
15848.9319,-16.711874816256326,89.27865359064816
22387.2114,-19.712942422232512,88.13963186273678
31622.7766,-22.7164776309855,86.77683122572377
44668.3592,-25.72422968348382,85.02687720465765
63095.7344,-28.740023304350398,82.68113111861942
89125.0938,-31.771605097807782,79.463095910604
125892.541,-34.83428405816072,75.00207144825583
177827.941,-37.95774363995807,68.80726919165728
251188.643,-41.19785594641037,60.25719227410923
354813.389,-44.65427712723298,48.64017550799031
501187.234,-48.48868226391474,33.30383254345259
707945.784,-52.926365858949254,13.937139792663093
1000000.0,-58.22219529484789,-9.144317461024432
