name,value
bv,11744116991.281868
ibv,3.0177886837162282e-05
ikf,2.056089819105535e-05
ikr,0.0010784941205682873
is,2.6659563759650317e-18
jsw,1.0276393153819033e-16
n,1.9423170314741696
nbv,1.2662397839090862
rs,1.0001881219602908e-06
trs1,0.004996967763752421
trs2,0.0005008113737582845
