vgs,cgd_20_2,cgd_20_1,cgd_20_0
-2,1.58287E-06,1.58287E-06,1.58287E-06
-1.95,1.59049E-06,1.59049E-06,1.59049E-06
-1.9,1.59841E-06,1.59841E-06,1.59841E-06
-1.85,1.60663E-06,1.60663E-06,1.60663E-06
-1.8,1.61519E-06,1.61519E-06,1.61519E-06
-1.75,1.62409E-06,1.62409E-06,1.62409E-06
-1.7,1.63337E-06,1.63337E-06,1.63337E-06
-1.65,1.64306E-06,1.64306E-06,1.64306E-06
-1.6,1.65318E-06,1.65318E-06,1.65318E-06
-1.55,1.66376E-06,1.66376E-06,1.66376E-06
-1.5,1.67485E-06,1.67485E-06,1.67485E-06
-1.45,1.68649E-06,1.68649E-06,1.68649E-06
-1.4,1.69871E-06,1.69871E-06,1.69871E-06
-1.35,1.71158E-06,1.71158E-06,1.71158E-06
-1.3,1.72515E-06,1.72515E-06,1.72515E-06
-1.25,1.73949E-06,1.73949E-06,1.73949E-06
-1.2,1.75466E-06,1.75466E-06,1.75466E-06
-1.15,1.77076E-06,1.77076E-06,1.77076E-06
-1.1,1.78788E-06,1.78788E-06,1.78788E-06
-1.05,1.80612E-06,1.80612E-06,1.80612E-06
-1,1.82563E-06,1.82563E-06,1.82563E-06
-0.95,1.84655E-06,1.84655E-06,1.84655E-06
-0.9,1.86904E-06,1.86904E-06,1.86904E-06
-0.85,1.89332E-06,1.89332E-06,1.89332E-06
-0.8,1.91962E-06,1.91962E-06,1.91962E-06
-0.75,1.94823E-06,1.94823E-06,1.94823E-06
-0.7,1.97948E-06,1.97948E-06,1.97948E-06
-0.65,2.01377E-06,2.01377E-06,2.01377E-06
-0.6,2.0516E-06,2.0516E-06,2.0516E-06
-0.55,2.09355E-06,2.09355E-06,2.09355E-06
-0.5,2.14032E-06,2.14032E-06,2.14032E-06
-0.45,2.19273E-06,2.19273E-06,2.19273E-06
-0.4,2.25174E-06,2.25174E-06,2.25174E-06
-0.35,2.31841E-06,2.31841E-06,2.31841E-06
-0.3,2.39379E-06,2.39379E-06,2.39379E-06
-0.25,2.47867E-06,2.47867E-06,2.47867E-06
-0.2,2.57307E-06,2.57307E-06,2.57307E-06
-0.15,2.6755E-06,2.6755E-06,2.6755E-06
-0.1,2.78207E-06,2.78207E-06,2.78207E-06
-0.05,2.8863E-06,2.8863E-06,2.8863E-06
1.20737E-15,2.98054E-06,2.98054E-06,2.98054E-06
0.05,3.05882E-06,3.05882E-06,3.05882E-06
0.1,3.11904E-06,3.11904E-06,3.11904E-06
0.15,3.16279E-06,3.16279E-06,3.16279E-06
0.2,3.1935E-06,3.1935E-06,3.1935E-06
0.25,3.21475E-06,3.21475E-06,3.21475E-06
0.3,3.22946E-06,3.22946E-06,3.22946E-06
0.35,3.23974E-06,3.23974E-06,3.23974E-06
0.4,3.24702E-06,3.24702E-06,3.24702E-06
0.45,3.25227E-06,3.25227E-06,3.25227E-06
0.5,3.25611E-06,3.25611E-06,3.25611E-06
0.55,3.25897E-06,3.25897E-06,3.25897E-06
0.6,3.26114E-06,3.26114E-06,3.26114E-06
0.65,3.2628E-06,3.2628E-06,3.2628E-06
0.7,3.2641E-06,3.2641E-06,3.2641E-06
0.75,3.26512E-06,3.26512E-06,3.26512E-06
0.8,3.26594E-06,3.26594E-06,3.26594E-06
0.85,3.26659E-06,3.26659E-06,3.26659E-06
0.9,3.26713E-06,3.26713E-06,3.26713E-06
0.95,3.26757E-06,3.26757E-06,3.26757E-06
1,3.26794E-06,3.26794E-06,3.26794E-06
1.05,3.26825E-06,3.26825E-06,3.26825E-06
1.1,3.2685E-06,3.2685E-06,3.2685E-06
1.15,3.26872E-06,3.26872E-06,3.26872E-06
1.2,3.26891E-06,3.26891E-06,3.26891E-06
1.25,3.26907E-06,3.26907E-06,3.26907E-06
1.3,3.26921E-06,3.26921E-06,3.26921E-06
1.35,3.26933E-06,3.26933E-06,3.26933E-06
1.4,3.26943E-06,3.26943E-06,3.26943E-06
1.45,3.26952E-06,3.26952E-06,3.26952E-06
1.5,3.2696E-06,3.2696E-06,3.2696E-06
1.55,3.26967E-06,3.26967E-06,3.26967E-06
1.6,3.26973E-06,3.26973E-06,3.26973E-06
1.65,3.26979E-06,3.26979E-06,3.26979E-06
1.7,3.26984E-06,3.26984E-06,3.26984E-06
1.75,3.26988E-06,3.26988E-06,3.26988E-06
1.8,3.26992E-06,3.26992E-06,3.26992E-06
1.85,3.26996E-06,3.26996E-06,3.26996E-06
1.9,3.26999E-06,3.26999E-06,3.26999E-06
1.95,3.27002E-06,3.27002E-06,3.27002E-06
2,3.27005E-06,3.27005E-06,3.27005E-06
