vgs,cgb_22_0,cgb_22_2,cgb_22_1
-2,0.000350052,0.000350052,0.000350052
-1.95,0.000350052,0.000350052,0.000350052
-1.9,0.000350052,0.000350052,0.000350052
-1.85,0.000350052,0.000350052,0.000350052
-1.8,0.000350052,0.000350052,0.000350052
-1.75,0.000350052,0.000350052,0.000350052
-1.7,0.000350052,0.000350052,0.000350052
-1.65,0.000350052,0.000350052,0.000350052
-1.6,0.000350052,0.000350052,0.000350052
-1.55,0.000350052,0.000350052,0.000350052
-1.5,0.000350052,0.000350052,0.000350052
-1.45,0.000350052,0.000350052,0.000350052
-1.4,0.000350052,0.000350052,0.000350052
-1.35,0.000350052,0.000350052,0.000350052
-1.3,0.000350052,0.000350052,0.000350052
-1.25,0.000350052,0.000350052,0.000350052
-1.2,0.000350052,0.000350052,0.000350052
-1.15,0.000350052,0.000350052,0.000350052
-1.1,0.000350052,0.000350052,0.000350052
-1.05,0.000350052,0.000350052,0.000350052
-1,0.000350052,0.000350052,0.000350052
-0.95,0.000350052,0.000350052,0.000350052
-0.9,0.000350052,0.000350052,0.000350052
-0.85,0.000350052,0.000350052,0.000350052
-0.8,0.000350052,0.000350052,0.000350052
-0.75,0.000350052,0.000350052,0.000350052
-0.7,0.000350052,0.000350052,0.000350052
-0.65,0.000350052,0.000350052,0.000350052
-0.6,0.000350052,0.000350052,0.000350052
-0.55,0.000350052,0.000350052,0.000350052
-0.5,0.000350052,0.000350052,0.000350052
-0.45,0.000350052,0.000350052,0.000350052
-0.4,0.000350052,0.000350052,0.000350052
-0.35,0.000350052,0.000350052,0.000350052
-0.3,0.000350052,0.000350052,0.000350052
-0.25,0.000350052,0.000350052,0.000350052
-0.2,0.000350052,0.000350052,0.000350052
-0.15,0.000350052,0.000350052,0.000350052
-0.1,0.000349902,0.000349902,0.000349902
-0.05,0.000349745,0.000349745,0.000349745
1.20737E-15,0.000349588,0.000349588,0.000349588
0.05,0.000349431,0.000349431,0.000349431
0.1,0.000349274,0.000349274,0.000349274
0.15,0.000349118,0.000349118,0.000349118
0.2,0.000348962,0.000348962,0.000348962
0.25,0.000348806,0.000348806,0.000348806
0.3,0.000348651,0.000348651,0.000348651
0.35,0.000348495,0.000348495,0.000348495
0.4,0.00034834,0.00034834,0.00034834
0.45,0.000348185,0.000348185,0.000348185
0.5,0.000348031,0.000348031,0.000348031
0.55,0.000347876,0.000347876,0.000347876
0.6,0.000347722,0.000347722,0.000347722
0.65,0.000347568,0.000347568,0.000347568
0.7,0.000347414,0.000347414,0.000347414
0.75,0.00034726,0.00034726,0.00034726
0.8,0.000347107,0.000347107,0.000347107
0.85,0.000346954,0.000346954,0.000346954
0.9,0.000346801,0.000346801,0.000346801
0.95,0.000346648,0.000346648,0.000346648
1,0.000346496,0.000346496,0.000346496
1.05,0.000346344,0.000346344,0.000346344
1.1,0.000346192,0.000346192,0.000346192
1.15,0.00034604,0.00034604,0.00034604
1.2,0.000345888,0.000345888,0.000345888
1.25,0.000345737,0.000345737,0.000345737
1.3,0.000345586,0.000345586,0.000345586
1.35,0.000345435,0.000345435,0.000345435
1.4,0.000345285,0.000345285,0.000345285
1.45,0.000345134,0.000345134,0.000345134
1.5,0.000344984,0.000344984,0.000344984
1.55,0.000344834,0.000344834,0.000344834
1.6,0.000344685,0.000344685,0.000344685
1.65,0.000344535,0.000344535,0.000344535
1.7,0.000344386,0.000344386,0.000344386
1.75,0.000344237,0.000344237,0.000344237
1.8,0.000344088,0.000344088,0.000344088
1.85,0.00034394,0.00034394,0.00034394
1.9,0.000343791,0.000343791,0.000343791
1.95,0.000343643,0.000343643,0.000343643
2,0.000343496,0.000343496,0.000343496
