vgs,cgb_22_1,cgb_22_2,cgb_22_0
-2,7.04503E-09,5.86016E-09,6.99866E-09
-1.95,7.04499E-09,5.86016E-09,6.99862E-09
-1.9,7.04495E-09,5.86016E-09,6.99858E-09
-1.85,7.04491E-09,5.86016E-09,6.99855E-09
-1.8,7.04488E-09,5.86016E-09,6.99851E-09
-1.75,7.04484E-09,5.86016E-09,6.99848E-09
-1.7,7.0448E-09,5.86016E-09,6.99844E-09
-1.65,7.04477E-09,5.86016E-09,6.9984E-09
-1.6,7.04473E-09,5.86016E-09,6.99837E-09
-1.55,7.04469E-09,5.86016E-09,6.99833E-09
-1.5,7.04465E-09,5.86016E-09,6.9983E-09
-1.45,7.04462E-09,5.86016E-09,6.99826E-09
-1.4,7.04458E-09,5.86016E-09,6.99823E-09
-1.35,7.04454E-09,5.86016E-09,6.99819E-09
-1.3,7.0445E-09,5.86016E-09,6.99815E-09
-1.25,7.04447E-09,5.86016E-09,6.99812E-09
-1.2,7.04443E-09,5.86016E-09,6.99808E-09
-1.15,7.04439E-09,5.86016E-09,6.99805E-09
-1.1,7.04435E-09,5.86016E-09,6.99801E-09
-1.05,7.04432E-09,5.86016E-09,6.99797E-09
-1,7.04428E-09,5.86016E-09,6.99794E-09
-0.95,7.04424E-09,5.86016E-09,6.9979E-09
-0.9,7.04421E-09,5.86016E-09,6.99787E-09
-0.85,7.04417E-09,5.86016E-09,6.99783E-09
-0.8,7.04413E-09,5.86016E-09,6.99779E-09
-0.75,7.04409E-09,5.86016E-09,6.99776E-09
-0.7,7.04406E-09,5.86016E-09,6.99772E-09
-0.65,7.04402E-09,5.86016E-09,6.99769E-09
-0.6,7.04398E-09,5.86016E-09,6.99765E-09
-0.55,7.04394E-09,5.86016E-09,6.99762E-09
-0.5,7.04391E-09,5.86016E-09,6.99758E-09
-0.45,7.04387E-09,5.86016E-09,6.99754E-09
-0.4,7.04383E-09,5.86016E-09,6.99751E-09
-0.35,7.0438E-09,5.86016E-09,6.99747E-09
-0.3,7.04376E-09,5.86016E-09,6.99744E-09
-0.25,7.04372E-09,5.86016E-09,6.9974E-09
-0.2,7.02352E-09,5.86016E-09,6.97799E-09
-0.15,6.98845E-09,5.86016E-09,6.94429E-09
-0.1,6.95651E-09,5.86016E-09,6.91361E-09
-0.05,6.92728E-09,5.86016E-09,6.88552E-09
1.20737E-15,6.90041E-09,5.86016E-09,6.8597E-09
0.05,6.87561E-09,5.86016E-09,6.83587E-09
0.1,6.85264E-09,5.86016E-09,6.81379E-09
0.15,6.83129E-09,5.86016E-09,6.79329E-09
0.2,6.81141E-09,5.86016E-09,6.77418E-09
0.25,6.79284E-09,5.86016E-09,6.75634E-09
0.3,6.77546E-09,5.86016E-09,6.73964E-09
0.35,6.75916E-09,5.86016E-09,6.72398E-09
0.4,6.74386E-09,5.86016E-09,6.70927E-09
0.45,6.72946E-09,5.86016E-09,6.69544E-09
0.5,6.7159E-09,5.86016E-09,6.68241E-09
0.55,6.70313E-09,5.86016E-09,6.67014E-09
0.6,6.69108E-09,5.86016E-09,6.65856E-09
0.65,6.67971E-09,5.86016E-09,6.64764E-09
0.7,6.66898E-09,5.86016E-09,6.63733E-09
0.75,6.65886E-09,5.86016E-09,6.6276E-09
0.8,6.64932E-09,5.86016E-09,6.61843E-09
0.85,6.64032E-09,5.86016E-09,6.60979E-09
0.9,6.63185E-09,5.86016E-09,6.60165E-09
0.95,6.62389E-09,5.86016E-09,6.594E-09
1,6.61642E-09,5.86016E-09,6.58683E-09
1.05,6.60944E-09,5.86016E-09,6.58012E-09
1.1,6.60293E-09,5.86016E-09,6.57386E-09
1.15,6.5969E-09,5.86016E-09,6.56806E-09
1.2,6.59133E-09,5.86016E-09,6.56271E-09
1.25,6.58623E-09,5.86016E-09,6.55782E-09
1.3,6.58161E-09,5.86016E-09,6.55337E-09
1.35,6.57747E-09,5.86016E-09,6.54939E-09
1.4,6.57382E-09,5.86016E-09,6.54589E-09
1.45,6.57068E-09,5.86016E-09,6.54287E-09
1.5,6.56807E-09,5.86016E-09,6.54036E-09
1.55,6.566E-09,5.86016E-09,6.53838E-09
1.6,6.56452E-09,5.86016E-09,6.53695E-09
1.65,6.56364E-09,5.86016E-09,6.53611E-09
1.7,6.5634E-09,5.86016E-09,6.53588E-09
1.75,6.56384E-09,5.86016E-09,6.53631E-09
1.8,6.56501E-09,5.86016E-09,6.53743E-09
1.85,6.56695E-09,5.86016E-09,6.53929E-09
1.9,6.56972E-09,5.86016E-09,6.54195E-09
1.95,6.57336E-09,5.86016E-09,6.54545E-09
2,6.57793E-09,5.86016E-09,6.54984E-09
