 v-sweep         i(v_s_13_2)     i(v_s_13_3)     v(g_18_4)       v(g_11_1)       v(g_10_2)       i(v_s_14_2)     i(v_s_11_3)     i(v_s_16_3)     v(g_11_0)       i(v_s_11_0)     i(v_s_16_1)     i(v_s_15_4)     v(g_10_1)       i(v_s_12_3)     v(g_13_4)       v(g_19_2)       v(g_19_3)       i(v_s_10_4)     v(g_15_3)       v(g_12_0)       v(g_19_4)       v(g_17_1)       i(v_s_15_3)     v(g_17_4)       v(g_19_0)       v(g_11_3)       v(g_12_2)       v(g_14_4)       v(g_14_0)       v(g_13_3)       i(v_s_16_2)     v(g_15_2)       i(v_s_11_2)     i(v_s_17_2)     i(v_s_15_1)     i(v_s_15_0)     v(g_13_1)       v(g_18_0)       v(g_13_0)       i(v_s_18_2)     i(v_s_12_2)     i(v_s_14_1)     v(g_12_1)       v(g_16_4)       i(v_s_11_1)     i(v_s_10_2)     v(g_10_4)       v(g_16_0)       v(g_15_1)       v(g_11_4)       v(g_18_2)       v(g_12_4)       i(v_s_14_3)     v(g_14_2)       i(v_s_16_4)     i(v_s_19_3)     i(v_s_19_4)     i(v_s_13_4)     i(v_s_18_4)     i(v_s_10_3)     i(v_s_12_4)     i(v_s_12_1)     i(v_s_15_2)     i(v_s_16_0)     v(g_15_4)       i(v_s_10_1)     i(v_s_19_2)     i(v_s_13_0)     i(v_s_14_4)     v(g_17_0)       i(v_s_18_1)     v(g_16_3)       v(g_10_0)       i(v_s_18_0)     v(g_13_2)       i(v_s_17_0)     i(v_s_10_0)     v(g_18_3)       v(g_16_1)       i(v_s_14_0)     v(g_15_0)       v(g_17_3)       i(v_s_18_3)     i(v_s_19_0)     i(v_s_13_1)     v(g_10_3)       v(g_11_2)       i(v_s_11_4)     i(v_s_17_4)     i(v_s_17_1)     i(v_s_17_3)     v(g_16_2)       v(g_17_2)       v(g_18_1)       i(v_s_19_1)     v(g_14_1)       i(v_s_12_0)     v(g_14_3)       v(g_19_1)       v(g_12_3)      
 5.00000000e-01  1.85095603e-04  2.15872376e-04  5.00000000e-01  5.00000000e-01  5.00000000e-01  6.81443445e-06  2.46161212e-04  2.50360825e-05  5.00000000e-01  1.45264378e-04  2.04295328e-05  1.28515959e-04  5.00000000e-01  1.20444934e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  1.46042834e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  1.11568124e-04  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.28059805e-05  5.00000000e-01  2.11641326e-04  3.88981562e-04  7.30052269e-05  4.25212497e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.83382395e-06  1.09563087e-05  5.51071308e-06  5.00000000e-01  5.00000000e-01  1.78611514e-04  1.21608179e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  7.62393682e-06  5.00000000e-01  2.72765142e-05  1.17317758e-04  1.35234302e-04  2.48925688e-04  7.01355680e-06  1.33728727e-05  1.31241433e-05  9.77486514e-06  9.43278292e-05  1.76077612e-05  5.00000000e-01  1.08882930e-05  1.00619016e-04  1.24669069e-04  8.26066893e-06  5.00000000e-01  5.20449336e-06  5.00000000e-01  5.00000000e-01  4.45205170e-06  5.00000000e-01  2.66595788e-04  9.41227846e-06  5.00000000e-01  5.00000000e-01  3.29711807e-06  5.00000000e-01  5.00000000e-01  6.42264208e-06  6.79455827e-05  1.55470469e-04  5.00000000e-01  5.00000000e-01  2.83436995e-04  5.21146819e-04  3.28333801e-04  4.52541790e-04  5.00000000e-01  5.00000000e-01  5.00000000e-01  8.45077157e-05  5.00000000e-01  8.32553825e-06  5.00000000e-01  5.00000000e-01  5.00000000e-01 
 6.00000000e-01  1.94213891e-04  2.28877136e-04  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.16539813e-06  2.61122965e-04  2.54225523e-05  6.00000000e-01  1.33744400e-04  1.96766325e-05  1.35485716e-04  6.00000000e-01  1.21980644e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.49466828e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.15830692e-04  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  2.28139880e-05  6.00000000e-01  2.22789453e-04  4.09701287e-04  5.47805441e-05  3.42222130e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  5.82205759e-06  1.09076470e-05  3.74622561e-06  6.00000000e-01  6.00000000e-01  1.82761236e-04  1.21928083e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  7.45244818e-06  6.00000000e-01  2.78788316e-05  1.24230355e-04  1.43367176e-04  2.64089631e-04  7.16436648e-06  1.36000913e-05  1.33895147e-05  9.30241760e-06  9.18813322e-05  1.49049045e-05  6.00000000e-01  1.05423104e-05  1.05540160e-04  1.06913510e-04  8.25326081e-06  6.00000000e-01  4.98408702e-06  6.00000000e-01  6.00000000e-01  3.69112866e-06  6.00000000e-01  2.40663479e-04  8.15074039e-06  6.00000000e-01  6.00000000e-01  2.44837245e-06  6.00000000e-01  6.00000000e-01  6.51434804e-06  5.99610438e-05  1.56906677e-04  6.00000000e-01  6.00000000e-01  3.00837455e-04  5.53452474e-04  3.35017494e-04  4.80608259e-04  6.00000000e-01  6.00000000e-01  6.00000000e-01  8.56182637e-05  6.00000000e-01  6.68493524e-06  6.00000000e-01  6.00000000e-01  6.00000000e-01 
 7.00000000e-01  1.94003732e-04  2.36971331e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  4.32669854e-06  2.71201161e-04  2.53947780e-05  7.00000000e-01  8.98983028e-05  1.66904797e-05  1.40387156e-04  7.00000000e-01  1.21332138e-05  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.51664746e-05  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.14326312e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  2.19716893e-05  7.00000000e-01  2.24954045e-04  4.13104220e-04  4.36579667e-05  2.97156021e-05  7.00000000e-01  7.00000000e-01  7.00000000e-01  5.57786787e-06  1.03949526e-05  2.76832119e-06  7.00000000e-01  7.00000000e-01  1.66320050e-04  1.17956443e-05  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  6.89039938e-06  7.00000000e-01  2.82499825e-05  1.28593325e-04  1.49964538e-04  2.76269192e-04  7.25201751e-06  1.36117206e-05  1.35353823e-05  7.52531494e-06  7.07715681e-05  9.46428629e-06  7.00000000e-01  9.12969950e-06  1.05641639e-04  7.24543003e-05  8.10422772e-06  7.00000000e-01  4.14932189e-06  7.00000000e-01  7.00000000e-01  2.31749435e-06  7.00000000e-01  1.62437629e-04  5.17651704e-06  7.00000000e-01  7.00000000e-01  1.98423884e-06  7.00000000e-01  7.00000000e-01  6.49295896e-06  3.98835323e-05  1.34177319e-04  7.00000000e-01  7.00000000e-01  3.15257822e-04  5.79965084e-04  2.99897220e-04  4.99261784e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.50023487e-05  7.00000000e-01  4.26008059e-06  7.00000000e-01  7.00000000e-01  7.00000000e-01 
 8.00000000e-01  1.68562960e-04  2.35592199e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  3.15864351e-06  2.72198259e-04  2.45789469e-05  8.00000000e-01  6.81454744e-05  1.07004454e-05  1.40472170e-04  8.00000000e-01  1.16438854e-05  8.00000000e-01  8.00000000e-01  8.00000000e-01  1.51901772e-05  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  9.29304792e-05  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  1.89970575e-05  8.00000000e-01  2.05350760e-04  3.72053611e-04  3.74431474e-05  2.69363051e-05  8.00000000e-01  8.00000000e-01  8.00000000e-01  4.75000665e-06  8.65911154e-06  2.23086592e-06  8.00000000e-01  8.00000000e-01  1.11531339e-04  1.03675226e-05  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.15475275e-06  8.00000000e-01  2.82490118e-05  1.28129088e-04  1.54121905e-04  2.83768868e-04  7.23789161e-06  1.32207344e-05  1.34870883e-05  4.82200342e-06  5.54455867e-05  6.97137093e-06  8.00000000e-01  5.85827708e-06  9.35281262e-05  5.72757260e-05  7.66737235e-06  8.00000000e-01  2.62566079e-06  8.00000000e-01  8.00000000e-01  1.70948459e-06  8.00000000e-01  1.25878062e-04  3.73752161e-06  8.00000000e-01  8.00000000e-01  1.69021626e-06  8.00000000e-01  8.00000000e-01  6.25631703e-06  3.09188384e-05  9.02701201e-05  8.00000000e-01  8.00000000e-01  3.24966972e-04  5.97469010e-04  2.01712846e-04  5.00182943e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  4.96485596e-05  8.00000000e-01  3.19819695e-06  8.00000000e-01  8.00000000e-01  8.00000000e-01 
 9.00000000e-01  1.12830720e-04  2.11436848e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.52218158e-06  2.52827346e-04  2.19198890e-05  9.00000000e-01  5.67874612e-05  7.87382833e-06  1.25563051e-04  9.00000000e-01  1.01210607e-05  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.48658654e-05  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  7.05352270e-05  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.24024856e-05  9.00000000e-01  1.39662003e-04  2.51997915e-04  3.34514065e-05  2.50582281e-05  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.04956592e-06  5.58261833e-06  1.88959200e-06  9.00000000e-01  9.00000000e-01  8.35099481e-05  6.81420812e-06  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.67446756e-06  9.00000000e-01  2.75772513e-05  1.16452026e-04  1.53928629e-04  2.82887980e-04  7.04046630e-06  1.19227378e-05  1.30829310e-05  3.61200552e-06  4.66582139e-05  5.62968969e-06  9.00000000e-01  4.22449581e-06  6.21816799e-05  4.88309355e-05  6.43369514e-06  9.00000000e-01  1.93200123e-06  9.00000000e-01  9.00000000e-01  1.38068537e-06  9.00000000e-01  1.06159664e-04  2.98606572e-06  9.00000000e-01  9.00000000e-01  1.48630214e-06  9.00000000e-01  9.00000000e-01  5.51703143e-06  2.60720565e-05  7.03698275e-05  9.00000000e-01  9.00000000e-01  3.26382808e-04  5.99084782e-04  1.54354324e-04  4.60160669e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.79616649e-05  9.00000000e-01  2.60835083e-06  9.00000000e-01  9.00000000e-01  9.00000000e-01 
 1.00000000e+00  8.63631130e-05  1.44229201e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.12021748e-06  1.80315345e-04  1.49464095e-05  1.00000000e+00  4.98072256e-05  6.34245068e-06  9.13985069e-05  1.00000000e+00  6.70045003e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.38205289e-05  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.77897275e-05  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  9.03922724e-06  1.00000000e+00  1.02613553e-04  1.89418868e-04  3.06151209e-05  2.36768792e-05  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.21921773e-06  4.14106165e-06  1.65267352e-06  1.00000000e+00  1.00000000e+00  6.87656397e-05  4.85990781e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89029658e-06  1.00000000e+00  2.54728291e-05  7.99809299e-05  1.44527887e-04  2.63766279e-04  6.45294189e-06  8.27457083e-06  1.18956603e-05  2.93656920e-06  4.08885287e-05  4.79106436e-06  1.00000000e+00  3.36607552e-06  4.66408077e-05  4.34423773e-05  4.43680434e-06  1.00000000e+00  1.55523157e-06  1.00000000e+00  1.00000000e+00  1.17451876e-06  1.00000000e+00  9.38179768e-05  2.52424836e-06  1.00000000e+00  1.00000000e+00  1.33586126e-06  1.00000000e+00  1.00000000e+00  3.68490944e-06  2.30309142e-05  5.92171800e-05  1.00000000e+00  1.00000000e+00  3.10694532e-04  5.67120416e-04  1.28605802e-04  3.23054550e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  3.16017621e-05  1.00000000e+00  2.23272457e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00 
 1.10000000e+00  7.16610436e-05  1.07443184e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.84227656e-06  1.28377972e-04  1.06512528e-05  1.10000000e+00  4.50800647e-05  5.38166229e-06  7.23975194e-05  1.10000000e+00  4.86545468e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.08283091e-05  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  4.96229505e-05  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  7.23134204e-06  1.10000000e+00  8.33145948e-05  1.55683741e-04  2.84606132e-05  2.25825949e-05  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.77275117e-06  3.34291040e-06  1.47785783e-06  1.10000000e+00  1.10000000e+00  5.96666489e-05  3.84332818e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  2.40308660e-06  1.10000000e+00  1.92913322e-05  5.82198110e-05  1.09491514e-04  1.94735240e-04  4.77875490e-06  5.75012293e-06  8.57073755e-06  2.50522859e-06  3.67894296e-05  4.21701106e-06  1.10000000e+00  2.83673670e-06  3.82697148e-05  3.96986319e-05  3.40096811e-06  1.10000000e+00  1.31840891e-06  1.10000000e+00  1.10000000e+00  1.03304359e-06  1.10000000e+00  8.53613516e-05  2.21155079e-06  1.10000000e+00  1.10000000e+00  1.21974798e-06  1.10000000e+00  1.10000000e+00  2.61715180e-06  2.09413173e-05  5.20769236e-05  1.10000000e+00  1.10000000e+00  2.48873951e-04  4.39746021e-04  1.12422460e-04  2.36097616e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  2.75982951e-05  1.10000000e+00  1.97233411e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00 
 1.20000000e+00  6.22975165e-05  8.75569391e-05  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.63786107e-06  1.02211914e-04  8.40724015e-06  1.20000000e+00  4.16645878e-05  4.72240588e-06  6.07445595e-05  1.20000000e+00  3.87647207e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  7.13846762e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  4.39406362e-05  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  6.10215818e-06  1.20000000e+00  7.14706905e-05  1.34580506e-04  2.67514248e-05  2.16725270e-05  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.49375647e-06  2.83566602e-06  1.34299077e-06  1.20000000e+00  1.20000000e+00  5.34890153e-05  3.21995336e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.06988484e-06  1.20000000e+00  1.31212426e-05  4.68595408e-05  7.55473174e-05  1.38451482e-04  3.22967097e-06  4.48019705e-06  5.96246176e-06  2.20568683e-06  3.37130009e-05  3.79921636e-06  1.20000000e+00  2.47755611e-06  3.30315755e-05  3.69415349e-05  2.77930861e-06  1.20000000e+00  1.15565192e-06  1.20000000e+00  1.20000000e+00  9.29852862e-07  1.20000000e+00  7.92011629e-05  1.98569653e-06  1.20000000e+00  1.20000000e+00  1.12698251e-06  1.20000000e+00  1.20000000e+00  2.06072013e-06  1.94144689e-05  4.71078564e-05  1.20000000e+00  1.20000000e+00  1.67461564e-04  3.05606009e-04  1.01305173e-04  1.90542272e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.48428675e-05  1.20000000e+00  1.78103824e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00 
 1.30000000e+00  5.58046563e-05  7.50896163e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.48061273e-06  8.64431462e-05  7.02789815e-06  1.30000000e+00  3.90796202e-05  4.24180688e-06  5.28528251e-05  1.30000000e+00  3.25766589e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.40829761e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  3.97398356e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.32963297e-06  1.30000000e+00  6.34579997e-05  1.20127480e-04  2.53506672e-05  2.08925418e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30275707e-06  2.48456127e-06  1.23533663e-06  1.30000000e+00  1.30000000e+00  4.90181405e-05  2.79848319e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.82680666e-06  1.30000000e+00  1.01008728e-05  3.98755698e-05  5.90126473e-05  1.09787238e-04  2.47665030e-06  3.71554104e-06  4.63870281e-06  1.98537080e-06  3.13042210e-05  3.48138882e-06  1.30000000e+00  2.21775204e-06  2.94409547e-05  3.48226729e-05  2.36353370e-06  1.30000000e+00  1.03682235e-06  1.30000000e+00  1.30000000e+00  8.51190292e-07  1.30000000e+00  7.45107179e-05  1.81484828e-06  1.30000000e+00  1.30000000e+00  1.05081703e-06  1.30000000e+00  1.30000000e+00  1.71907434e-06  1.82479642e-05  4.34454452e-05  1.30000000e+00  1.30000000e+00  1.29206342e-04  2.39726862e-04  9.31930833e-05  1.62498002e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.28278770e-05  1.30000000e+00  1.63442809e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00 
 1.40000000e+00  5.10323260e-05  6.65342227e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.35542845e-06  7.58975287e-05  6.09390932e-06  1.40000000e+00  3.70536053e-05  3.87576714e-06  4.71287466e-05  1.40000000e+00  2.83370283e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  4.40694918e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  3.64895882e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  4.76764209e-06  1.40000000e+00  5.76736582e-05  1.09604196e-04  2.41719580e-05  2.02091610e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.16369681e-06  2.22693737e-06  1.14705401e-06  1.40000000e+00  1.40000000e+00  4.56306308e-05  2.49439415e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.64101035e-06  1.40000000e+00  8.30836057e-06  3.51430577e-05  4.92200355e-05  9.24049723e-05  2.03126150e-06  3.20448734e-06  3.83762699e-06  1.81638663e-06  2.93537182e-05  3.23137525e-06  1.40000000e+00  2.02101937e-06  2.68232214e-05  3.31403241e-05  2.06497013e-06  1.40000000e+00  9.46180311e-07  1.40000000e+00  1.40000000e+00  7.89184978e-07  1.40000000e+00  7.08173943e-05  1.68103574e-06  1.40000000e+00  1.40000000e+00  9.86876077e-07  1.40000000e+00  1.40000000e+00  1.48782956e-06  1.73260407e-05  4.06301893e-05  1.40000000e+00  1.40000000e+00  1.07043496e-04  2.00561553e-04  8.70092528e-05  1.43488651e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.12880596e-05  1.40000000e+00  1.51838035e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00 
 1.50000000e+00  4.73722786e-05  6.02930640e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.25303236e-06  6.83454500e-05  5.41935372e-06  1.50000000e+00  3.54216765e-05  3.58757479e-06  4.27649798e-05  1.50000000e+00  2.52487936e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.75384810e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.38845472e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  4.34029212e-06  1.50000000e+00  5.32993705e-05  1.01595681e-04  2.31580892e-05  1.95996049e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.05785094e-06  2.02970629e-06  1.07305093e-06  1.50000000e+00  1.50000000e+00  4.29736408e-05  2.26456370e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.49388420e-06  1.50000000e+00  7.12112680e-06  3.17210523e-05  4.27388829e-05  8.07296602e-05  1.73680278e-06  2.83870541e-06  3.30040503e-06  1.68255941e-06  2.77307821e-05  3.02947526e-06  1.50000000e+00  1.86681712e-06  2.48277895e-05  3.17696145e-05  1.83947514e-06  1.50000000e+00  8.74703259e-07  1.50000000e+00  1.50000000e+00  7.39008119e-07  1.50000000e+00  6.78314443e-05  1.57334722e-06  1.50000000e+00  1.50000000e+00  9.32198307e-07  1.50000000e+00  1.50000000e+00  1.32081151e-06  1.65777002e-05  3.83953396e-05  1.50000000e+00  1.50000000e+00  9.25783298e-05  1.74591465e-04  8.21361900e-05  1.29748008e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  2.00713035e-05  1.50000000e+00  1.42415593e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00 
 1.60000000e+00  4.44726784e-05  5.55341305e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.16741272e-06  6.26681370e-05  4.90915594e-06  1.60000000e+00  3.40779549e-05  3.35468970e-06  3.93101667e-05  1.60000000e+00  2.28974748e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  3.29410638e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  3.17371621e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  4.00425336e-06  1.60000000e+00  4.98737312e-05  9.52933139e-05  2.22697845e-05  1.90476748e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  9.74529790e-07  1.87374755e-06  1.00987695e-06  1.60000000e+00  1.60000000e+00  4.08324847e-05  2.08468713e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.37409272e-06  1.60000000e+00  6.27663834e-06  2.91287854e-05  3.81284938e-05  7.23398438e-05  1.52755240e-06  2.56387415e-06  2.91488964e-06  1.57386388e-06  2.63498648e-05  2.86294496e-06  1.60000000e+00  1.74265013e-06  2.32544257e-05  3.06291130e-05  1.66260139e-06  1.60000000e+00  8.16848066e-07  1.60000000e+00  1.60000000e+00  6.97532828e-07  1.60000000e+00  6.53653675e-05  1.48477386e-06  1.60000000e+00  1.60000000e+00  8.84707942e-07  1.60000000e+00  1.60000000e+00  1.19444465e-06  1.59569812e-05  3.65754436e-05  1.60000000e+00  1.60000000e+00  8.23899669e-05  1.56102484e-04  7.81944957e-05  1.19347522e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.90841369e-05  1.60000000e+00  1.34605753e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00 
