vgs,cgd_20_2,cgd_20_1,cgd_20_0
-2,6.02242E-06,9.65954E-05,6.46452E-05
-1.95,6.08721E-06,9.68724E-05,8.72326E-05
-1.9,6.15447E-06,9.7138E-05,8.89566E-05
-1.85,6.22435E-06,9.73936E-05,9.02351E-05
-1.8,6.29703E-06,9.76406E-05,9.12882E-05
-1.75,6.3727E-06,9.78804E-05,9.21824E-05
-1.7,6.45156E-06,9.81141E-05,9.29587E-05
-1.65,6.53386E-06,9.83427E-05,9.36448E-05
-1.6,6.61987E-06,9.85673E-05,9.42603E-05
-1.55,6.72551E-06,9.87886E-05,9.48196E-05
-1.5,1.30984E-05,9.90077E-05,9.53335E-05
-1.45,8.49475E-05,9.92254E-05,9.58106E-05
-1.4,8.894E-05,9.94425E-05,9.62575E-05
-1.35,9.04471E-05,9.96599E-05,9.66798E-05
-1.3,9.1667E-05,9.98784E-05,9.70821E-05
-1.25,9.26967E-05,0.000100099,9.74682E-05
-1.2,9.35905E-05,0.000100322,9.78416E-05
-1.15,9.43835E-05,0.00010055,9.82054E-05
-1.1,9.51004E-05,0.000100782,9.85622E-05
-1.05,9.57589E-05,0.000101021,9.89147E-05
-1,9.63725E-05,0.000101267,9.92655E-05
-0.95,9.6952E-05,0.000101522,9.96169E-05
-0.9,9.75062E-05,0.000101788,9.99716E-05
-0.85,9.80427E-05,0.000102066,0.000100332
-0.8,9.8568E-05,0.000102358,0.000100701
-0.75,9.90884E-05,0.000102668,0.000101083
-0.7,9.96098E-05,0.000102998,0.000101479
-0.65,0.000100138,0.000103352,0.000101895
-0.6,0.00010068,0.000103734,0.000102335
-0.55,0.000101242,0.000104149,0.000102804
-0.5,0.000101832,0.000104602,0.000103309
-0.45,0.000102457,0.000105103,0.000103858
-0.4,0.000103128,0.000105657,0.000104457
-0.35,0.000103854,0.000106275,0.000105118
-0.3,0.000104645,0.000106966,0.000105849
-0.25,0.000105509,0.000107735,0.000106657
-0.2,0.000106446,0.000108585,0.000107543
-0.15,0.000107445,0.000109501,0.000108493
-0.1,0.000108472,0.000110451,0.000109476
-0.05,0.000109351,0.000111254,0.000110311
1.20737E-15,0.000110138,0.000111971,0.000111058
0.05,0.000110784,0.00011255,0.000111666
0.1,0.000111273,0.000112976,0.00011212
0.15,0.000111617,0.000113261,0.000112431
0.2,0.000111847,0.000113435,0.00011263
0.25,0.000111993,0.000113528,0.000112746
0.3,0.00011208,0.000113564,0.000112806
0.35,0.000112126,0.000113563,0.000112826
0.4,0.000112144,0.000113535,0.000112819
0.45,0.000112142,0.00011349,0.000112794
0.5,0.000112126,0.000113433,0.000112756
0.55,0.000112099,0.000113367,0.000112708
0.6,0.000112064,0.000113295,0.000112654
0.65,0.000112023,0.000113218,0.000112594
0.7,0.000111977,0.000113138,0.00011253
0.75,0.000111927,0.000113056,0.000112463
0.8,0.000111873,0.000112971,0.000112393
0.85,0.000111817,0.000112885,0.000112321
0.9,0.000111758,0.000112798,0.000112248
0.95,0.000111697,0.00011271,0.000112173
1,0.000111634,0.000112621,0.000112096
1.05,0.00011157,0.000112531,0.000112019
1.1,0.000111504,0.000112441,0.000111941
1.15,0.000111437,0.000112351,0.000111862
1.2,0.000111369,0.00011226,0.000111782
1.25,0.000111299,0.00011217,0.000111702
1.3,0.000111229,0.000112078,0.000111621
1.35,0.000111157,0.000111987,0.00011154
1.4,0.000111085,0.000111896,0.000111458
1.45,0.000111012,0.000111804,0.000111376
1.5,0.000110939,0.000111713,0.000111294
1.55,0.000110865,0.000111621,0.000111211
1.6,0.00011079,0.00011153,0.000111128
1.65,0.000110714,0.000111439,0.000111044
1.7,0.000110639,0.000111347,0.000110961
1.75,0.000110562,0.000111256,0.000110877
1.8,0.000110486,0.000111165,0.000110794
1.85,0.000110409,0.000111074,0.00011071
1.9,0.000110331,0.000110983,0.000110626
1.95,0.000110253,0.000110892,0.000110541
2,0.000110175,0.000110801,0.000110457
