vgs,cgs_21_2,cgs_21_0
-2,1.38028E-06,1.38028E-06
-1.95,1.3818E-06,1.3818E-06
-1.9,1.38333E-06,1.38333E-06
-1.85,1.38489E-06,1.38489E-06
-1.8,1.38645E-06,1.38645E-06
-1.75,1.38804E-06,1.38804E-06
-1.7,1.38965E-06,1.38965E-06
-1.65,1.39127E-06,1.39127E-06
-1.6,1.39291E-06,1.39291E-06
-1.55,1.39457E-06,1.39457E-06
-1.5,1.39625E-06,1.39625E-06
-1.45,1.39795E-06,1.39795E-06
-1.4,1.39967E-06,1.39967E-06
-1.35,1.40141E-06,1.40141E-06
-1.3,1.40317E-06,1.40317E-06
-1.25,1.40495E-06,1.40497E-06
-1.2,1.40676E-06,1.40687E-06
-1.15,1.40858E-06,1.40975E-06
-1.1,1.41043E-06,1.42219E-06
-1.05,1.41231E-06,1.53066E-06
-1,1.4142E-06,2.56938E-06
-0.95,1.41612E-06,1.15372E-05
-0.9,1.41806E-06,5.41528E-05
-0.85,1.42003E-06,9.3318E-05
-0.8,1.42202E-06,0.000102004
-0.75,1.42405E-06,0.000104179
-0.7,1.42618E-06,0.000105422
-0.65,1.42915E-06,0.000106414
-0.6,1.4405E-06,0.000107263
-0.55,1.53682E-06,0.000108005
-0.5,2.46886E-06,0.000108662
-0.45,1.06724E-05,0.000109249
-0.4,5.19125E-05,0.000109778
-0.35,9.26739E-05,0.000110257
-0.3,0.000101903,0.000110694
-0.25,0.000104144,0.000111095
-0.2,0.000104853,0.000110888
-0.15,0.000105159,0.000110509
-0.1,0.00010532,0.000110115
-0.05,0.000105377,0.000109708
1.20737E-15,0.000105353,0.000109292
0.05,0.000105265,0.000108867
0.1,0.000105127,0.000108437
0.15,0.000104947,0.000108003
0.2,0.000104735,0.000107567
0.25,0.000104495,0.000107128
0.3,0.000104232,0.000106689
0.35,0.000103952,0.00010625
0.4,0.000103657,0.000105812
0.45,0.000103349,0.000105376
0.5,0.000103032,0.000104942
0.55,0.000102707,0.00010451
0.6,0.000102375,0.000104081
0.65,0.000102038,0.000103655
0.7,0.000101698,0.000103233
0.75,0.000101355,0.000102815
0.8,0.000101011,0.0001024
0.85,0.000100665,0.00010199
0.9,0.000100319,0.000101584
0.95,9.99734E-05,0.000101183
1,9.96286E-05,0.000100786
1.05,9.9285E-05,0.000100394
1.1,9.89431E-05,0.000100007
1.15,9.86032E-05,9.96244E-05
1.2,9.82657E-05,9.9247E-05
1.25,9.79308E-05,9.88747E-05
1.3,9.75989E-05,9.85076E-05
1.35,9.72701E-05,9.81457E-05
1.4,9.69447E-05,9.7789E-05
1.45,9.66229E-05,9.74377E-05
1.5,9.63049E-05,9.70917E-05
1.55,9.59908E-05,9.67512E-05
1.6,9.56808E-05,9.64162E-05
1.65,9.53751E-05,9.60867E-05
1.7,9.50738E-05,9.57629E-05
1.75,9.47771E-05,9.54448E-05
1.8,9.44851E-05,9.51324E-05
1.85,9.4198E-05,9.48259E-05
1.9,9.39158E-05,9.45253E-05
1.95,9.36389E-05,9.42307E-05
2,9.33672E-05,9.39422E-05
