vgs,cgb_22_2,cgb_22_0,cgb_22_1
-2,4.79157E-05,6.92044E-05,0.000112088
-1.95,4.72958E-05,6.74531E-05,0.000107496
-1.9,4.66992E-05,6.58165E-05,0.000103943
-1.85,4.61245E-05,6.42844E-05,0.000100355
-1.8,4.55704E-05,6.28473E-05,9.67748E-05
-1.75,4.50357E-05,6.14969E-05,9.31228E-05
-1.7,4.45194E-05,6.02254E-05,8.81868E-05
-1.65,4.40203E-05,5.90262E-05,7.32493E-05
-1.6,4.35376E-05,5.7893E-05,3.42307E-05
-1.55,4.30705E-05,5.68204E-05,1.15337E-05
-1.5,4.2618E-05,5.58035E-05,7.05262E-06
-1.45,4.21795E-05,5.48378E-05,5.85311E-06
-1.4,4.17543E-05,5.39194E-05,5.14036E-06
-1.35,4.13416E-05,5.30447E-05,4.5675E-06
-1.3,4.0941E-05,5.22104E-05,4.08138E-06
-1.25,4.05517E-05,5.14136E-05,3.66413E-06
-1.2,4.01734E-05,5.06517E-05,3.30396E-06
-1.15,3.98055E-05,4.99218E-05,2.99155E-06
-1.1,3.94475E-05,4.92178E-05,2.71928E-06
-1.05,3.9099E-05,4.84992E-05,2.48091E-06
-1,3.87596E-05,4.73831E-05,2.27129E-06
-0.95,3.84289E-05,4.25362E-05,2.08619E-06
-0.9,3.81066E-05,2.22656E-05,1.92206E-06
-0.85,3.77922E-05,4.75819E-06,1.77597E-06
-0.8,3.74855E-05,1.53789E-06,1.64545E-06
-0.75,3.71862E-05,1.14423E-06,1.52844E-06
-0.7,3.68939E-05,1.05931E-06,1.42319E-06
-0.65,3.66081E-05,1.00827E-06,1.3282E-06
-0.6,3.6326E-05,9.6339E-07,1.24223E-06
-0.55,3.60214E-05,9.21681E-07,1.16419E-06
-0.5,3.54336E-05,8.82638E-07,1.09316E-06
-0.45,3.22173E-05,8.46017E-07,1.02834E-06
-0.4,1.73138E-05,8.11622E-07,9.69041E-07
-0.35,3.36377E-06,7.79278E-07,9.14663E-07
-0.3,7.42746E-07,7.48827E-07,8.64686E-07
-0.25,4.52595E-07,7.20124E-07,8.18655E-07
-0.2,4.1155E-07,6.89495E-07,7.72223E-07
-0.15,3.95433E-07,6.5996E-07,7.28714E-07
-0.1,3.82418E-07,6.32332E-07,6.88816E-07
-0.05,3.70281E-07,6.06449E-07,6.52142E-07
1.20737E-15,3.58765E-07,5.82169E-07,6.18357E-07
0.05,3.4781E-07,5.5936E-07,5.87166E-07
0.1,3.37378E-07,5.37907E-07,5.58313E-07
0.15,3.27435E-07,5.17704E-07,5.31571E-07
0.2,3.17951E-07,4.98656E-07,5.0674E-07
0.25,3.08898E-07,4.80676E-07,4.83643E-07
0.3,3.0025E-07,4.63686E-07,4.62123E-07
0.35,2.91984E-07,4.47614E-07,4.4204E-07
0.4,2.84076E-07,4.32396E-07,4.23269E-07
0.45,2.76507E-07,4.17972E-07,4.057E-07
0.5,2.69257E-07,4.04287E-07,3.89232E-07
0.55,2.62308E-07,3.91292E-07,3.73775E-07
0.6,2.55644E-07,3.78941E-07,3.59248E-07
0.65,2.49249E-07,3.67192E-07,3.45579E-07
0.7,2.4311E-07,3.56007E-07,3.32701E-07
0.75,2.37211E-07,3.4535E-07,3.20555E-07
0.8,2.31542E-07,3.35188E-07,3.09086E-07
0.85,2.2609E-07,3.25491E-07,2.98246E-07
0.9,2.20844E-07,3.16232E-07,2.87988E-07
0.95,2.15795E-07,3.07384E-07,2.78273E-07
1,2.10931E-07,2.98923E-07,2.69063E-07
1.05,2.06245E-07,2.90827E-07,2.60323E-07
1.1,2.01727E-07,2.83075E-07,2.52022E-07
1.15,1.97371E-07,2.75649E-07,2.44132E-07
1.2,1.93167E-07,2.6853E-07,2.36625E-07
1.25,1.8911E-07,2.61702E-07,2.29478E-07
1.3,1.85192E-07,2.55149E-07,2.22668E-07
1.35,1.81408E-07,2.48857E-07,2.16174E-07
1.4,1.77751E-07,2.42811E-07,2.09977E-07
1.45,1.74215E-07,2.37E-07,2.04059E-07
1.5,1.70797E-07,2.31412E-07,1.98405E-07
1.55,1.6749E-07,2.26035E-07,1.92998E-07
1.6,1.64289E-07,2.2086E-07,1.87825E-07
1.65,1.61192E-07,2.15876E-07,1.82872E-07
1.7,1.58192E-07,2.11074E-07,1.78128E-07
1.75,1.55287E-07,2.06446E-07,1.73581E-07
1.8,1.52472E-07,2.01983E-07,1.6922E-07
1.85,1.49745E-07,1.97679E-07,1.65036E-07
1.9,1.47101E-07,1.93525E-07,1.61019E-07
1.95,1.44537E-07,1.89516E-07,1.57161E-07
2,1.42051E-07,1.85645E-07,1.53453E-07
