 v-sweep         v(g_15_3)       i(v_s_13_0)     v(g_14_4)       i(v_s_10_0)     v(g_17_4)       i(v_s_17_4)     i(v_s_11_4)     i(v_s_18_2)     i(v_s_10_2)     v(g_16_1)       i(v_s_14_3)     i(v_s_11_2)     v(g_13_2)       i(v_s_17_3)     i(v_s_15_1)     v(g_14_2)       v(g_12_0)       v(g_13_4)       v(g_13_0)       i(v_s_13_2)     i(v_s_16_2)     v(g_18_1)       i(v_s_13_1)     i(v_s_14_1)     v(g_15_0)       i(v_s_11_3)     i(v_s_12_4)     v(g_14_3)       v(g_17_3)       i(v_s_19_3)     v(g_19_0)       v(g_13_3)       v(g_17_1)       v(g_12_2)       i(v_s_17_1)     i(v_s_14_4)     i(v_s_13_3)     v(g_10_3)       i(v_s_14_0)     i(v_s_12_1)     v(g_11_0)       i(v_s_10_1)     v(g_13_1)       i(v_s_19_2)     i(v_s_12_0)     v(g_12_1)       v(g_14_0)       i(v_s_15_2)     v(g_16_2)       v(g_10_1)       v(g_17_0)       i(v_s_14_2)     i(v_s_11_0)     v(g_12_4)       v(g_10_2)       i(v_s_15_3)     v(g_18_2)       v(g_15_4)       v(g_16_0)       v(g_19_4)       i(v_s_18_3)     v(g_19_3)       v(g_15_2)       i(v_s_12_3)     i(v_s_19_0)     v(g_18_0)       i(v_s_17_2)     i(v_s_16_3)     v(g_18_4)       i(v_s_16_1)     v(g_19_2)       v(g_11_2)       i(v_s_13_4)     i(v_s_15_4)     i(v_s_19_1)     v(g_11_1)       v(g_18_3)       v(g_16_3)       v(g_16_4)       i(v_s_19_4)     v(g_11_4)       i(v_s_16_0)     v(g_19_1)       i(v_s_18_0)     v(g_14_1)       v(g_11_3)       i(v_s_18_1)     i(v_s_15_0)     v(g_15_1)       v(g_10_4)       v(g_12_3)       v(g_10_0)       i(v_s_12_2)     i(v_s_10_4)     i(v_s_10_3)     i(v_s_11_1)     i(v_s_18_4)     i(v_s_17_0)     v(g_17_2)       i(v_s_16_4)    
 5.00000000e-01  5.00000000e-01  9.28420190e-05  5.00000000e-01  8.22389790e-06  5.00000000e-01  5.90638457e-04  3.13810433e-04  4.73515317e-06  9.93389157e-06  5.00000000e-01  7.47061367e-06  1.52432485e-04  5.00000000e-01  3.94642386e-04  9.09682105e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  1.39140510e-04  1.96698336e-05  5.00000000e-01  1.10486839e-04  5.06611361e-06  5.00000000e-01  2.08257028e-04  1.47888210e-05  5.00000000e-01  5.00000000e-01  9.91411092e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.30310404e-04  1.01174143e-05  1.88029188e-04  5.00000000e-01  4.42077225e-06  8.35646917e-06  5.00000000e-01  8.80369360e-06  5.00000000e-01  7.28406099e-05  7.83562628e-06  5.00000000e-01  5.00000000e-01  1.07863294e-04  5.00000000e-01  5.00000000e-01  5.00000000e-01  6.00092716e-06  9.97522484e-05  5.00000000e-01  5.00000000e-01  1.33702301e-04  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.68996797e-06  5.00000000e-01  5.00000000e-01  1.12272357e-05  4.79589182e-05  5.00000000e-01  2.90976331e-04  2.35820331e-05  5.00000000e-01  1.74871814e-05  5.00000000e-01  5.00000000e-01  2.80362763e-04  1.77784707e-04  5.74169424e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  1.48813993e-04  5.00000000e-01  1.63796056e-05  5.00000000e-01  3.93129181e-06  5.00000000e-01  5.00000000e-01  4.20372599e-06  7.90875947e-05  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  9.38388077e-06  1.59171707e-05  1.19631221e-05  1.19757176e-04  7.55123581e-06  1.93002049e-04  5.00000000e-01  3.11343447e-05 
 6.00000000e-01  6.00000000e-01  1.20081087e-04  6.00000000e-01  9.72389398e-06  6.00000000e-01  6.44404311e-04  3.41661295e-04  5.22065324e-06  1.09725935e-05  6.00000000e-01  7.55237782e-06  1.82913937e-04  6.00000000e-01  4.53423743e-04  9.82852545e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.66301997e-04  2.17117603e-05  6.00000000e-01  1.37060388e-04  5.29903072e-06  6.00000000e-01  2.38926789e-04  1.52434195e-05  6.00000000e-01  6.00000000e-01  1.13496940e-04  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  2.86421890e-04  9.91439080e-06  2.15584214e-04  6.00000000e-01  4.67762767e-06  9.50106381e-06  6.00000000e-01  1.00352986e-05  6.00000000e-01  8.71979715e-05  9.23921829e-06  6.00000000e-01  6.00000000e-01  1.14855607e-04  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.18723790e-06  1.29737576e-04  6.00000000e-01  6.00000000e-01  1.39722374e-04  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.08349463e-06  6.00000000e-01  6.00000000e-01  1.19972648e-05  6.21828221e-05  6.00000000e-01  3.48566454e-04  2.52412635e-05  6.00000000e-01  1.99215894e-05  6.00000000e-01  6.00000000e-01  3.05325416e-04  1.80886431e-04  7.14226832e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.61716463e-04  6.00000000e-01  1.93595946e-05  6.00000000e-01  4.63686285e-06  6.00000000e-01  6.00000000e-01  4.78196994e-06  8.64938435e-05  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.03398242e-05  1.64366227e-05  1.28127182e-05  1.49356728e-04  7.78435170e-06  2.50382985e-04  6.00000000e-01  3.21441990e-05 
 7.00000000e-01  7.00000000e-01  1.53913015e-04  7.00000000e-01  1.14759798e-05  7.00000000e-01  6.94849812e-04  3.67825130e-04  5.72705778e-06  1.20585468e-05  7.00000000e-01  7.60686567e-06  2.15976775e-04  7.00000000e-01  5.12631610e-04  1.05380844e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.95969019e-04  2.38411471e-05  7.00000000e-01  1.68122733e-04  5.52627463e-06  7.00000000e-01  2.69699961e-04  1.56649734e-05  7.00000000e-01  7.00000000e-01  1.27855161e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.52200628e-04  9.68965655e-06  2.43252342e-04  7.00000000e-01  4.93804112e-06  1.07536884e-05  7.00000000e-01  1.13893814e-05  7.00000000e-01  1.02717184e-04  1.08708355e-05  7.00000000e-01  7.00000000e-01  1.21323142e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  6.35703460e-06  1.67281128e-04  7.00000000e-01  7.00000000e-01  1.44825411e-04  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  6.47378292e-06  7.00000000e-01  7.00000000e-01  1.27594401e-05  7.99342449e-05  7.00000000e-01  4.11674373e-04  2.68884940e-05  7.00000000e-01  2.25908582e-05  7.00000000e-01  7.00000000e-01  3.28647721e-04  1.82668181e-04  8.78093475e-05  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.73783571e-04  7.00000000e-01  2.28311310e-05  7.00000000e-01  5.45905652e-06  7.00000000e-01  7.00000000e-01  5.41637883e-06  9.39146347e-05  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.13345651e-05  1.69220321e-05  1.36579821e-05  1.84100984e-04  8.00070442e-06  3.21870644e-04  7.00000000e-01  3.30868934e-05 
 8.00000000e-01  8.00000000e-01  1.95993520e-04  8.00000000e-01  1.35498723e-05  8.00000000e-01  7.42222564e-04  3.92429408e-04  6.25589891e-06  1.31951584e-05  8.00000000e-01  7.63458533e-06  2.51023513e-04  8.00000000e-01  5.71687568e-04  1.12239239e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  2.27515906e-04  2.60639395e-05  8.00000000e-01  2.03930095e-04  5.74779421e-06  8.00000000e-01  3.00428956e-04  1.60564529e-05  8.00000000e-01  8.00000000e-01  1.42148130e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  4.28267160e-04  9.44517325e-06  2.70767543e-04  8.00000000e-01  5.20297544e-06  1.21310369e-05  8.00000000e-01  1.28853857e-05  8.00000000e-01  1.19119081e-04  1.27921291e-05  8.00000000e-01  8.00000000e-01  1.27246014e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  6.50992615e-06  2.14296169e-04  8.00000000e-01  8.00000000e-01  1.49016656e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  6.86085955e-06  8.00000000e-01  8.00000000e-01  1.35138539e-05  1.02085356e-04  8.00000000e-01  4.78982866e-04  2.85237954e-05  8.00000000e-01  2.55311136e-05  8.00000000e-01  8.00000000e-01  3.50453943e-04  1.83180794e-04  1.06592791e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  1.85079483e-04  8.00000000e-01  2.69274101e-05  8.00000000e-01  6.42998644e-06  8.00000000e-01  8.00000000e-01  6.11588111e-06  1.01353648e-04  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  1.23708098e-05  1.73763685e-05  1.44989179e-05  2.24068469e-04  8.20177535e-06  4.11069631e-04  8.00000000e-01  3.39683939e-05 
 9.00000000e-01  9.00000000e-01  2.48353154e-04  9.00000000e-01  1.60437427e-05  9.00000000e-01  7.86771020e-04  4.15596295e-04  6.80887331e-06  1.43862000e-05  9.00000000e-01  7.63596548e-06  2.87904843e-04  9.00000000e-01  6.30446940e-04  1.18851134e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.60617061e-04  2.83866927e-05  9.00000000e-01  2.44455240e-04  5.96350604e-06  9.00000000e-01  3.31071841e-04  1.64204902e-05  9.00000000e-01  9.00000000e-01  1.56357079e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  5.14619869e-04  9.18262457e-06  2.98064528e-04  9.00000000e-01  5.47356833e-06  1.36534767e-05  9.00000000e-01  1.45471613e-05  9.00000000e-01  1.36334438e-04  1.50892864e-05  9.00000000e-01  9.00000000e-01  1.32613134e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  6.64544181e-06  2.72968677e-04  9.00000000e-01  9.00000000e-01  1.52320262e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  7.24475675e-06  9.00000000e-01  9.00000000e-01  1.42606091e-05  1.29619278e-04  9.00000000e-01  5.49787193e-04  3.01472653e-05  9.00000000e-01  2.87864123e-05  9.00000000e-01  9.00000000e-01  3.70867988e-04  1.82543760e-04  1.27729884e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.95665418e-04  9.00000000e-01  3.18348047e-05  9.00000000e-01  7.59480249e-06  9.00000000e-01  9.00000000e-01  6.89142694e-06  1.08823541e-04  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.34515451e-05  1.78022715e-05  1.53355441e-05  2.69182368e-04  8.38888034e-06  5.22440142e-04  9.00000000e-01  3.47939916e-05 
 1.00000000e+00  1.00000000e+00  3.13487446e-04  1.00000000e+00  1.91003423e-05  1.00000000e+00  8.28722884e-04  4.37437921e-04  7.38786183e-06  1.56358513e-05  1.00000000e+00  7.61135866e-06  3.26675108e-04  1.00000000e+00  6.88868254e-04  1.25207866e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.95238565e-04  3.08166378e-05  1.00000000e+00  2.89841170e-04  6.17328895e-06  1.00000000e+00  3.61611942e-04  1.67594257e-05  1.00000000e+00  1.00000000e+00  1.70474980e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.11570337e-04  8.90346086e-06  3.25125828e-04  1.00000000e+00  5.75117901e-06  1.53461037e-05  1.00000000e+00  1.64042712e-05  1.00000000e+00  1.54386870e-04  1.78865468e-05  1.00000000e+00  1.00000000e+00  1.37414066e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.76302288e-06  3.46048037e-04  1.00000000e+00  1.00000000e+00  1.54762768e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.62551108e-06  1.00000000e+00  1.00000000e+00  1.49998158e-05  1.63783127e-04  1.00000000e+00  6.24014693e-04  3.17590227e-05  1.00000000e+00  3.24110132e-05  1.00000000e+00  1.00000000e+00  3.90003249e-04  1.80885948e-04  1.51406924e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.05597461e-04  1.00000000e+00  3.78222627e-05  1.00000000e+00  9.01903386e-06  1.00000000e+00  1.00000000e+00  7.75658752e-06  1.16341716e-04  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.45800680e-05  1.82020953e-05  1.61678902e-05  3.19844936e-04  8.56319189e-06  6.61479081e-04  1.00000000e+00  3.55683943e-05 
 1.10000000e+00  1.10000000e+00  3.95103343e-04  1.10000000e+00  2.29355109e-05  1.10000000e+00  8.68283726e-04  4.58056156e-04  7.99495283e-06  1.69487515e-05  1.10000000e+00  7.56104396e-06  3.67451860e-04  1.10000000e+00  7.46935438e-04  1.31299250e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  3.31450313e-04  3.33617611e-05  1.10000000e+00  3.40688167e-04  6.37697720e-06  1.10000000e+00  3.92040475e-04  1.70753467e-05  1.10000000e+00  1.10000000e+00  1.84498486e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  7.20410588e-04  8.60893534e-06  3.51945795e-04  1.10000000e+00  6.03745059e-06  1.72401871e-05  1.10000000e+00  1.84937992e-05  1.10000000e+00  1.73328745e-04  2.13697745e-05  1.10000000e+00  1.10000000e+00  1.41636227e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  6.86201294e-06  4.38136873e-04  1.10000000e+00  1.10000000e+00  1.56367580e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  8.00316245e-06  1.10000000e+00  1.10000000e+00  1.57315901e-05  2.06686154e-04  1.10000000e+00  7.01820589e-04  3.33592039e-05  1.10000000e+00  3.64724873e-05  1.10000000e+00  1.10000000e+00  4.07962016e-04  1.78318883e-04  1.78027336e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  2.14926502e-04  1.10000000e+00  4.52926611e-05  1.10000000e+00  1.08015332e-05  1.10000000e+00  1.10000000e+00  8.72838351e-06  1.23929295e-04  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.57600237e-05  1.85779452e-05  1.69959949e-05  3.76934792e-04  8.72575784e-06  8.36267663e-04  1.10000000e+00  3.62958041e-05 
 1.20000000e+00  1.20000000e+00  4.99508361e-04  1.20000000e+00  2.78917844e-05  1.20000000e+00  9.05638845e-04  4.77543345e-04  8.63246992e-06  1.83300610e-05  1.20000000e+00  7.48522925e-06  4.10381853e-04  1.20000000e+00  8.04640742e-04  1.37112686e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.69357437e-04  3.60308979e-05  1.20000000e+00  3.97959916e-04  6.57435191e-06  1.20000000e+00  4.22352059e-04  1.73701204e-05  1.20000000e+00  1.20000000e+00  1.98425828e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  8.43228185e-04  8.30013362e-06  3.78522643e-04  1.20000000e+00  6.33439462e-06  1.93751829e-05  1.20000000e+00  2.08628936e-05  1.20000000e+00  1.93225721e-04  2.58300434e-05  1.20000000e+00  1.20000000e+00  1.45264041e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  6.94164644e-06  5.57167688e-04  1.20000000e+00  1.20000000e+00  1.57154026e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  8.37775354e-06  1.20000000e+00  1.20000000e+00  1.64560522e-05  2.61950432e-04  1.20000000e+00  7.83437048e-04  3.49479592e-05  1.20000000e+00  4.10560457e-05  1.20000000e+00  1.20000000e+00  4.24836426e-04  1.74933557e-04  2.08157558e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.23698624e-04  1.20000000e+00  5.48779579e-05  1.20000000e+00  1.30987290e-05  1.20000000e+00  1.20000000e+00  9.82845080e-06  1.31611398e-04  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.69954482e-05  1.89317102e-05  1.78199050e-05  4.41688805e-04  8.87751735e-06  1.06053083e-03  1.20000000e+00  3.69799829e-05 
 1.30000000e+00  1.30000000e+00  6.37521095e-04  1.30000000e+00  3.45473122e-05  1.30000000e+00  9.40955496e-04  4.95983228e-04  9.30300482e-06  1.97855334e-05  1.30000000e+00  7.38405275e-06  4.55634406e-04  1.30000000e+00  8.61980273e-04  1.42632572e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  4.09084629e-04  3.88338426e-05  1.30000000e+00  4.62948818e-04  6.76513011e-06  1.30000000e+00  4.52543236e-04  1.76454218e-05  1.30000000e+00  1.30000000e+00  2.12256117e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  9.82825500e-04  7.97799772e-06  4.04856338e-04  1.30000000e+00  6.64450750e-06  2.18015939e-05  1.30000000e+00  2.35724216e-05  1.30000000e+00  2.14153696e-04  3.17503231e-05  1.30000000e+00  1.30000000e+00  1.48278631e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  7.00103515e-06  7.16768251e-04  1.30000000e+00  1.30000000e+00  1.57137678e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  8.74932936e-06  1.30000000e+00  1.30000000e+00  1.71733260e-05  3.35769192e-04  1.30000000e+00  8.69138712e-04  3.65254516e-05  1.30000000e+00  4.62706821e-05  1.30000000e+00  1.30000000e+00  4.40709583e-04  1.70804152e-04  2.42543104e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.31955576e-04  1.30000000e+00  6.76289280e-05  1.30000000e+00  1.61736721e-05  1.30000000e+00  1.30000000e+00  1.10847149e-05  1.39418033e-04  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.82908203e-05  1.92650890e-05  1.86396741e-05  5.15735849e-04  9.01931445e-06  1.35789562e-03  1.30000000e+00  3.76243085e-05 
 1.40000000e+00  1.40000000e+00  8.28471451e-04  1.40000000e+00  4.39604742e-05  1.40000000e+00  9.74384963e-04  5.13451831e-04  1.00094564e-05  2.13216014e-05  1.40000000e+00  7.25758412e-06  5.03401387e-04  1.40000000e+00  9.18952509e-04  1.47839720e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  4.50773472e-04  4.17814792e-05  1.40000000e+00  5.37348357e-04  6.94895067e-06  1.40000000e+00  4.82611849e-04  1.79027577e-05  1.40000000e+00  1.40000000e+00  2.25989050e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.14287343e-03  7.64334599e-06  4.30947901e-04  1.40000000e+00  6.97093360e-06  2.45851204e-05  1.40000000e+00  2.67023439e-05  1.40000000e+00  2.36198770e-04  3.99947926e-05  1.40000000e+00  1.40000000e+00  1.50657596e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  7.03915212e-06  9.41852486e-04  1.40000000e+00  1.40000000e+00  1.56330861e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  9.11793695e-06  1.40000000e+00  1.40000000e+00  1.78835382e-05  4.39403049e-04  1.40000000e+00  9.59236853e-04  3.80918548e-05  1.40000000e+00  5.22580790e-05  1.40000000e+00  1.40000000e+00  4.55656597e-04  1.65992106e-04  2.82166491e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.39735223e-04  1.40000000e+00  8.54309423e-05  1.40000000e+00  2.05055238e-05  1.40000000e+00  1.40000000e+00  1.25338527e-05  1.47385428e-04  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.96511224e-05  1.95796142e-05  1.94553625e-05  6.01223384e-04  9.15190967e-06  1.77074541e-03  1.40000000e+00  3.82318217e-05 
 1.50000000e+00  1.50000000e+00  1.11017220e-03  1.50000000e+00  5.82991367e-05  1.50000000e+00  1.00606438e-03  5.30018289e-04  1.07550769e-05  2.29454793e-05  1.50000000e+00  7.10582496e-06  5.53899331e-04  1.50000000e+00  9.75557673e-04  1.52710626e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  4.94583141e-04  4.48859338e-05  1.50000000e+00  6.23399411e-04  7.12535588e-06  1.50000000e+00  5.12556728e-04  1.81434869e-05  1.50000000e+00  1.50000000e+00  2.39624762e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.32822659e-03  7.29688940e-06  4.56799103e-04  1.50000000e+00  7.31769879e-06  2.78128388e-05  1.50000000e+00  3.03598340e-05  1.50000000e+00  2.59458200e-04  5.22773816e-05  1.50000000e+00  1.50000000e+00  1.52374742e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  7.05481246e-06  1.28310295e-03  1.50000000e+00  1.50000000e+00  1.54743064e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  9.48362530e-06  1.50000000e+00  1.50000000e+00  1.85868181e-05  5.95586700e-04  1.50000000e+00  1.05408087e-03  3.96473533e-05  1.50000000e+00  5.92058461e-05  1.50000000e+00  1.50000000e+00  4.69745497e-04  1.60549153e-04  3.28343360e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  2.47071966e-04  1.50000000e+00  1.12037806e-04  1.50000000e+00  2.70688339e-05  1.50000000e+00  1.50000000e+00  1.42250103e-05  1.55557833e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  2.10819120e-05  1.98766715e-05  2.02670365e-05  7.01028048e-04  9.27599002e-06  2.38240728e-03  1.50000000e+00  3.88052680e-05 
 1.60000000e+00  1.60000000e+00  1.55985047e-03  1.60000000e+00  8.26039041e-05  1.60000000e+00  1.03611833e-03  5.45745578e-04  1.15435276e-05  2.46652841e-05  1.60000000e+00  6.92870874e-06  6.07372671e-04  1.60000000e+00  1.03179740e-03  1.57216517e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  5.40692312e-04  4.81607563e-05  1.60000000e+00  7.24123233e-04  7.29376730e-06  1.60000000e+00  5.42377506e-04  1.83688381e-05  1.60000000e+00  1.60000000e+00  2.53163730e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.54542564e-03  6.93924514e-06  4.82412305e-04  1.60000000e+00  7.69005223e-06  3.16026617e-05  1.60000000e+00  3.46919271e-05  1.60000000e+00  2.84041854e-04  7.21711851e-05  1.60000000e+00  1.60000000e+00  1.53399715e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  7.04665050e-06  1.85719903e-03  1.60000000e+00  1.60000000e+00  1.52381236e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  9.84644530e-06  1.60000000e+00  1.60000000e+00  1.92832977e-05  8.57933007e-04  1.60000000e+00  1.15406240e-03  4.11921417e-05  1.60000000e+00  6.73677627e-05  1.60000000e+00  1.60000000e+00  4.83038029e-04  1.54519454e-04  3.82874095e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.53997110e-04  1.60000000e+00  1.54436788e-04  1.60000000e+00  3.81902950e-05  1.60000000e+00  1.60000000e+00  1.62255928e-05  1.63989900e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.25894070e-05  2.01575170e-05  2.10747685e-05  8.19088123e-04  9.39217760e-06  3.34587307e-03  1.60000000e+00  3.93471320e-05 
