 v-sweep         i(v_s_13_2)     v(g_17_4)       i(v_s_15_1)     v(g_14_0)       v(g_13_2)       i(v_s_19_2)     i(v_s_15_2)     v(g_13_1)       i(v_s_18_2)     v(g_13_3)       v(g_18_2)       v(g_10_1)       i(v_s_11_1)     v(g_11_2)       i(v_s_13_0)     i(v_s_13_1)     i(v_s_19_0)     v(g_15_3)       v(g_16_3)       v(g_15_0)       i(v_s_10_2)     v(g_12_3)       v(g_17_2)       v(g_12_2)       i(v_s_14_4)     v(g_11_4)       i(v_s_18_0)     v(g_18_0)       v(g_11_1)       i(v_s_10_0)     v(g_18_3)       i(v_s_16_3)     v(g_13_4)       i(v_s_18_1)     i(v_s_14_2)     v(g_19_1)       i(v_s_10_1)     v(g_15_2)       i(v_s_12_3)     v(g_12_1)       i(v_s_14_1)     i(v_s_12_4)     i(v_s_12_1)     i(v_s_16_2)     i(v_s_12_0)     v(g_11_0)       i(v_s_19_1)     v(g_16_0)       v(g_10_4)       i(v_s_17_0)     v(g_14_2)       i(v_s_19_3)     v(g_19_4)       i(v_s_14_3)     v(g_15_1)       v(g_14_4)       i(v_s_14_0)     i(v_s_10_4)     i(v_s_17_4)     v(g_13_0)       i(v_s_13_3)     i(v_s_18_4)     v(g_14_3)       i(v_s_16_1)     v(g_15_4)       v(g_12_0)       i(v_s_16_0)     v(g_17_0)       v(g_14_1)       v(g_10_2)       i(v_s_11_3)     v(g_16_4)       i(v_s_10_3)     v(g_17_1)       i(v_s_13_4)     v(g_12_4)       i(v_s_18_3)     v(g_16_1)       i(v_s_17_1)     v(g_19_3)       i(v_s_11_4)     i(v_s_17_2)     i(v_s_15_4)     v(g_18_1)       v(g_18_4)       v(g_10_3)       i(v_s_19_4)     v(g_17_3)       i(v_s_17_3)     v(g_19_2)       v(g_10_0)       v(g_11_3)       v(g_16_2)       i(v_s_15_0)     i(v_s_15_3)     i(v_s_16_4)     i(v_s_12_2)     v(g_19_0)       i(v_s_11_0)     i(v_s_11_2)    
 5.00000000e-01  5.95810645e-11  5.00000000e-01  1.09197516e-11  5.00000000e-01  5.00000000e-01  3.24465690e-11  2.93085467e-11  5.00000000e-01  2.89316664e-11  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.38527233e-11  5.00000000e-01  6.84931308e-12  2.05268059e-11  3.30117808e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01  6.27626392e-11  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.08900899e-10  5.00000000e-01  2.82135213e-12  5.00000000e-01  5.00000000e-01  6.90923267e-12  5.00000000e-01  3.47304356e-10  5.00000000e-01  9.63950197e-12  2.56066434e-11  5.00000000e-01  2.11839529e-11  5.00000000e-01  1.59002369e-10  5.00000000e-01  9.44876559e-12  5.02814653e-10  1.81664206e-11  1.14586560e-10  5.96114309e-12  5.00000000e-01  1.09133457e-11  5.00000000e-01  5.00000000e-01  1.52268363e-11  5.00000000e-01  9.74520661e-11  5.00000000e-01  7.07957362e-11  5.00000000e-01  5.00000000e-01  3.18930206e-12  6.11134680e-10  1.23722396e-09  5.00000000e-01  1.77861736e-10  2.76553361e-10  5.00000000e-01  3.91725751e-11  5.00000000e-01  5.00000000e-01  1.34031996e-11  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.12889666e-10  5.00000000e-01  1.90892844e-10  5.00000000e-01  5.60431942e-10  5.00000000e-01  8.73039871e-11  5.00000000e-01  4.41169705e-11  5.00000000e-01  6.79042744e-10  1.28498336e-10  2.37295505e-10  5.00000000e-01  5.00000000e-01  5.00000000e-01  3.07491378e-10  5.00000000e-01  3.88177799e-10  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  3.80308390e-12  8.06782103e-11  1.11077262e-09  5.30596194e-11  5.00000000e-01  7.89457969e-12  7.02618661e-11 
 6.00000000e-01  4.66614883e-10  6.00000000e-01  9.85982295e-11  6.00000000e-01  6.00000000e-01  2.55489343e-10  2.32805312e-10  6.00000000e-01  2.28150766e-10  6.00000000e-01  6.00000000e-01  6.00000000e-01  2.07673801e-10  6.00000000e-01  7.06095135e-11  1.79679817e-10  3.82281902e-11  6.00000000e-01  6.00000000e-01  6.00000000e-01  4.90465216e-10  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.30183591e-09  6.00000000e-01  3.38512633e-11  6.00000000e-01  6.00000000e-01  7.11139706e-11  6.00000000e-01  2.42705955e-09  6.00000000e-01  8.73108547e-11  2.03820364e-10  6.00000000e-01  1.85054664e-10  6.00000000e-01  1.11383124e-09  6.00000000e-01  8.60731331e-11  3.08534738e-09  1.59655431e-10  8.93247923e-10  6.25053754e-11  6.00000000e-01  9.81131723e-11  6.00000000e-01  6.00000000e-01  1.46999937e-10  6.00000000e-01  6.82827567e-10  6.00000000e-01  5.02083853e-10  6.00000000e-01  6.00000000e-01  3.72970555e-11  3.73626832e-09  7.57849232e-09  6.00000000e-01  1.24610225e-09  1.69496086e-09  6.00000000e-01  3.37591937e-10  6.00000000e-01  6.00000000e-01  1.30364182e-10  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.48739029e-09  6.00000000e-01  1.33344560e-09  6.00000000e-01  3.44109624e-09  6.00000000e-01  6.11701019e-10  6.00000000e-01  3.79515429e-10  6.00000000e-01  4.15451547e-09  1.00140810e-09  1.47917501e-09  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.88586283e-09  6.00000000e-01  2.71330670e-09  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  4.29084565e-11  5.72025297e-10  6.79919672e-09  4.15864110e-10  6.00000000e-01  8.00999692e-11  5.48737105e-10 
 7.00000000e-01  3.46129717e-09  7.00000000e-01  8.18166033e-10  7.00000000e-01  7.00000000e-01  1.89407020e-09  1.75553709e-09  7.00000000e-01  1.69019717e-09  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.69594623e-09  7.00000000e-01  6.33188866e-10  1.47179459e-09  3.46129480e-10  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.62083110e-09  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.70044280e-09  7.00000000e-01  3.07332440e-10  7.00000000e-01  7.00000000e-01  6.36542858e-10  7.00000000e-01  1.59628452e-08  7.00000000e-01  7.16849677e-10  1.53675524e-09  7.00000000e-01  1.51111983e-09  7.00000000e-01  7.35245426e-09  7.00000000e-01  7.14772533e-10  1.77580404e-08  1.30783189e-09  6.60128023e-09  5.61305384e-10  7.00000000e-01  8.05231761e-10  7.00000000e-01  7.00000000e-01  1.30880251e-09  7.00000000e-01  4.50891458e-09  7.00000000e-01  3.39007032e-09  7.00000000e-01  7.00000000e-01  3.40018729e-10  2.13769709e-08  4.35987481e-08  7.00000000e-01  8.23988581e-09  9.73981771e-09  7.00000000e-01  2.75541834e-09  7.00000000e-01  7.00000000e-01  1.16134009e-09  7.00000000e-01  7.00000000e-01  7.00000000e-01  9.78636171e-09  7.00000000e-01  8.75600288e-09  7.00000000e-01  1.98770270e-08  7.00000000e-01  4.03181243e-09  7.00000000e-01  3.09825493e-09  7.00000000e-01  2.38686700e-08  7.40687599e-09  8.76281963e-09  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.08784402e-08  7.00000000e-01  1.78789583e-08  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.90029412e-10  3.86512832e-09  3.89635181e-08  3.08255860e-09  7.00000000e-01  7.16142109e-10  4.05454240e-09 
 8.00000000e-01  2.32480053e-08  8.00000000e-01  6.22795103e-09  8.00000000e-01  8.00000000e-01  1.27035028e-08  1.20883215e-08  8.00000000e-01  1.12697709e-08  8.00000000e-01  8.00000000e-01  8.00000000e-01  1.26011399e-08  8.00000000e-01  5.20275357e-09  1.09885790e-08  2.84255441e-09  8.00000000e-01  8.00000000e-01  8.00000000e-01  2.40315654e-08  8.00000000e-01  8.00000000e-01  8.00000000e-01  4.13565166e-08  8.00000000e-01  2.52040147e-09  8.00000000e-01  8.00000000e-01  5.20371434e-09  8.00000000e-01  9.41822972e-08  8.00000000e-01  5.32794808e-09  1.05536309e-08  8.00000000e-01  1.11911279e-08  8.00000000e-01  4.36179576e-08  8.00000000e-01  5.43297792e-09  9.27052613e-08  9.73574743e-09  4.38932294e-08  4.60552744e-09  8.00000000e-01  6.00347391e-09  8.00000000e-01  8.00000000e-01  1.07287059e-08  8.00000000e-01  2.70001034e-08  8.00000000e-01  2.07527545e-08  8.00000000e-01  8.00000000e-01  2.82830017e-09  1.10978081e-07  2.30687018e-07  8.00000000e-01  4.93737231e-08  5.08387509e-08  8.00000000e-01  2.04430226e-08  8.00000000e-01  8.00000000e-01  9.50515429e-09  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.83262659e-08  8.00000000e-01  5.15972610e-08  8.00000000e-01  1.05624027e-07  8.00000000e-01  2.38870889e-08  8.00000000e-01  2.30574785e-08  8.00000000e-01  1.26450483e-07  4.95359860e-08  4.74338637e-08  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.78654168e-08  8.00000000e-01  1.06614808e-07  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  3.24619456e-09  2.37704806e-08  2.02277495e-07  2.05905380e-08  8.00000000e-01  5.86381572e-09  2.70770437e-08 
 9.00000000e-01  1.36314195e-07  9.00000000e-01  4.05555768e-08  9.00000000e-01  9.00000000e-01  7.46168637e-08  7.14770607e-08  9.00000000e-01  6.41660028e-08  9.00000000e-01  9.00000000e-01  9.00000000e-01  8.07411768e-08  9.00000000e-01  3.67846293e-08  7.06704582e-08  2.00780434e-08  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.36052374e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.93013291e-07  9.00000000e-01  1.75997621e-08  9.00000000e-01  9.00000000e-01  3.62312377e-08  9.00000000e-01  4.78449333e-07  9.00000000e-01  3.36222495e-08  6.14892520e-08  9.00000000e-01  7.03113733e-08  9.00000000e-01  2.23172571e-07  9.00000000e-01  3.50392626e-08  4.21420871e-07  6.15063098e-08  2.48543952e-07  3.22148880e-08  9.00000000e-01  3.86144267e-08  9.00000000e-01  9.00000000e-01  7.56507026e-08  9.00000000e-01  1.45254432e-07  9.00000000e-01  1.08646601e-07  9.00000000e-01  9.00000000e-01  2.00838813e-08  4.99498199e-07  1.12169620e-06  9.00000000e-01  2.64678968e-07  2.31065249e-07  9.00000000e-01  1.28576367e-07  9.00000000e-01  9.00000000e-01  6.62962827e-08  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.12372587e-07  9.00000000e-01  2.62192818e-07  9.00000000e-01  5.16270807e-07  9.00000000e-01  1.22253928e-07  9.00000000e-01  1.47710754e-07  9.00000000e-01  6.17984814e-07  2.89147967e-07  2.28789503e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.84248950e-07  9.00000000e-01  5.68865541e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.31954154e-08  1.27245107e-07  9.10760332e-07  1.17266502e-07  9.00000000e-01  4.13059474e-08  1.58353822e-07 
 1.00000000e+00  6.90536341e-07  1.00000000e+00  2.17306116e-07  1.00000000e+00  1.00000000e+00  3.79545731e-07  3.54858356e-07  1.00000000e+00  2.88707048e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  4.42597940e-07  1.00000000e+00  2.17175980e-07  3.87334697e-07  1.18911494e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.06225870e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.23101239e-07  1.00000000e+00  9.83601226e-08  1.00000000e+00  1.00000000e+00  2.01861931e-07  1.00000000e+00  1.86249485e-06  1.00000000e+00  1.69817359e-07  2.87542231e-07  1.00000000e+00  3.53060205e-07  1.00000000e+00  8.81359741e-07  1.00000000e+00  1.79689970e-07  1.42370601e-06  3.11152966e-07  1.11180294e-06  1.80164783e-07  1.00000000e+00  2.12484330e-07  1.00000000e+00  1.00000000e+00  4.45552700e-07  1.00000000e+00  6.74016710e-07  1.00000000e+00  4.58605566e-07  1.00000000e+00  1.00000000e+00  1.12407515e-07  1.64106999e-06  4.58498647e-06  1.00000000e+00  1.22367271e-06  7.74210307e-07  1.00000000e+00  6.46722743e-07  1.00000000e+00  1.00000000e+00  3.69619298e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.43646823e-06  1.00000000e+00  1.01389242e-06  1.00000000e+00  2.13717122e-06  1.00000000e+00  4.79769908e-07  1.00000000e+00  8.06464285e-07  1.00000000e+00  2.53444469e-06  1.45620698e-06  9.50237604e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.18073668e-06  1.00000000e+00  2.60672829e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.34003507e-07  5.81770293e-07  3.01769520e-06  5.29564122e-07  1.00000000e+00  2.44049371e-07  8.00736037e-07 
 1.10000000e+00  2.71650008e-06  1.10000000e+00  9.47053007e-07  1.10000000e+00  1.10000000e+00  1.49299681e-06  1.41570040e-06  1.10000000e+00  8.62510451e-07  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.93067176e-06  1.10000000e+00  1.04820172e-06  1.70035546e-06  5.74843886e-07  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.78649163e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.87756154e-06  1.10000000e+00  3.92560577e-07  1.10000000e+00  1.10000000e+00  8.01790388e-07  1.10000000e+00  4.76015278e-06  1.10000000e+00  5.89017018e-07  9.74642874e-07  1.10000000e+00  1.21309492e-06  1.10000000e+00  2.29079282e-06  1.10000000e+00  6.82991513e-07  3.20798345e-06  1.09104573e-06  3.31379088e-06  7.25395049e-07  1.10000000e+00  9.33161893e-07  1.10000000e+00  1.10000000e+00  2.14321801e-06  1.10000000e+00  2.35007884e-06  1.10000000e+00  1.36711818e-06  1.10000000e+00  1.10000000e+00  4.72283459e-07  3.60789838e-06  1.38414505e-05  1.10000000e+00  4.26328989e-06  1.73267367e-06  1.10000000e+00  2.24663105e-06  1.10000000e+00  1.10000000e+00  1.48120589e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  4.93994156e-06  1.10000000e+00  2.56632318e-06  1.10000000e+00  6.55862051e-06  1.10000000e+00  1.23469309e-06  1.10000000e+00  3.51688032e-06  1.10000000e+00  7.67709864e-06  5.66967137e-06  3.02869611e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  3.63499480e-06  1.10000000e+00  8.95718704e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  6.29312932e-07  2.09055167e-06  6.67676444e-06  1.60016289e-06  1.10000000e+00  1.17572478e-06  3.11717037e-06 
 1.20000000e+00  7.58994837e-06  1.20000000e+00  3.04638525e-06  1.20000000e+00  1.20000000e+00  4.17321755e-06  4.08271760e-06  1.20000000e+00  1.72663050e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  5.98163900e-06  1.20000000e+00  3.67461671e-06  5.32001891e-06  2.00827389e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.54118929e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.37893060e-06  1.20000000e+00  9.91818192e-07  1.20000000e+00  1.20000000e+00  2.01572133e-06  1.20000000e+00  8.57547637e-06  1.20000000e+00  1.31692935e-06  2.17895998e-06  1.20000000e+00  2.69065829e-06  1.20000000e+00  4.17303471e-06  1.20000000e+00  1.71431027e-06  5.35662474e-06  2.46301731e-06  6.60878686e-06  1.85519116e-06  1.20000000e+00  2.91362415e-06  1.20000000e+00  1.20000000e+00  7.47866565e-06  1.20000000e+00  5.91361466e-06  1.20000000e+00  2.73207440e-06  1.20000000e+00  1.20000000e+00  1.33034922e-06  5.96364214e-06  3.09750781e-05  1.20000000e+00  1.06868579e-05  2.89518773e-06  1.20000000e+00  5.03031441e-06  1.20000000e+00  1.20000000e+00  3.76904872e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.22839696e-05  1.20000000e+00  4.61178299e-06  1.20000000e+00  1.48701153e-05  1.20000000e+00  2.24272928e-06  1.20000000e+00  1.09177348e-05  1.20000000e+00  1.73239991e-05  1.56772252e-05  6.97766905e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  8.30744547e-06  1.20000000e+00  2.21819952e-05  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.24072073e-06  5.38506562e-06  1.10240141e-05  3.22392137e-06  1.20000000e+00  4.08858466e-06  8.62447559e-06 
 1.30000000e+00  1.58624227e-05  1.30000000e+00  6.94746244e-06  1.30000000e+00  1.30000000e+00  8.77047513e-06  8.51980989e-06  1.30000000e+00  2.68819360e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.35202672e-05  1.30000000e+00  9.10792826e-06  1.20643748e-05  4.97392400e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.48288671e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  4.79969717e-06  1.30000000e+00  1.76589524e-06  1.30000000e+00  1.30000000e+00  3.57805141e-06  1.30000000e+00  1.25335036e-05  1.30000000e+00  2.18230506e-06  3.52245248e-06  1.30000000e+00  4.43824220e-06  1.30000000e+00  6.13723284e-06  1.30000000e+00  2.98766264e-06  7.50285102e-06  4.09039833e-06  1.02249423e-05  3.31956381e-06  1.30000000e+00  6.62223852e-06  1.30000000e+00  1.30000000e+00  1.84694453e-05  1.30000000e+00  1.15819590e-05  1.30000000e+00  4.12514282e-06  1.30000000e+00  1.30000000e+00  2.51580833e-06  8.34732831e-06  5.57888568e-05  1.30000000e+00  2.07401801e-05  4.07708193e-06  1.30000000e+00  8.31381073e-06  1.30000000e+00  1.30000000e+00  6.72265303e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.38730040e-05  1.30000000e+00  6.76243056e-06  1.30000000e+00  2.70091105e-05  1.30000000e+00  3.30827693e-06  1.30000000e+00  2.46173192e-05  1.30000000e+00  3.16174047e-05  3.25307380e-05  1.24141754e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.52853578e-05  1.30000000e+00  4.27053472e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.60498000e-06  1.03388815e-05  1.53434546e-05  5.01687285e-06  1.30000000e+00  1.00906637e-05  1.80003476e-05 
 1.40000000e+00  2.72617847e-05  1.40000000e+00  1.22191025e-05  1.40000000e+00  1.40000000e+00  1.52248295e-05  1.41603506e-05  1.40000000e+00  3.63282657e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.45770825e-05  1.40000000e+00  1.74607471e-05  2.18409094e-05  9.57926612e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  7.38750810e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  5.98083024e-06  1.40000000e+00  2.56965825e-06  1.40000000e+00  1.40000000e+00  5.19869618e-06  1.40000000e+00  1.62748700e-05  1.40000000e+00  3.05311563e-06  4.71982596e-06  1.40000000e+00  6.19425894e-06  1.40000000e+00  7.99702940e-06  1.40000000e+00  4.17504080e-06  9.50076476e-06  5.70784872e-06  1.37161758e-05  4.82658519e-06  1.40000000e+00  1.20759106e-05  1.40000000e+00  1.40000000e+00  3.53366987e-05  1.40000000e+00  1.92343057e-05  1.40000000e+00  5.32043262e-06  1.40000000e+00  1.40000000e+00  3.68168380e-06  1.06118745e-05  8.72064516e-05  1.40000000e+00  3.40026980e-05  5.20113127e-06  1.40000000e+00  1.15715814e-05  1.40000000e+00  1.40000000e+00  9.75853432e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  3.94654013e-05  1.40000000e+00  8.83405041e-06  1.40000000e+00  4.24354195e-05  1.40000000e+00  4.33606424e-06  1.40000000e+00  4.44189416e-05  1.40000000e+00  5.02282337e-05  5.56737299e-05  1.87031323e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.44015820e-05  1.40000000e+00  6.96797626e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.04809746e-05  1.63180376e-05  1.93587862e-05  6.75106647e-06  1.40000000e+00  1.93968728e-05  3.11217502e-05 
 1.50000000e+00  4.13586958e-05  1.50000000e+00  1.82797209e-05  1.50000000e+00  1.50000000e+00  2.33890286e-05  2.04665475e-05  1.50000000e+00  4.52297119e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.88920098e-05  1.50000000e+00  2.84001158e-05  3.42598055e-05  1.57108750e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  9.18248690e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  6.93113598e-06  1.50000000e+00  3.34088225e-06  1.50000000e+00  1.50000000e+00  6.75417314e-06  1.50000000e+00  1.97102971e-05  1.50000000e+00  3.88017212e-06  5.71030838e-06  1.50000000e+00  7.86227631e-06  1.50000000e+00  9.70478206e-06  1.50000000e+00  5.17461382e-06  1.13224109e-05  7.21968640e-06  1.69475950e-05  6.25241067e-06  1.50000000e+00  1.91399743e-05  1.50000000e+00  1.50000000e+00  5.74261983e-05  1.50000000e+00  2.87175650e-05  1.50000000e+00  6.29457402e-06  1.50000000e+00  1.50000000e+00  4.68363570e-06  1.27225154e-05  1.24309237e-04  1.50000000e+00  5.00187776e-05  6.24848921e-06  1.50000000e+00  1.46164614e-05  1.50000000e+00  1.50000000e+00  1.26311565e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  5.87694263e-05  1.50000000e+00  1.07745536e-05  1.50000000e+00  6.06758429e-05  1.50000000e+00  5.29862636e-06  1.50000000e+00  6.95559571e-05  1.50000000e+00  7.28664394e-05  8.42641177e-05  2.54491123e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.55020183e-05  1.50000000e+00  1.02215594e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.62755523e-05  2.28507930e-05  2.30201896e-05  8.35633264e-06  1.50000000e+00  3.17885609e-05  4.77056435e-05 
 1.60000000e+00  5.78279528e-05  1.60000000e+00  2.47881003e-05  1.60000000e+00  1.60000000e+00  3.31558179e-05  2.71544554e-05  1.60000000e+00  5.35223166e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  5.62532786e-05  1.60000000e+00  4.16045392e-05  4.89959057e-05  2.32544759e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.08558220e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  7.69859072e-06  1.60000000e+00  4.06365863e-06  1.60000000e+00  1.60000000e+00  8.21301773e-06  1.60000000e+00  2.28450706e-05  1.60000000e+00  4.65270324e-06  6.52024405e-06  1.60000000e+00  9.42139860e-06  1.60000000e+00  1.12622527e-05  1.60000000e+00  5.99798745e-06  1.29778007e-05  8.60895050e-06  1.99068223e-05  7.56863707e-06  1.60000000e+00  2.77025746e-05  1.60000000e+00  1.60000000e+00  8.41102560e-05  1.60000000e+00  3.99314874e-05  1.60000000e+00  7.08598491e-06  1.60000000e+00  1.60000000e+00  5.51585928e-06  1.46819036e-05  1.66494469e-04  1.60000000e+00  6.84667214e-05  7.22008438e-06  1.60000000e+00  1.74159674e-05  1.60000000e+00  1.60000000e+00  1.52845477e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  8.16001276e-05  1.60000000e+00  1.25796047e-05  1.60000000e+00  8.14165600e-05  1.60000000e+00  6.19338188e-06  1.60000000e+00  9.93951994e-05  1.60000000e+00  9.93704657e-05  1.17670826e-04  3.24753466e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  4.84968611e-05  1.60000000e+00  1.39691267e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.25924387e-05  2.97090598e-05  2.63493322e-05  9.82562360e-06  1.60000000e+00  4.70477190e-05  6.75511137e-05 
