vgs,cgd_20_1,cgd_20_2,cgd_20_0
-2,2.29262E-06,2.29261E-06,2.29261E-06
-1.95,2.30308E-06,2.30307E-06,2.30307E-06
-1.9,2.31394E-06,2.31393E-06,2.31393E-06
-1.85,2.32523E-06,2.32521E-06,2.32521E-06
-1.8,2.33696E-06,2.33694E-06,2.33694E-06
-1.75,2.34919E-06,2.34916E-06,2.34916E-06
-1.7,2.36193E-06,2.36189E-06,2.36189E-06
-1.65,2.37522E-06,2.37517E-06,2.37517E-06
-1.6,2.38912E-06,2.38905E-06,2.38905E-06
-1.55,2.40366E-06,2.40357E-06,2.40357E-06
-1.5,2.4189E-06,2.41878E-06,2.41878E-06
-1.45,2.43489E-06,2.43474E-06,2.43474E-06
-1.4,2.45171E-06,2.45151E-06,2.45151E-06
-1.35,2.46942E-06,2.46916E-06,2.46916E-06
-1.3,2.48812E-06,2.48777E-06,2.48777E-06
-1.25,2.50789E-06,2.50744E-06,2.50744E-06
-1.2,2.52885E-06,2.52825E-06,2.52825E-06
-1.15,2.55113E-06,2.55033E-06,2.55033E-06
-1.1,2.57487E-06,2.57381E-06,2.57381E-06
-1.05,2.60024E-06,2.59884E-06,2.59884E-06
-1,2.62745E-06,2.6256E-06,2.6256E-06
-0.95,2.65674E-06,2.65429E-06,2.65429E-06
-0.9,2.68839E-06,2.68514E-06,2.68514E-06
-0.85,2.72274E-06,2.71844E-06,2.71844E-06
-0.8,2.7602E-06,2.75452E-06,2.75452E-06
-0.75,2.80126E-06,2.79375E-06,2.79375E-06
-0.7,2.84655E-06,2.83662E-06,2.83662E-06
-0.65,2.89678E-06,2.88366E-06,2.88366E-06
-0.6,2.95288E-06,2.93555E-06,2.93555E-06
-0.55,3.01595E-06,2.99309E-06,2.99309E-06
-0.5,3.08737E-06,3.05723E-06,3.05723E-06
-0.45,3.1688E-06,3.12912E-06,3.12912E-06
-0.4,3.26223E-06,3.21006E-06,3.21006E-06
-0.35,3.36995E-06,3.30151E-06,3.30151E-06
-0.3,3.49448E-06,3.40491E-06,3.40491E-06
-0.25,3.63823E-06,3.52132E-06,3.52132E-06
-0.2,3.80292E-06,3.65081E-06,3.65081E-06
-0.15,3.98855E-06,3.7913E-06,3.7913E-06
-0.1,4.19235E-06,3.93748E-06,3.93748E-06
-0.05,4.40871E-06,4.08044E-06,4.08044E-06
1.20737E-15,4.6313E-06,4.2097E-06,4.2097E-06
0.05,4.85745E-06,4.31707E-06,4.31707E-06
0.1,5.09163E-06,4.39967E-06,4.39968E-06
0.15,5.34597E-06,4.45968E-06,4.4597E-06
0.2,5.63868E-06,4.50181E-06,4.50184E-06
0.25,5.993E-06,4.53096E-06,4.53102E-06
0.3,6.4377E-06,4.55114E-06,4.55127E-06
0.35,7.00889E-06,4.56524E-06,4.56551E-06
0.4,7.75275E-06,4.57523E-06,4.5758E-06
0.45,8.72889E-06,4.58243E-06,4.58364E-06
0.5,1.00142E-05,4.58772E-06,4.59026E-06
0.55,1.17073E-05,4.59168E-06,4.59703E-06
0.6,1.39324E-05,4.59476E-06,4.60599E-06
0.65,1.68431E-05,4.59729E-06,4.62085E-06
0.7,2.06216E-05,4.59969E-06,4.64889E-06
0.75,2.5473E-05,4.60258E-06,4.70467E-06
0.8,3.16087E-05,4.60732E-06,4.81652E-06
0.85,3.92157E-05,4.61699E-06,5.03711E-06
0.9,4.84131E-05,4.63892E-06,5.46052E-06
0.95,5.92025E-05,4.69033E-06,6.25993E-06
1,7.14267E-05,4.81051E-06,7.78758E-06
1.05,8.47553E-05,5.08398E-06,1.07927E-05
1.1,9.87123E-05,5.68105E-06,1.67686E-05
1.15,0.000112743,6.95353E-06,2.82391E-05
1.2,0.0001263,9.72062E-06,4.81926E-05
1.25,0.000138929,1.59097E-05,7.73452E-05
1.3,0.000150312,2.9302E-05,0.000110808
1.35,0.000160288,5.4538E-05,0.000140554
1.4,0.000168831,9.11309E-05,0.000162111
1.45,0.000176014,0.000128615,0.000175968
1.5,0.00018197,0.000156475,0.000184519
1.55,0.000186862,0.00017345,0.000189886
1.6,0.000190857,0.000183146,0.000193436
1.65,0.000194111,0.000188865,0.000195946
1.7,0.000196763,0.000192527,0.00019784
1.75,0.00019893,0.000195101,0.00019935
1.8,0.00020071,0.000197059,0.000200604
1.85,0.000202182,0.000198638,0.000201677
1.9,0.000203409,0.00019996,0.000202614
1.95,0.000204442,0.000201096,0.000203445
2,0.000205321,0.000202091,0.000204191
