vgs,cgg_23_1,cgg_23_2
-2,0.000443183,0.000426677
-1.9,0.000442755,0.000425174
-1.85,0.000442528,0.000424392
-1.8,0.000442292,0.000423591
-1.75,0.000442047,0.000422769
-1.7,0.000441794,0.000421929
-1.65,0.00044153,0.000421072
-1.6,0.000441258,0.000420199
-1.55,0.000440975,0.000419315
-1.5,0.000440682,0.000418423
-1.45,0.000440379,0.000417533
-1.4,0.000440065,0.000416657
-1.35,0.000439741,0.00041017
-1.3,0.000439405,0.000392541
-1.25,0.000439059,0.000356309
-1.2,0.000438701,0.000296959
-1.15,0.000438331,0.000232371
-1.1,0.000437949,0.000182782
-1.05,0.000437556,0.000149705
-1,0.00043715,0.000127705
-0.95,0.000436732,0.000112437
-0.9,0.000436302,0.000101322
-0.85,0.000435859,9.2881E-05
-0.8,0.000435403,8.62446E-05
-0.75,0.000434935,8.08776E-05
-0.7,0.000434455,7.64372E-05
-0.65,0.000433962,7.26946E-05
-0.6,0.000433458,6.94918E-05
-0.55,0.000432941,6.67167E-05
-0.5,0.000432414,6.42875E-05
-0.45,0.000431876,6.21433E-05
-0.4,0.000431329,6.02381E-05
-0.35,0.000430772,5.85363E-05
-0.3,0.000430207,5.70103E-05
-0.25,0.000429634,5.56377E-05
-0.2,0.000429049,5.43996E-05
-0.15,0.00042845,5.3278E-05
-0.1,0.000427827,5.22548E-05
-0.05,0.000427164,5.13097E-05
1.20737E-15,0.000426446,5.04232E-05
0.05,0.000425658,4.95794E-05
0.1,0.000424788,4.87688E-05
0.15,0.000423824,4.79879E-05
0.2,0.000422758,4.72366E-05
0.25,0.000421577,4.65154E-05
0.3,0.000420265,4.58247E-05
0.35,0.000418803,4.5164E-05
0.4,0.000417166,4.45324E-05
0.45,0.000415331,4.39285E-05
0.5,0.000413274,4.33509E-05
0.55,0.000410975,4.2798E-05
0.6,0.000387237,4.22685E-05
0.65,0.000339792,4.17611E-05
0.7,0.000279607,4.12748E-05
0.75,0.000231478,4.08092E-05
0.8,0.000203089,4.03655E-05
0.85,0.000190216,3.99483E-05
0.9,0.00018818,3.95698E-05
0.95,0.000193946,3.92608E-05
1,0.000205511,3.90924E-05
1.05,0.000221303,3.92171E-05
1.1,0.000239887,3.99372E-05
1.15,0.000259899,4.18679E-05
1.2,0.000280107,4.64475E-05
1.25,0.000299502,5.71161E-05
1.3,0.000317364,8.0741E-05
1.35,0.000333273,0.000125994
1.4,0.000347069,0.000192523
1.45,0.000358789,0.000261494
1.5,0.000368598,0.000313319
1.55,0.000376721,0.000345253
1.6,0.000383407,0.000363723
1.65,0.000388895,0.00037476
1.7,0.000393403,0.000381913
1.75,0.000397116,0.000386987
1.8,0.00040019,0.000390871
1.85,0.000402755,0.000394011
1.9,0.000404912,0.000396646
1.95,0.000406744,0.000398913
2,0.000408316,0.000400897
