vgs,cgb_22_0,cgb_22_1,cgb_22_2
-2,0.000434561,0.000439828,0.000423322
-1.95,0.00043415,0.000439605,0.000422568
-1.9,0.000433724,0.000439374,0.000421793
-1.85,0.000433285,0.000439134,0.000420998
-1.8,0.000432831,0.000438884,0.000420183
-1.75,0.000432362,0.000438625,0.000419347
-1.7,0.000431879,0.000438356,0.000418492
-1.65,0.000431379,0.000438077,0.000417619
-1.6,0.000430864,0.000437788,0.00041673
-1.55,0.000430333,0.000437489,0.000415829
-1.5,0.000429785,0.000437178,0.00041492
-1.45,0.000429221,0.000436857,0.000414011
-1.4,0.000428639,0.000436524,0.000413115
-1.35,0.000428039,0.000436179,0.000406608
-1.3,0.000427421,0.000435822,0.000388958
-1.25,0.000426785,0.000435453,0.000352704
-1.2,0.000426129,0.000435071,0.000293331
-1.15,0.000425455,0.000434676,0.000228718
-1.1,0.000424761,0.000434268,0.000179103
-1.05,0.000424047,0.000433846,0.000145998
-1,0.000423313,0.000433409,0.000123967
-0.95,0.000422559,0.000432958,0.000108668
-0.9,0.000421784,0.000432493,9.75192E-05
-0.85,0.000420989,0.000432011,8.9042E-05
-0.8,0.000420173,0.000431514,8.23663E-05
-0.75,0.000419337,0.000431,7.69569E-05
-0.7,0.000418482,0.000430468,7.24703E-05
-0.65,0.000417609,0.000429919,6.86773E-05
-0.6,0.00041672,0.00042935,6.54192E-05
-0.55,0.000415818,0.000428762,6.25831E-05
-0.5,0.000414909,0.000428152,6.00861E-05
-0.45,0.000414001,0.00042752,5.78664E-05
-0.4,0.000413105,0.000426863,5.58765E-05
-0.35,0.000406473,0.000426179,5.40795E-05
-0.3,0.000388671,0.000425464,5.24463E-05
-0.25,0.000352149,0.000424715,5.09535E-05
-0.2,0.000292573,0.000423928,4.95821E-05
-0.15,0.00022805,0.000423094,4.83165E-05
-0.1,0.000178642,0.000422206,4.71438E-05
-0.05,0.000145694,0.000421251,4.6053E-05
1.20737E-15,0.000123761,0.000420215,4.5035E-05
0.05,0.00010852,0.00041908,4.40821E-05
0.1,9.74079E-05,0.000417823,4.31876E-05
0.15,8.89551E-05,0.00041641,4.23459E-05
0.2,8.22961E-05,0.0004148,4.15519E-05
0.25,7.68986E-05,0.000412939,4.08012E-05
0.3,7.24209E-05,0.000410758,4.00901E-05
0.35,6.86345E-05,0.000408166,3.94151E-05
0.4,6.53815E-05,0.000405052,3.87734E-05
0.45,6.25493E-05,0.000401272,3.81622E-05
0.5,6.00553E-05,0.000396649,3.75792E-05
0.55,5.78376E-05,0.000390968,3.70223E-05
0.6,5.58485E-05,0.000362783,3.64896E-05
0.65,5.40504E-05,0.000309518,3.59793E-05
0.7,5.24127E-05,0.000241779,3.549E-05
0.75,5.09087E-05,0.000183947,3.502E-05
0.8,4.95126E-05,0.000143288,3.4568E-05
0.85,4.81948E-05,0.000115202,3.41323E-05
0.9,4.69134E-05,9.47726E-05,3.37106E-05
0.95,4.55989E-05,7.89602E-05,3.32994E-05
1,4.41248E-05,6.60777E-05,3.28912E-05
1.05,4.22584E-05,5.52129E-05,3.24693E-05
1.1,3.95983E-05,4.58828E-05,3.19957E-05
1.15,3.55692E-05,3.78344E-05,3.13817E-05
1.2,2.96855E-05,3.09276E-05,3.04274E-05
1.25,2.22362E-05,2.50664E-05,2.8718E-05
1.3,1.469E-05,2.01619E-05,2.55584E-05
1.35,8.70398E-06,1.61174E-05,2.03402E-05
1.4,4.83496E-06,1.28278E-05,1.36828E-05
1.45,2.65512E-06,1.0184E-05,7.68508E-06
1.5,1.51727E-06,8.08027E-06,3.79126E-06
1.55,9.42781E-07,6.4191E-06,1.77564E-06
1.6,6.53697E-07,5.11486E-06,8.52666E-07
1.65,5.04974E-07,4.09474E-06,4.52391E-07
1.7,4.24564E-07,3.29854E-06,2.81474E-07
1.75,3.77482E-07,2.67751E-06,2.07621E-07
1.8,3.46894E-07,2.19276E-06,1.74296E-07
1.85,3.24718E-07,1.81365E-06,1.57859E-07
1.9,3.07058E-07,1.51624E-06,1.48513E-07
1.95,2.92018E-07,1.28196E-06,1.42207E-07
2,2.78656E-07,1.09644E-06,1.37265E-07
