vgs,cgs_21_2,cgs_21_0
-2,1.06259E-06,1.06259E-06
-1.95,1.06465E-06,1.06465E-06
-1.9,1.06673E-06,1.06673E-06
-1.85,1.06885E-06,1.06885E-06
-1.8,1.07101E-06,1.07101E-06
-1.75,1.0732E-06,1.0732E-06
-1.7,1.07543E-06,1.07543E-06
-1.65,1.07771E-06,1.07771E-06
-1.6,1.08002E-06,1.08002E-06
-1.55,1.08237E-06,1.08237E-06
-1.5,1.08477E-06,1.08477E-06
-1.45,1.08721E-06,1.08721E-06
-1.4,1.0897E-06,1.0897E-06
-1.35,1.09223E-06,1.09223E-06
-1.3,1.09482E-06,1.09482E-06
-1.25,1.09745E-06,1.09745E-06
-1.2,1.10014E-06,1.10014E-06
-1.15,1.10288E-06,1.10288E-06
-1.1,1.10567E-06,1.10567E-06
-1.05,1.10852E-06,1.10852E-06
-1,1.11144E-06,1.11144E-06
-0.95,1.11441E-06,1.11441E-06
-0.9,1.11744E-06,1.11744E-06
-0.85,1.12054E-06,1.12054E-06
-0.8,1.12371E-06,1.12371E-06
-0.75,1.12694E-06,1.12694E-06
-0.7,1.13025E-06,1.13025E-06
-0.65,1.13362E-06,1.13362E-06
-0.6,1.13707E-06,1.13707E-06
-0.55,1.14059E-06,1.14059E-06
-0.5,1.14419E-06,1.14419E-06
-0.45,1.14785E-06,1.14785E-06
-0.4,1.15157E-06,1.15157E-06
-0.35,1.15535E-06,1.15535E-06
-0.3,1.15914E-06,1.15914E-06
-0.25,1.16293E-06,1.16293E-06
-0.2,1.16664E-06,1.16664E-06
-0.15,1.17018E-06,1.17018E-06
-0.1,1.17343E-06,1.17343E-06
-0.05,1.17626E-06,1.17626E-06
1.20737E-15,1.17855E-06,1.17855E-06
0.05,1.18028E-06,1.18029E-06
0.1,1.18152E-06,1.18152E-06
0.15,1.18235E-06,1.18237E-06
0.2,1.18291E-06,1.18294E-06
0.25,1.18328E-06,1.18334E-06
0.3,1.18353E-06,1.18366E-06
0.35,1.1837E-06,1.18397E-06
0.4,1.18381E-06,1.18439E-06
0.45,1.1839E-06,1.18511E-06
0.5,1.18398E-06,1.18652E-06
0.55,1.18407E-06,1.18941E-06
0.6,1.1842E-06,1.19543E-06
0.65,1.18448E-06,1.20803E-06
0.7,1.18511E-06,1.23431E-06
0.75,1.18662E-06,1.2887E-06
0.8,1.19025E-06,1.39945E-06
0.85,1.19903E-06,1.61915E-06
0.9,1.22023E-06,2.04182E-06
0.95,1.27104E-06,2.84064E-06
1,1.39072E-06,4.36779E-06
1.05,1.66377E-06,7.37245E-06
1.1,2.26049E-06,1.33481E-05
1.15,3.53268E-06,2.48182E-05
1.2,6.29951E-06,4.47715E-05
1.25,1.24884E-05,7.39239E-05
1.3,2.58805E-05,0.000107386
1.35,5.11163E-05,0.000137132
1.4,8.7709E-05,0.000158689
1.45,0.000125193,0.000172546
1.5,0.000153053,0.000181097
1.55,0.000170027,0.000186464
1.6,0.000179724,0.000190014
1.65,0.000185443,0.000192523
1.7,0.000189105,0.000194418
1.75,0.000191679,0.000195928
1.8,0.000193637,0.000197182
1.85,0.000195215,0.000198254
1.9,0.000196537,0.000199192
1.95,0.000197674,0.000200023
2,0.000198668,0.000200768
