vgs,cgd_20_2,cgd_20_0,cgd_20_1
-2,2.19231E-06,2.19231E-06,2.19231E-06
-1.95,2.2066E-06,2.2066E-06,2.2066E-06
-1.9,2.22143E-06,2.22143E-06,2.22143E-06
-1.85,2.23683E-06,2.23683E-06,2.23683E-06
-1.8,2.25285E-06,2.25285E-06,2.25285E-06
-1.75,2.26954E-06,2.26954E-06,2.26954E-06
-1.7,2.28692E-06,2.28692E-06,2.28692E-06
-1.65,2.30506E-06,2.30506E-06,2.30506E-06
-1.6,2.32402E-06,2.32402E-06,2.32402E-06
-1.55,2.34385E-06,2.34385E-06,2.34385E-06
-1.5,2.36462E-06,2.36462E-06,2.36462E-06
-1.45,2.38642E-06,2.38642E-06,2.38642E-06
-1.4,2.40932E-06,2.40932E-06,2.40932E-06
-1.35,2.43343E-06,2.43343E-06,2.43343E-06
-1.3,2.45884E-06,2.45884E-06,2.45884E-06
-1.25,2.4857E-06,2.4857E-06,2.4857E-06
-1.2,2.51412E-06,2.51412E-06,2.51412E-06
-1.15,2.54428E-06,2.54428E-06,2.54428E-06
-1.1,2.57634E-06,2.57634E-06,2.57634E-06
-1.05,2.61053E-06,2.61053E-06,2.61053E-06
-1,2.64707E-06,2.64707E-06,2.64707E-06
-0.95,2.68625E-06,2.68625E-06,2.68625E-06
-0.9,2.72839E-06,2.72839E-06,2.72839E-06
-0.85,2.77387E-06,2.77387E-06,2.77387E-06
-0.8,2.82313E-06,2.82313E-06,2.82313E-06
-0.75,2.87672E-06,2.87672E-06,2.87672E-06
-0.7,2.93526E-06,2.93526E-06,2.93526E-06
-0.65,2.9995E-06,2.9995E-06,2.9995E-06
-0.6,3.07037E-06,3.07037E-06,3.07037E-06
-0.55,3.14895E-06,3.14895E-06,3.14895E-06
-0.5,3.23655E-06,3.23655E-06,3.23655E-06
-0.45,3.33472E-06,3.33472E-06,3.33472E-06
-0.4,3.44527E-06,3.44527E-06,3.44527E-06
-0.35,3.57016E-06,3.57016E-06,3.57016E-06
-0.3,3.71137E-06,3.71137E-06,3.71137E-06
-0.25,3.87036E-06,3.87036E-06,3.87036E-06
-0.2,4.04719E-06,4.04719E-06,4.04719E-06
-0.15,4.23907E-06,4.23907E-06,4.23907E-06
-0.1,4.4387E-06,4.4387E-06,4.4387E-06
-0.05,4.63395E-06,4.63395E-06,4.63395E-06
1.20737E-15,4.81048E-06,4.81048E-06,4.81048E-06
0.05,4.95711E-06,4.95711E-06,4.95711E-06
0.1,5.06992E-06,5.06992E-06,5.06992E-06
0.15,5.15188E-06,5.15188E-06,5.15188E-06
0.2,5.20941E-06,5.20941E-06,5.20941E-06
0.25,5.24922E-06,5.24922E-06,5.24922E-06
0.3,5.27678E-06,5.27678E-06,5.27678E-06
0.35,5.29603E-06,5.29603E-06,5.29603E-06
0.4,5.30967E-06,5.30967E-06,5.30967E-06
0.45,5.31949E-06,5.31949E-06,5.31949E-06
0.5,5.32669E-06,5.32669E-06,5.32669E-06
0.55,5.33205E-06,5.33205E-06,5.33205E-06
0.6,5.33611E-06,5.33611E-06,5.33611E-06
0.65,5.33923E-06,5.33923E-06,5.33923E-06
0.7,5.34165E-06,5.34165E-06,5.34165E-06
0.75,5.34357E-06,5.34357E-06,5.34357E-06
0.8,5.3451E-06,5.3451E-06,5.3451E-06
0.85,5.34633E-06,5.34633E-06,5.34633E-06
0.9,5.34734E-06,5.34734E-06,5.34734E-06
0.95,5.34816E-06,5.34816E-06,5.34816E-06
1,5.34885E-06,5.34885E-06,5.34885E-06
1.05,5.34942E-06,5.34942E-06,5.34942E-06
1.1,5.34991E-06,5.34991E-06,5.34991E-06
1.15,5.35032E-06,5.35032E-06,5.35032E-06
1.2,5.35066E-06,5.35066E-06,5.35066E-06
1.25,5.35096E-06,5.35096E-06,5.35096E-06
1.3,5.35122E-06,5.35122E-06,5.35122E-06
1.35,5.35145E-06,5.35145E-06,5.35145E-06
1.4,5.35164E-06,5.35164E-06,5.35164E-06
1.45,5.35181E-06,5.35181E-06,5.35181E-06
1.5,5.35196E-06,5.35196E-06,5.35196E-06
1.55,5.3521E-06,5.3521E-06,5.3521E-06
1.6,5.35221E-06,5.35221E-06,5.35221E-06
1.65,5.35232E-06,5.35232E-06,5.35232E-06
1.7,5.35241E-06,5.35241E-06,5.35241E-06
1.75,5.35249E-06,5.35249E-06,5.35249E-06
1.8,5.35257E-06,5.35257E-06,5.35257E-06
1.85,5.35263E-06,5.35263E-06,5.35263E-06
1.9,5.35269E-06,5.35269E-06,5.35269E-06
1.95,5.35275E-06,5.35275E-06,5.35275E-06
2,5.3528E-06,5.3528E-06,5.3528E-06
