vgs,cgs_21_0,cgs_21_2
-2,7.44279E-07,7.44276E-07
-1.95,7.46589E-07,7.46586E-07
-1.9,7.48947E-07,7.48943E-07
-1.85,7.51356E-07,7.51351E-07
-1.8,7.53818E-07,7.5381E-07
-1.75,7.56333E-07,7.56323E-07
-1.7,7.58906E-07,7.58891E-07
-1.65,7.61537E-07,7.61518E-07
-1.6,7.6423E-07,7.64204E-07
-1.55,7.66989E-07,7.66952E-07
-1.5,7.69815E-07,7.69766E-07
-1.45,7.72713E-07,7.72646E-07
-1.4,7.75688E-07,7.75597E-07
-1.35,7.78745E-07,7.78622E-07
-1.3,7.8189E-07,7.81722E-07
-1.25,7.85131E-07,7.84903E-07
-1.2,7.88478E-07,7.88168E-07
-1.15,7.91942E-07,7.9152E-07
-1.1,7.95539E-07,7.94966E-07
-1.05,7.99288E-07,7.9851E-07
-1,8.03214E-07,8.02159E-07
-0.95,8.07352E-07,8.05919E-07
-0.9,8.11744E-07,8.09801E-07
-0.85,8.16448E-07,8.13815E-07
-0.8,8.21541E-07,8.17975E-07
-0.75,8.27124E-07,8.22299E-07
-0.7,8.33331E-07,8.2681E-07
-0.65,8.40338E-07,8.31539E-07
-0.6,8.48375E-07,8.36528E-07
-0.55,8.57744E-07,8.41833E-07
-0.5,8.68831E-07,8.47531E-07
-0.45,8.8213E-07,8.53728E-07
-0.4,8.98261E-07,8.60566E-07
-0.35,9.17999E-07,8.68242E-07
-0.3,9.42313E-07,8.77017E-07
-0.25,9.72417E-07,8.87243E-07
-0.2,1.00987E-06,8.99381E-07
-0.15,1.05673E-06,9.14033E-07
-0.1,1.11582E-06,9.31993E-07
-0.05,1.18928E-06,9.53937E-07
1.20737E-15,1.28278E-06,9.81281E-07
0.05,1.40347E-06,1.01588E-06
0.1,1.56115E-06,1.06029E-06
0.15,1.76916E-06,1.11808E-06
0.2,2.0453E-06,1.19422E-06
0.25,2.41298E-06,1.29571E-06
0.3,2.90253E-06,1.43251E-06
0.35,3.55246E-06,1.61871E-06
0.4,4.4103E-06,1.87413E-06
0.45,5.53227E-06,2.22617E-06
0.5,6.98064E-06,2.71205E-06
0.55,8.81749E-06,3.38116E-06
0.6,1.10941E-05,4.29689E-06
0.65,1.38363E-05,5.53679E-06
0.7,1.703E-05,7.18859E-06
0.75,2.06103E-05,9.33936E-06
0.8,2.44617E-05,1.20557E-05
0.85,2.84316E-05,1.53569E-05
0.9,3.23534E-05,1.91895E-05
0.95,3.60732E-05,2.34161E-05
1,3.94712E-05,2.78305E-05
1.05,4.24726E-05,3.21963E-05
1.1,4.50468E-05,3.62953E-05
1.15,4.71996E-05,3.99666E-05
1.2,4.89618E-05,4.31222E-05
1.25,5.0378E-05,4.57423E-05
1.3,5.1498E-05,4.78566E-05
1.35,5.23706E-05,4.95236E-05
1.4,5.30405E-05,5.08132E-05
1.45,5.35465E-05,5.17946E-05
1.5,5.39215E-05,5.25303E-05
1.55,5.41922E-05,5.30733E-05
1.6,5.43805E-05,5.34666E-05
1.65,5.45039E-05,5.37447E-05
1.7,5.45761E-05,5.39344E-05
1.75,5.46082E-05,5.40564E-05
1.8,5.46087E-05,5.41265E-05
1.85,5.45845E-05,5.41568E-05
1.9,5.45408E-05,5.41567E-05
1.95,5.4482E-05,5.4133E-05
2,5.44113E-05,5.40914E-05
