vgs,cgd_20_0,cgd_20_2,cgd_20_1
-2,8.5678E-06,8.5678E-06,8.6345E-06
-1.95,8.64929E-06,8.64929E-06,8.72408E-06
-1.9,8.73388E-06,8.73388E-06,8.81771E-06
-1.85,8.82177E-06,8.82176E-06,8.91571E-06
-1.8,8.91317E-06,8.91316E-06,9.01846E-06
-1.75,9.00833E-06,9.00832E-06,9.12635E-06
-1.7,9.10752E-06,9.10751E-06,9.23983E-06
-1.65,9.21103E-06,9.21101E-06,9.35942E-06
-1.6,9.31917E-06,9.31914E-06,9.48569E-06
-1.55,9.4323E-06,9.43226E-06,9.61929E-06
-1.5,9.55082E-06,9.55077E-06,9.76096E-06
-1.45,9.67517E-06,9.67511E-06,9.91152E-06
-1.4,9.80585E-06,9.80575E-06,1.00719E-05
-1.35,9.94339E-06,9.94327E-06,1.02433E-05
-1.3,1.00884E-05,1.00883E-05,1.04268E-05
-1.25,1.02417E-05,1.02414E-05,1.06238E-05
-1.2,1.04039E-05,1.04036E-05,1.0836E-05
-1.15,1.05761E-05,1.05756E-05,1.10652E-05
-1.1,1.07591E-05,1.07586E-05,1.13136E-05
-1.05,1.09544E-05,1.09536E-05,1.15834E-05
-1,1.11631E-05,1.11621E-05,1.18776E-05
-0.95,1.13871E-05,1.13856E-05,1.21993E-05
-0.9,1.1628E-05,1.16261E-05,1.25522E-05
-0.85,1.18882E-05,1.18856E-05,1.29408E-05
-0.8,1.21703E-05,1.21667E-05,1.337E-05
-0.75,1.24774E-05,1.24725E-05,1.38456E-05
-0.7,1.28132E-05,1.28067E-05,1.43744E-05
-0.65,1.31823E-05,1.31735E-05,1.49644E-05
-0.6,1.359E-05,1.35782E-05,1.56248E-05
-0.55,1.40429E-05,1.4027E-05,1.63664E-05
-0.5,1.45489E-05,1.45276E-05,1.72017E-05
-0.45,1.51172E-05,1.50888E-05,1.81452E-05
-0.4,1.57589E-05,1.57212E-05,1.92132E-05
-0.35,1.64858E-05,1.64361E-05,2.04234E-05
-0.3,1.73103E-05,1.7245E-05,2.17941E-05
-0.25,1.8242E-05,1.81569E-05,2.33409E-05
-0.2,1.9283E-05,1.91725E-05,2.50717E-05
-0.15,2.04193E-05,2.02766E-05,2.69778E-05
-0.1,2.16124E-05,2.14286E-05,2.90249E-05
-0.05,2.27955E-05,2.25602E-05,3.11009E-05
1.20737E-15,2.38927E-05,2.35912E-05,3.31573E-05
0.05,2.48473E-05,2.44597E-05,3.51346E-05
0.1,2.56467E-05,2.51458E-05,3.70102E-05
0.15,2.63209E-05,2.56699E-05,3.87993E-05
0.2,2.69244E-05,2.60733E-05,4.0535E-05
0.25,2.75187E-05,2.64014E-05,4.22499E-05
0.3,2.8165E-05,2.6695E-05,4.39678E-05
0.35,2.89245E-05,2.69908E-05,4.5702E-05
0.4,2.986E-05,2.73239E-05,4.7457E-05
0.45,3.10379E-05,2.77318E-05,4.92307E-05
0.5,3.25273E-05,2.82587E-05,5.10166E-05
0.55,3.43946E-05,2.89583E-05,5.28052E-05
0.6,3.66943E-05,2.98971E-05,5.45852E-05
0.65,3.94543E-05,3.11548E-05,5.63446E-05
0.7,4.26618E-05,3.28204E-05,5.80712E-05
0.75,4.6253E-05,3.49821E-05,5.97533E-05
0.8,5.01131E-05,3.77071E-05,6.13804E-05
0.85,5.409E-05,4.10154E-05,6.29431E-05
0.9,5.80175E-05,4.48536E-05,6.44334E-05
0.95,6.17421E-05,4.9085E-05,6.58452E-05
1,6.5144E-05,5.35033E-05,6.71739E-05
1.05,6.81487E-05,5.78723E-05,6.84165E-05
1.1,7.07256E-05,6.19741E-05,6.95716E-05
1.15,7.28807E-05,6.56477E-05,7.06391E-05
1.2,7.46449E-05,6.88053E-05,7.16201E-05
1.25,7.60628E-05,7.14271E-05,7.25167E-05
1.3,7.71842E-05,7.35428E-05,7.33317E-05
1.35,7.80581E-05,7.52112E-05,7.40688E-05
1.4,7.87291E-05,7.65019E-05,7.4732E-05
1.45,7.92362E-05,7.74843E-05,7.53255E-05
1.5,7.9612E-05,7.82208E-05,7.58539E-05
1.55,7.98834E-05,7.87645E-05,7.63217E-05
1.6,8.00724E-05,7.91585E-05,7.67334E-05
1.65,8.01964E-05,7.94373E-05,7.70936E-05
1.7,8.02692E-05,7.96275E-05,7.74064E-05
1.75,8.03017E-05,7.97499E-05,7.76761E-05
1.8,8.03026E-05,7.98204E-05,7.79066E-05
1.85,8.02788E-05,7.98512E-05,7.81014E-05
1.9,8.02355E-05,7.98513E-05,7.8264E-05
1.95,8.0177E-05,7.9828E-05,7.83977E-05
2,8.01066E-05,7.97866E-05,7.85053E-05
