 v-sweep         v(g_15_0)       i(v_s_15_0)     i(v_s_12_0)     i(v_s_10_4)     v(g_14_3)       v(g_16_4)       i(v_s_11_2)     v(g_18_1)       i(v_s_10_0)     v(g_12_1)       i(v_s_19_0)     i(v_s_14_0)     v(g_19_0)       i(v_s_16_4)     i(v_s_16_0)     i(v_s_13_1)     v(g_10_3)       v(g_18_0)       v(g_12_3)       v(g_17_3)       i(v_s_15_3)     i(v_s_19_1)     i(v_s_11_1)     v(g_11_2)       i(v_s_14_3)     v(g_12_0)       i(v_s_10_2)     v(g_18_2)       v(g_17_4)       v(g_10_2)       v(g_11_1)       i(v_s_12_2)     i(v_s_14_2)     i(v_s_12_3)     v(g_15_4)       i(v_s_11_0)     i(v_s_15_1)     v(g_11_0)       i(v_s_13_4)     v(g_16_1)       v(g_13_0)       i(v_s_17_3)     v(g_18_4)       i(v_s_11_4)     v(g_17_2)       i(v_s_19_3)     v(g_19_2)       i(v_s_19_4)     i(v_s_17_0)     i(v_s_18_0)     v(g_13_4)       v(g_13_3)       v(g_16_3)       v(g_17_0)       i(v_s_11_3)     v(g_10_0)       v(g_10_4)       v(g_19_1)       v(g_14_0)       i(v_s_15_4)     v(g_10_1)       v(g_11_3)       i(v_s_18_2)     i(v_s_18_4)     i(v_s_16_1)     i(v_s_14_4)     v(g_16_0)       i(v_s_19_2)     v(g_12_2)       v(g_12_4)       i(v_s_18_3)     v(g_13_2)       v(g_19_3)       v(g_17_1)       i(v_s_10_3)     v(g_13_1)       i(v_s_13_3)     i(v_s_13_2)     i(v_s_10_1)     v(g_14_2)       i(v_s_14_1)     v(g_18_3)       i(v_s_18_1)     v(g_15_3)       i(v_s_12_1)     i(v_s_12_4)     i(v_s_17_4)     v(g_19_4)       v(g_14_4)       i(v_s_17_2)     i(v_s_13_0)     i(v_s_17_1)     i(v_s_15_2)     v(g_11_4)       i(v_s_16_3)     v(g_16_2)       v(g_14_1)       v(g_15_2)       i(v_s_16_2)     v(g_15_1)      
 5.00000000e-01  5.00000000e-01  1.86177916e-07 -8.59816914e-13  2.68890711e-12  5.00000000e-01  5.00000000e-01 -2.68803929e-13  5.00000000e-01 -9.84872855e-13  5.00000000e-01 -9.91756651e-13  5.83880744e-09  5.00000000e-01  5.35458956e-12 -9.66438962e-13 -3.18917268e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.57102885e-07 -7.23898711e-13 -6.82459914e-13  5.00000000e-01  8.08746013e-09  5.00000000e-01 -3.31433537e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.45500707e-13  7.12534873e-09  1.71227312e-12  5.00000000e-01 -9.78713595e-13  2.04069940e-07  5.00000000e-01  7.74735070e-12  5.00000000e-01  5.00000000e-01  1.50956180e-12  5.00000000e-01  3.59658322e-12  5.00000000e-01  8.42227343e-14  5.00000000e-01  1.40271274e-12 -9.52811746e-13 -9.94158430e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  6.14003804e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  3.00152836e-07  5.00000000e-01  5.00000000e-01 -4.34951669e-13  1.04887962e-12 -6.45562701e-13  9.46169502e-09  5.00000000e-01 -4.10776519e-13  5.00000000e-01  5.00000000e-01 -3.24943233e-15  5.00000000e-01  5.00000000e-01  5.00000000e-01  3.87810449e-13  5.00000000e-01  2.40881872e-12  5.22585240e-13 -7.01365469e-13  5.00000000e-01  6.40447433e-09  5.00000000e-01 -7.31218583e-13  5.00000000e-01 -4.39483173e-13  5.79032846e-12  7.16531234e-12  5.00000000e-01  5.00000000e-01 -1.72701386e-14 -8.03060105e-13 -6.04963690e-13  2.26824209e-07  5.00000000e-01  1.04840850e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.48138898e-13  5.00000000e-01 
 6.00000000e-01  6.00000000e-01  1.86919654e-07  5.35700263e-13  2.11641634e-11  6.00000000e-01  6.00000000e-01  1.73093868e-12  6.00000000e-01 -8.32724224e-13  6.00000000e-01 -9.08370609e-13  5.86211923e-09  6.00000000e-01  4.21075331e-11 -6.30198750e-13  3.69345150e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  2.58480469e-07 -4.78576393e-13 -4.94238525e-14  6.00000000e-01  8.13095721e-09  6.00000000e-01  1.12682691e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.64496198e-12  7.15949708e-09  1.69379161e-11  6.00000000e-01 -7.65026087e-13  2.04954778e-07  6.00000000e-01  6.04507251e-11  6.00000000e-01  6.00000000e-01  1.52740206e-11  6.00000000e-01  2.83085685e-11  6.00000000e-01  2.70487687e-12  6.00000000e-01  1.10627212e-11 -4.80453264e-13 -9.34775080e-13  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  7.37840249e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  3.02003852e-07  6.00000000e-01  6.00000000e-01  1.28741571e-13  8.27212246e-12  3.32417080e-13  9.52034059e-09  6.00000000e-01  3.62089852e-13  6.00000000e-01  6.00000000e-01  1.93173563e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  5.38151068e-12  6.00000000e-01  2.30389007e-11  9.30026394e-12 -2.45261836e-13  6.00000000e-01  6.43231288e-09  6.00000000e-01 -5.54430835e-13  6.00000000e-01  2.45095984e-12  4.51800540e-11  5.63470387e-11  6.00000000e-01  6.00000000e-01  4.15490983e-12  1.15706454e-12  7.52829298e-13  2.27908024e-07  6.00000000e-01  1.12056118e-11  6.00000000e-01  6.00000000e-01  6.00000000e-01  2.89319247e-12  6.00000000e-01 
 7.00000000e-01  7.00000000e-01  1.87657337e-07  1.52094788e-11  1.58538715e-10  7.00000000e-01  7.00000000e-01  2.03034177e-11  7.00000000e-01  7.89016860e-13  7.00000000e-01 -1.88814306e-14  5.88530396e-09  7.00000000e-01  3.14682317e-10  2.95085508e-12  4.32127290e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  2.59852638e-07  1.98259571e-12  6.29310051e-12  7.00000000e-01  8.17428500e-09  7.00000000e-01  1.46702734e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  6.48601239e-11  7.19348996e-09  1.42399043e-10  7.00000000e-01  1.51265414e-12  2.05835126e-07  7.00000000e-01  4.43122415e-10  7.00000000e-01  7.00000000e-01  1.31160277e-10  7.00000000e-01  2.12065985e-10  7.00000000e-01  2.48947604e-11  7.00000000e-01  8.32954669e-11  4.55030042e-12 -3.01325738e-13  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  6.44484143e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.03849271e-07  7.00000000e-01  7.00000000e-01  5.37557745e-12  6.22818868e-11  1.01198113e-11  9.57881239e-09  7.00000000e-01  7.55592276e-12  7.00000000e-01  7.00000000e-01  1.83156772e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01  4.75118841e-11  7.00000000e-01  1.93039338e-10  8.91509129e-11  4.32453338e-12  7.00000000e-01  6.46001073e-09  7.00000000e-01  1.21917340e-12  7.00000000e-01  3.09198245e-11  3.31156195e-10  4.21115776e-10  7.00000000e-01  7.00000000e-01  4.28428580e-11  2.17677021e-11  1.43413204e-11  2.28986874e-07  7.00000000e-01  9.67204117e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.10948602e-11  7.00000000e-01 
 8.00000000e-01  8.00000000e-01  1.88391127e-07  1.59779365e-10  1.08844932e-09  8.00000000e-01  8.00000000e-01  1.83215943e-10  8.00000000e-01  1.74428510e-11  8.00000000e-01  9.13747394e-12  5.90836671e-09  8.00000000e-01  2.14857281e-09  3.96315594e-11  4.03493943e-10  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  2.61219657e-07  2.56464765e-11  6.70360416e-11  8.00000000e-01  8.21745191e-09  8.00000000e-01  1.33465429e-10  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.47907486e-10  7.22733431e-09  1.07079633e-09  8.00000000e-01  2.49024779e-11  2.06711171e-07  8.00000000e-01  2.90861728e-09  8.00000000e-01  8.00000000e-01  1.03426235e-09  8.00000000e-01  1.45642731e-09  8.00000000e-01  2.00365500e-10  8.00000000e-01  5.78443274e-10  5.60804348e-11  6.21935173e-12  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.11620004e-10  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  3.05689429e-07  8.00000000e-01  8.00000000e-01  5.16840877e-11  4.32404495e-10  1.03533088e-10  9.63712108e-09  8.00000000e-01  7.10502913e-11  8.00000000e-01  8.00000000e-01  1.47863623e-10  8.00000000e-01  8.00000000e-01  8.00000000e-01  3.77586809e-10  8.00000000e-01  1.45140560e-09  7.51804472e-10  4.80894094e-11  8.00000000e-01  6.48757378e-09  8.00000000e-01  1.82720282e-11  8.00000000e-01  2.90445146e-10  2.17221162e-09  2.87618389e-09  8.00000000e-01  8.00000000e-01  3.80699067e-10  2.24833630e-10  1.44034539e-10  2.30060980e-07  8.00000000e-01  7.63065865e-10  8.00000000e-01  8.00000000e-01  8.00000000e-01  2.77367732e-10  8.00000000e-01 
 9.00000000e-01  9.00000000e-01  1.89121181e-07  1.40410975e-09  6.47805836e-09  9.00000000e-01  9.00000000e-01  1.46186604e-09  9.00000000e-01  1.77657816e-10  9.00000000e-01  9.78511829e-11  5.93131240e-09  9.00000000e-01  1.26520374e-08  3.89891725e-10  3.21294660e-09  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.62581786e-07  2.35931712e-10  6.01118295e-10  9.00000000e-01  8.26046610e-09  9.00000000e-01  1.06556322e-09  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.91009019e-09  7.26103685e-09  6.77093800e-09  9.00000000e-01  2.49927298e-10  2.07583095e-07  9.00000000e-01  1.62353425e-08  9.00000000e-01  9.00000000e-01  7.12747446e-09  9.00000000e-01  8.69476203e-09  9.00000000e-01  1.42083112e-09  9.00000000e-01  3.51429476e-09  5.48151938e-10  6.93949727e-11  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.56491103e-09  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.07524653e-07  9.00000000e-01  9.00000000e-01  4.20491915e-10  2.62104143e-09  9.17182684e-10  9.69527699e-09  9.00000000e-01  5.76847849e-10  9.00000000e-01  9.00000000e-01  1.04823582e-09  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.62906312e-09  9.00000000e-01  9.20185724e-09  5.36998440e-09  4.32853212e-10  9.00000000e-01  6.51500771e-09  9.00000000e-01  1.69797730e-10  9.00000000e-01  2.31312792e-09  1.20435362e-08  1.69861936e-08  9.00000000e-01  9.00000000e-01  3.00355687e-09  1.97304749e-09  1.27379949e-09  2.31130555e-07  9.00000000e-01  5.25451617e-09  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.18867252e-09  9.00000000e-01 
 1.00000000e+00  1.00000000e+00  1.89847651e-07  9.76172664e-09  3.18085158e-08  1.00000000e+00  1.00000000e+00  9.71046103e-09  1.00000000e+00  1.52467101e-09  1.00000000e+00  8.56934670e-10  5.95414579e-09  1.00000000e+00  6.12142837e-08  3.28113755e-09  2.02339247e-08  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.63939276e-07  1.83270248e-09  4.56782650e-09  1.00000000e+00  8.30333548e-09  1.00000000e+00  7.05869617e-09  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.19927560e-08  7.29460408e-09  3.40507731e-08  1.00000000e+00  2.14246232e-09  2.08451073e-07  1.00000000e+00  7.59408559e-08  1.00000000e+00  1.00000000e+00  4.04591480e-08  1.00000000e+00  4.39104316e-08  1.00000000e+00  8.39500794e-09  1.00000000e+00  1.80884727e-08  4.61129660e-09  6.09822602e-10  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.06005319e-08  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  3.09355262e-07  1.00000000e+00  1.00000000e+00  2.85384915e-09  1.32000121e-08  6.83357808e-09  9.75329020e-09  1.00000000e+00  3.92223000e-09  1.00000000e+00  1.00000000e+00  6.15126716e-09  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.50534997e-08  1.00000000e+00  4.75066689e-08  3.05827156e-08  3.28764027e-09  1.00000000e+00  6.54231804e-09  1.00000000e+00  1.31950606e-09  1.00000000e+00  1.44853466e-08  5.34816336e-08  8.44023388e-08  1.00000000e+00  1.00000000e+00  1.95787371e-08  1.37497047e-08  9.49702808e-09  2.32195808e-07  1.00000000e+00  2.95642303e-08  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.42281133e-08  1.00000000e+00 
 1.10000000e+00  1.10000000e+00  1.90570684e-07  5.05794751e-08  1.15837630e-07  1.10000000e+00  1.10000000e+00  5.16608483e-08  1.10000000e+00  1.04064742e-08  1.10000000e+00  6.02547192e-09  5.97687150e-09  1.10000000e+00  2.21045630e-07  2.17448209e-08  9.96595151e-08  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  2.65292373e-07  1.13170779e-08  2.74752605e-08  1.10000000e+00  8.34606780e-09  1.10000000e+00  3.65010347e-08  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  9.20333941e-08  7.32804236e-09  1.24813914e-07  1.10000000e+00  1.46716744e-08  2.09315275e-07  1.10000000e+00  2.84520656e-07  1.10000000e+00  1.10000000e+00  1.87459585e-07  1.10000000e+00  1.82503447e-07  1.10000000e+00  4.06455034e-08  1.10000000e+00  7.72088678e-08  3.06647350e-08  4.27844514e-09  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  9.74271153e-08  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  3.11181569e-07  1.10000000e+00  1.10000000e+00  1.52156493e-08  5.02578400e-08  3.95927139e-08  9.81117057e-09  1.10000000e+00  2.13786220e-08  1.10000000e+00  1.10000000e+00  2.81850756e-08  1.10000000e+00  1.10000000e+00  1.10000000e+00  6.65382578e-08  1.10000000e+00  1.97642786e-07  1.39034450e-07  1.95725073e-08  1.10000000e+00  6.56951013e-09  1.10000000e+00  8.08557115e-09  1.10000000e+00  6.78702653e-08  1.67940233e-07  3.45434241e-07  1.10000000e+00  1.10000000e+00  1.01668264e-07  7.32653701e-08  5.55897705e-08  2.33256939e-07  1.10000000e+00  1.28439446e-07  1.10000000e+00  1.10000000e+00  1.10000000e+00  7.18779461e-08  1.10000000e+00 
 1.20000000e+00  1.20000000e+00  1.91290424e-07  1.84150559e-07  2.81235535e-07  1.20000000e+00  1.20000000e+00  2.18369254e-07  1.20000000e+00  5.31627458e-08  1.20000000e+00  3.26981195e-08  5.99949405e-09  1.20000000e+00  5.38270196e-07  1.07563864e-07  3.82029835e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.66641316e-07  5.50933150e-08  1.30428157e-07  1.20000000e+00  8.38867061e-09  1.20000000e+00  1.34683406e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.58222314e-07  7.36135790e-09  3.04674241e-07  1.20000000e+00  7.76318022e-08  2.10175869e-07  1.20000000e+00  7.93287623e-07  1.20000000e+00  1.20000000e+00  6.81293579e-07  1.20000000e+00  5.72667596e-07  1.20000000e+00  1.54872932e-07  1.20000000e+00  2.51379393e-07  1.57075957e-07  2.25758803e-08  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.58940874e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.13003879e-07  1.20000000e+00  1.20000000e+00  5.87861497e-08  1.28028970e-07  1.70044716e-07  9.86892776e-09  1.20000000e+00  9.29718314e-08  1.20000000e+00  1.20000000e+00  8.91341655e-08  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.99981506e-07  1.20000000e+00  6.18827144e-07  4.84604999e-07  8.61646541e-08  1.20000000e+00  6.59658922e-09  1.20000000e+00  3.69743573e-08  1.20000000e+00  2.18029968e-07  3.57904812e-07  1.07657463e-06  1.20000000e+00  1.20000000e+00  4.20922434e-07  3.05014046e-07  2.56873502e-07  2.34314146e-07  1.20000000e+00  3.84203031e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.61260452e-07  1.20000000e+00 
 1.30000000e+00  1.30000000e+00  1.92007010e-07  4.41732448e-07  4.94363213e-07  1.30000000e+00  1.30000000e+00  6.86202976e-07  1.30000000e+00  1.88016945e-07  1.30000000e+00  1.38579819e-07  6.02201784e-09  1.30000000e+00  9.52177571e-07  3.72362077e-07  1.07365248e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.67986343e-07  2.06770672e-07  4.73567305e-07  1.30000000e+00  8.43115136e-09  1.30000000e+00  3.26416618e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.00331469e-07  7.39455675e-09  5.37449189e-07  1.30000000e+00  3.19953386e-07  2.11033016e-07  1.30000000e+00  1.67745056e-06  1.30000000e+00  1.30000000e+00  1.82943268e-06  1.30000000e+00  1.33294455e-06  1.30000000e+00  4.33466493e-07  1.30000000e+00  6.04778885e-07  6.30792928e-07  8.34803151e-08  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  9.68410966e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  3.14822494e-07  1.30000000e+00  1.30000000e+00  1.49327975e-07  2.32264784e-07  4.93235824e-07  9.92657132e-09  1.30000000e+00  3.03090057e-07  1.30000000e+00  1.30000000e+00  1.88994462e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  4.07286292e-07  1.30000000e+00  1.43482255e-06  1.23650075e-06  2.52565178e-07  1.30000000e+00  6.62356041e-09  1.30000000e+00  1.13789870e-07  1.30000000e+00  4.68343494e-07  5.80563980e-07  2.50356095e-06  1.30000000e+00  1.30000000e+00  1.30847034e-06  9.41894913e-07  9.15739256e-07  2.35367622e-07  1.30000000e+00  7.85612561e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  6.32224183e-07  1.30000000e+00 
 1.40000000e+00  1.40000000e+00  1.92720581e-07  7.66379021e-07  7.14947875e-07  1.40000000e+00  1.40000000e+00  1.58779228e-06  1.40000000e+00  4.35915854e-07  1.40000000e+00  4.34515394e-07  6.04444720e-09  1.40000000e+00  1.38441080e-06  8.57004434e-07  2.26178654e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.69327684e-07  5.65135888e-07  1.25016968e-06  1.40000000e+00  8.47351736e-09  1.40000000e+00  5.71039831e-07  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  7.64346133e-07  7.42764491e-09  7.78356774e-07  1.40000000e+00  9.69307115e-07  2.11886878e-07  1.40000000e+00  2.90529210e-06  1.40000000e+00  1.40000000e+00  3.75130523e-06  1.40000000e+00  2.46734833e-06  1.40000000e+00  9.15364219e-07  1.40000000e+00  1.14533407e-06  1.87915432e-06  2.01839079e-07  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.98886484e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  3.16637711e-07  1.40000000e+00  1.40000000e+00  2.69253795e-07  3.41892680e-07  9.81192934e-07  9.98411066e-09  1.40000000e+00  7.24256442e-07  1.40000000e+00  1.40000000e+00  3.04616720e-07  1.40000000e+00  1.40000000e+00  1.40000000e+00  6.41175268e-07  1.40000000e+00  2.64043249e-06  2.42910838e-06  5.02742006e-07  1.40000000e+00  6.65042875e-09  1.40000000e+00  2.35012929e-07  1.40000000e+00  7.59722626e-07  8.01714726e-07  4.63431874e-06  1.40000000e+00  1.40000000e+00  3.01323890e-06  2.13604374e-06  2.39364560e-06  2.36417557e-07  1.40000000e+00  1.24291873e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.10961779e-06  1.40000000e+00 
 1.50000000e+00  1.50000000e+00  1.93431272e-07  1.09608695e-06  9.23905932e-07  1.50000000e+00  1.50000000e+00  2.91756841e-06  1.50000000e+00  7.39697813e-07  1.50000000e+00  9.99126478e-07  6.06678638e-09  1.50000000e+00  1.79593143e-06  1.45248906e-06  3.88600873e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  2.70665571e-07  1.16690469e-06  2.51623452e-06  1.50000000e+00  8.51577588e-09  1.50000000e+00  8.22543717e-07  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.01854850e-06  7.46062828e-09  1.00606832e-06  1.50000000e+00  2.16567531e-06  2.12737612e-07  1.50000000e+00  4.41238394e-06  1.50000000e+00  1.50000000e+00  6.36337153e-06  1.50000000e+00  3.92088221e-06  1.50000000e+00  1.58360102e-06  1.50000000e+00  1.84661834e-06  4.15177529e-06  3.51516753e-07  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.37940690e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.18449828e-07  1.50000000e+00  1.50000000e+00  3.94366623e-07  4.46148846e-07  1.52363710e-06  1.00415552e-08  1.50000000e+00  1.36014164e-06  1.50000000e+00  1.50000000e+00  4.18742037e-07  1.50000000e+00  1.50000000e+00  1.50000000e+00  8.70105231e-07  1.50000000e+00  4.16729845e-06  3.99439017e-06  7.79319758e-07  1.50000000e+00  6.67719919e-09  1.50000000e+00  3.72079091e-07  1.50000000e+00  1.04694659e-06  1.00769799e-06  7.35857331e-06  1.50000000e+00  1.50000000e+00  5.51766049e-06  3.84559561e-06  4.78644664e-06  2.37464139e-07  1.50000000e+00  1.69315290e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.60351733e-06  1.50000000e+00 
 1.60000000e+00  1.60000000e+00  1.94139218e-07  1.40421151e-06  1.11595049e-06  1.60000000e+00  1.60000000e+00  4.60772313e-06  1.60000000e+00  1.04553529e-06  1.60000000e+00  1.82182401e-06  6.08903960e-09  1.60000000e+00  2.17514718e-06  2.05376134e-06  5.85264826e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.72000232e-07  1.98446924e-06  4.21033672e-06  1.60000000e+00  8.55793413e-09  1.60000000e+00  1.06022682e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.25265144e-06  7.49351271e-09  1.21462860e-06  1.60000000e+00  3.87498863e-06  2.13585373e-07  1.60000000e+00  6.14430735e-06  1.60000000e+00  1.60000000e+00  9.53637323e-06  1.60000000e+00  5.63902699e-06  1.60000000e+00  2.40600977e-06  1.60000000e+00  2.68029631e-06  7.36295750e-06  5.03908585e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  5.07679097e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  3.20259141e-07  1.60000000e+00  1.60000000e+00  5.12972421e-07  5.41861336e-07  2.05121264e-06  1.00989142e-08  1.60000000e+00  2.17759083e-06  1.60000000e+00  1.60000000e+00  5.24886921e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.08289252e-06  1.60000000e+00  5.95011138e-06  5.85404440e-06  1.04736696e-06  1.60000000e+00  6.70387665e-09  1.60000000e+00  5.05795182e-07  1.60000000e+00  1.31320889e-06  1.19544508e-06  1.05650365e-05  1.60000000e+00  1.60000000e+00  8.68196055e-06  5.95875404e-06  7.96319310e-06  2.38507553e-07  1.60000000e+00  2.11292021e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.07188097e-06  1.60000000e+00 
