vgs,cgb_22_2,cgb_22_0,cgb_22_1
-2,0.000136825,0.000138287,0.000138706
-1.95,0.000136721,0.000138237,0.00013866
-1.9,0.000136614,0.000138186,0.000138609
-1.85,0.000136503,0.000138132,0.000138553
-1.8,0.000136389,0.000138076,0.000138492
-1.75,0.000136272,0.000138017,0.000138425
-1.7,0.000136152,0.000137957,0.000138351
-1.65,0.000136029,0.000137894,0.00013827
-1.6,0.000135904,0.000137828,0.00013818
-1.55,0.000135776,0.00013776,0.00013808
-1.5,0.000135648,0.00013769,0.00013797
-1.45,0.000135519,0.000137616,0.000137848
-1.4,0.000135391,0.00013754,0.000137713
-1.35,0.000135266,0.000137461,0.000137563
-1.3,0.000135143,0.000137379,0.000137396
-1.25,0.000130386,0.000137294,0.00013721
-1.2,0.00011851,0.000137206,0.000137002
-1.15,9.73271E-05,0.000137115,0.000136771
-1.1,7.51737E-05,0.000137021,0.000136513
-1.05,5.93129E-05,0.000136923,0.000136224
-1,4.90733E-05,0.000136822,0.000135901
-0.95,4.22742E-05,0.000136717,0.00013554
-0.9,3.75008E-05,0.000136608,0.000135137
-0.85,3.3971E-05,0.000136496,0.000134685
-0.8,3.12477E-05,0.00013638,0.000134178
-0.75,2.90744E-05,0.00013626,0.000133612
-0.7,2.72927E-05,0.000136136,0.000132977
-0.65,2.57999E-05,0.000136008,0.000132268
-0.6,2.45268E-05,0.000135875,0.000131474
-0.55,2.34248E-05,0.000135738,0.000130587
-0.5,2.24592E-05,0.000135596,0.000129597
-0.45,2.1604E-05,0.000135448,0.000128493
-0.4,2.08398E-05,0.000135296,0.000127264
-0.35,2.01514E-05,0.000135137,0.000125897
-0.3,1.9527E-05,0.00013497,0.000124382
-0.25,1.8957E-05,0.000130233,0.000122705
-0.2,1.84338E-05,0.000118263,0.000120853
-0.15,1.7951E-05,9.69994E-05,0.000118817
-0.1,1.75031E-05,7.48611E-05,0.000116583
-0.05,1.69943E-05,5.8739E-05,0.000113533
1.20737E-15,1.6513E-05,4.83234E-05,0.000110282
0.05,1.60615E-05,4.13724E-05,0.000106877
0.1,1.56353E-05,3.64437E-05,0.00010332
0.15,1.52302E-05,3.27439E-05,9.96192E-05
0.2,1.4842E-05,2.98272E-05,9.57831E-05
0.25,1.44662E-05,2.74285E-05,9.18253E-05
0.3,1.40978E-05,2.53793E-05,8.77623E-05
0.35,1.37312E-05,2.35662E-05,8.3614E-05
0.4,1.33593E-05,2.19079E-05,7.94027E-05
0.45,1.29741E-05,2.03439E-05,7.51535E-05
0.5,1.25658E-05,1.88285E-05,7.08927E-05
0.55,1.21226E-05,1.73277E-05,6.6648E-05
0.6,1.16314E-05,1.58198E-05,6.2447E-05
0.65,1.10782E-05,1.42955E-05,5.83168E-05
0.7,1.04493E-05,1.27592E-05,5.42831E-05
0.75,9.73491E-06,1.12285E-05,5.03695E-05
0.8,8.93156E-06,9.7314E-06,4.65966E-05
0.85,8.04661E-06,8.302E-06,4.2982E-05
0.9,7.1004E-06,6.9738E-06,3.95396E-05
0.95,6.12575E-06,5.77401E-06,3.62795E-05
1,5.16345E-06,4.71962E-06,3.32083E-05
1.05,4.25469E-06,3.81625E-06,3.03295E-05
1.1,3.43326E-06,3.05941E-06,2.76434E-05
1.15,2.72032E-06,2.43729E-06,2.51477E-05
1.2,2.12333E-06,1.93383E-06,2.28381E-05
1.25,1.63832E-06,1.53142E-06,2.07083E-05
1.3,1.25383E-06,1.21282E-06,1.87508E-05
1.35,9.54853E-07,9.62336E-07,1.69572E-05
1.4,7.25738E-07,7.66371E-07,1.53182E-05
1.45,5.52041E-07,6.13531E-07,1.38241E-05
1.5,4.21357E-07,4.94516E-07,1.24651E-05
1.55,3.23534E-07,4.01868E-07,1.12315E-05
1.6,2.50533E-07,3.29685E-07,1.01136E-05
1.65,1.96134E-07,2.73344E-07,9.1022E-06
1.7,1.55599E-07,2.29247E-07,8.18837E-06
1.75,1.25362E-07,1.94605E-07,7.36368E-06
1.8,1.02755E-07,1.67269E-07,6.62021E-06
1.85,8.57968E-08,1.45582E-07,5.95057E-06
1.9,7.30201E-08,1.28268E-07,5.34787E-06
1.95,6.33396E-08,1.14349E-07,4.80577E-06
2,5.59544E-08,1.03069E-07,4.31845E-06
