vgs,cgb_22_0,cgb_22_1,cgb_22_2
-2,0.000488426,0.00049273,0.000381118
-1.95,0.000487657,0.000492753,0.00035437
-1.9,0.000486796,0.000492757,0.000325564
-1.85,0.000485827,0.00049274,0.000297199
-1.8,0.000484662,0.000492699,0.000270826
-1.75,0.000483351,0.000492631,0.000247347
-1.7,0.000481874,0.000492534,0.000227056
-1.65,0.000480207,0.000492404,0.000209782
-1.6,0.00047832,0.000492238,0.000195137
-1.55,0.000476173,0.000492034,0.000182688
-1.5,0.000473712,0.000491786,0.00017204
-1.45,0.000470862,0.000491491,0.000162861
-1.4,0.000467517,0.000491145,0.000154881
-1.35,0.000463524,0.000490743,0.000147884
-1.3,0.000458656,0.000490279,0.0001417
-1.25,0.000452577,0.00048975,0.000136193
-1.2,0.000444795,0.000489148,0.000131256
-1.15,0.000434612,0.000488469,0.000126802
-1.1,0.000421128,0.000487705,0.00012276
-1.05,0.000403389,0.00048685,0.000119072
-1,0.000380833,0.000485893,0.000115692
-0.95,0.000354047,0.000484736,0.000112579
-0.9,0.000325233,0.000483434,0.000109702
-0.85,0.000296884,0.000481967,0.000107033
-0.8,0.00027054,0.000480313,0.000104548
-0.75,0.000247096,0.00047844,0.000102228
-0.7,0.000226842,0.00047631,0.000100055
-0.65,0.0002096,0.000473869,9.80146E-05
-0.6,0.000194983,0.000471045,9.6094E-05
-0.55,0.000182557,0.000467733,9.4282E-05
-0.5,0.000171928,0.000463784,9.25689E-05
-0.45,0.000162764,0.000458977,9.0946E-05
-0.4,0.000154795,0.000452982,8.94057E-05
-0.35,0.000147809,0.000445319,8.79413E-05
-0.3,0.000141633,0.000435303,8.65468E-05
-0.25,0.000136134,0.000422043,8.52169E-05
-0.2,0.000131203,0.000404582,8.39467E-05
-0.15,0.000126753,0.000382313,8.27319E-05
-0.1,0.000122715,0.000355731,8.15685E-05
-0.05,0.000119031,0.00032696,8.04529E-05
1.20737E-15,0.000115654,0.000298531,7.93821E-05
0.05,0.000112544,0.000272035,7.83531E-05
0.1,0.000109669,0.000248405,7.73633E-05
0.15,0.000107002,0.000227961,7.64103E-05
0.2,0.000104519,0.000210549,7.54918E-05
0.25,0.0001022,0.000195787,7.46059E-05
0.3,0.000100029,0.000183231,7.37505E-05
0.35,9.79897E-05,0.000171904,7.29241E-05
0.4,9.60701E-05,0.000133268,7.21251E-05
0.45,9.42591E-05,2.35029E-05,7.13518E-05
0.5,9.25469E-05,1.34606E-05,7.06031E-05
0.55,9.09248E-05,1.1564E-05,6.98775E-05
0.6,8.93853E-05,1.01134E-05,6.9174E-05
0.65,8.79216E-05,8.91356E-06,6.84914E-05
0.7,8.65277E-05,7.91008E-06,6.78288E-05
0.75,8.51923E-05,7.06336E-06,6.71851E-05
0.8,2.96789E-05,6.34306E-06,6.65595E-05
0.85,2.00707E-06,5.7257E-06,6.59511E-05
0.9,1.9007E-06,5.19289E-06,6.53592E-05
0.95,1.80387E-06,4.73011E-06,6.4783E-05
1,1.71425E-06,4.32578E-06,6.42198E-05
1.05,1.63116E-06,3.97059E-06,1.16202E-05
1.1,1.55397E-06,3.65698E-06,7.4843E-07
1.15,1.48213E-06,3.37877E-06,7.24796E-07
1.2,1.41517E-06,3.13089E-06,7.02357E-07
1.25,1.35266E-06,2.90912E-06,6.80951E-07
1.3,1.2942E-06,2.70996E-06,6.60517E-07
1.35,1.23947E-06,2.53045E-06,6.40996E-07
1.4,1.18814E-06,2.36812E-06,6.22335E-07
1.45,1.13995E-06,2.22085E-06,6.04484E-07
1.5,1.09464E-06,2.08686E-06,5.87397E-07
1.55,1.05199E-06,1.96459E-06,5.7103E-07
1.6,1.01179E-06,1.85274E-06,5.55345E-07
1.65,9.73869E-07,1.75015E-06,5.40303E-07
1.7,9.38047E-07,1.65585E-06,5.2587E-07
1.75,9.04175E-07,1.56895E-06,5.12013E-07
1.8,8.72115E-07,1.48872E-06,4.98703E-07
1.85,8.41739E-07,1.41448E-06,4.8591E-07
1.9,8.12932E-07,1.34566E-06,4.73608E-07
1.95,7.85587E-07,1.28175E-06,4.61773E-07
2,7.59608E-07,1.22229E-06,4.50381E-07
