 v-sweep         v(g_13_0)       i(v_s_14_4)     i(v_s_18_4)     i(v_s_13_2)     v(g_11_3)       v(g_12_0)       i(v_s_12_0)     i(v_s_13_4)     v(g_17_0)       i(v_s_12_1)     v(g_10_2)       v(g_11_2)       v(g_17_1)       i(v_s_16_4)     i(v_s_19_4)     i(v_s_11_0)     i(v_s_15_0)     i(v_s_12_3)     i(v_s_13_1)     v(g_11_1)       i(v_s_17_3)     v(g_19_4)       i(v_s_18_2)     i(v_s_19_1)     i(v_s_11_4)     i(v_s_17_1)     i(v_s_15_3)     v(g_10_4)       i(v_s_16_1)     i(v_s_13_3)     v(g_14_2)       v(g_16_1)       v(g_17_2)       v(g_18_0)       v(g_15_1)       v(g_18_4)       v(g_15_0)       i(v_s_15_1)     v(g_18_2)       v(g_12_3)       i(v_s_18_3)     i(v_s_11_1)     i(v_s_16_2)     i(v_s_16_3)     i(v_s_17_4)     i(v_s_18_0)     v(g_17_3)       v(g_16_4)       i(v_s_10_4)     v(g_12_4)       v(g_14_4)       i(v_s_11_2)     i(v_s_11_3)     v(g_19_2)       v(g_17_4)       v(g_11_4)       v(g_14_1)       v(g_19_0)       i(v_s_10_3)     v(g_14_3)       v(g_12_1)       i(v_s_10_0)     i(v_s_14_1)     v(g_19_1)       i(v_s_15_2)     i(v_s_13_0)     v(g_18_3)       i(v_s_19_2)     v(g_10_1)       v(g_16_3)       i(v_s_14_3)     v(g_13_3)       v(g_18_1)       v(g_14_0)       v(g_15_2)       i(v_s_18_1)     v(g_13_1)       v(g_19_3)       i(v_s_12_2)     i(v_s_17_2)     v(g_12_2)       v(g_11_0)       v(g_13_2)       i(v_s_12_4)     v(g_13_4)       i(v_s_19_3)     i(v_s_16_0)     i(v_s_15_4)     i(v_s_14_2)     v(g_15_4)       v(g_10_3)       v(g_16_0)       v(g_10_0)       i(v_s_10_1)     v(g_16_2)       v(g_15_3)       i(v_s_14_0)     i(v_s_17_0)     i(v_s_10_2)     i(v_s_19_0)    
-5.00000000e-01 -5.00000000e-01  4.29536467e-40  2.38361378e-40 -5.00100500e-13 -5.00000000e-01 -5.00000000e-01 -1.00010050e-12  5.50567867e-40 -5.00000000e-01 -7.50100500e-13 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01  9.56051464e-40  2.76227656e-40 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13 -5.00000000e-01 -2.50100994e-13 -5.00000000e-01 -5.00100500e-13 -7.50100500e-13  5.55952013e-40 -7.50101000e-13 -2.50100094e-13 -5.00000000e-01 -7.50101000e-13 -2.50100494e-13 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -7.50100100e-13 -5.00000000e-01 -5.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.10885346e-39 -1.00010050e-12 -5.00000000e-01 -5.00000000e-01  4.79804983e-40 -5.00000000e-01 -5.00000000e-01 -5.00101000e-13 -2.50100994e-13 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -2.50100994e-13 -5.00000000e-01 -5.00000000e-01 -1.00010100e-12 -7.50100100e-13 -5.00000000e-01 -5.00100100e-13 -1.00010050e-12 -5.00000000e-01 -5.00100500e-13 -5.00000000e-01 -5.00000000e-01 -2.50100094e-13 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -7.50100500e-13 -5.00000000e-01 -5.00000000e-01 -5.00100500e-13 -5.00101000e-13 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01  4.74634436e-40 -5.00000000e-01 -2.50100494e-13 -1.00010100e-12  5.01979690e-40 -5.00100100e-13 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -5.00000000e-01 -7.50101000e-13 -5.00000000e-01 -5.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
-4.00000000e-01 -4.00000000e-01  4.29536467e-40  2.38361378e-40 -5.00100500e-13 -4.00000000e-01 -4.00000000e-01 -1.00010050e-12  5.50567401e-40 -4.00000000e-01 -7.50100500e-13 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01  9.56051464e-40  2.76227474e-40 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13 -4.00000000e-01 -2.50100994e-13 -4.00000000e-01 -5.00100500e-13 -7.50100500e-13  5.55951649e-40 -7.50101000e-13 -2.50100094e-13 -4.00000000e-01 -7.50101000e-13 -2.50100494e-13 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -7.50100100e-13 -4.00000000e-01 -4.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.10885253e-39 -1.00010050e-12 -4.00000000e-01 -4.00000000e-01  4.79804983e-40 -4.00000000e-01 -4.00000000e-01 -5.00101000e-13 -2.50100994e-13 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -2.50100994e-13 -4.00000000e-01 -4.00000000e-01 -1.00010100e-12 -7.50100100e-13 -4.00000000e-01 -5.00100100e-13 -1.00010050e-12 -4.00000000e-01 -5.00100500e-13 -4.00000000e-01 -4.00000000e-01 -2.50100094e-13 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -7.50100500e-13 -4.00000000e-01 -4.00000000e-01 -5.00100500e-13 -5.00101000e-13 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01  4.74634436e-40 -4.00000000e-01 -2.50100494e-13 -1.00010100e-12  5.01978821e-40 -5.00100100e-13 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -4.00000000e-01 -7.50101000e-13 -4.00000000e-01 -4.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
-3.00000000e-01 -3.00000000e-01  4.29536467e-40  2.38361378e-40 -5.00100500e-13 -3.00000000e-01 -3.00000000e-01 -1.00010050e-12  5.50567401e-40 -3.00000000e-01 -7.50100500e-13 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01  9.56051464e-40  2.76227474e-40 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13 -3.00000000e-01 -2.50100994e-13 -3.00000000e-01 -5.00100500e-13 -7.50100500e-13  5.55951649e-40 -7.50101000e-13 -2.50100094e-13 -3.00000000e-01 -7.50101000e-13 -2.50100494e-13 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -7.50100100e-13 -3.00000000e-01 -3.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.10885253e-39 -1.00010050e-12 -3.00000000e-01 -3.00000000e-01  4.79804983e-40 -3.00000000e-01 -3.00000000e-01 -5.00101000e-13 -2.50100994e-13 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -2.50100994e-13 -3.00000000e-01 -3.00000000e-01 -1.00010100e-12 -7.50100100e-13 -3.00000000e-01 -5.00100100e-13 -1.00010050e-12 -3.00000000e-01 -5.00100500e-13 -3.00000000e-01 -3.00000000e-01 -2.50100094e-13 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -7.50100500e-13 -3.00000000e-01 -3.00000000e-01 -5.00100500e-13 -5.00101000e-13 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01  4.74634436e-40 -3.00000000e-01 -2.50100494e-13 -1.00010100e-12  5.01978821e-40 -5.00100100e-13 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -3.00000000e-01 -7.50101000e-13 -3.00000000e-01 -3.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
-2.00000000e-01 -2.00000000e-01  4.29536467e-40  2.38361378e-40 -5.00100500e-13 -2.00000000e-01 -2.00000000e-01 -1.00010050e-12  5.50567401e-40 -2.00000000e-01 -7.50100500e-13 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01  9.56051464e-40  2.76227474e-40 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13 -2.00000000e-01 -2.50100994e-13 -2.00000000e-01 -5.00100500e-13 -7.50100500e-13  5.55951649e-40 -7.50101000e-13 -2.50100094e-13 -2.00000000e-01 -7.50101000e-13 -2.50100494e-13 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -7.50100100e-13 -2.00000000e-01 -2.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.10885253e-39 -1.00010050e-12 -2.00000000e-01 -2.00000000e-01  4.79804983e-40 -2.00000000e-01 -2.00000000e-01 -5.00101000e-13 -2.50100994e-13 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.50100994e-13 -2.00000000e-01 -2.00000000e-01 -1.00010100e-12 -7.50100100e-13 -2.00000000e-01 -5.00100100e-13 -1.00010050e-12 -2.00000000e-01 -5.00100500e-13 -2.00000000e-01 -2.00000000e-01 -2.50100094e-13 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -7.50100500e-13 -2.00000000e-01 -2.00000000e-01 -5.00100500e-13 -5.00101000e-13 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01  4.74634436e-40 -2.00000000e-01 -2.50100494e-13 -1.00010100e-12  5.01978821e-40 -5.00100100e-13 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -2.00000000e-01 -7.50101000e-13 -2.00000000e-01 -2.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
-1.00000000e-01 -1.00000000e-01  2.02040641e-39  2.38361378e-40 -5.00100500e-13 -1.00000000e-01 -1.00000000e-01 -1.00010050e-12  5.50567401e-40 -1.00000000e-01 -7.50100500e-13 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01  9.56051464e-40  2.76227474e-40 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13 -1.00000000e-01 -2.50100994e-13 -1.00000000e-01 -5.00100500e-13 -7.50100500e-13  5.55951649e-40 -7.50101000e-13 -2.50100094e-13 -1.00000000e-01 -7.50101000e-13 -2.50100494e-13 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -7.50100100e-13 -1.00000000e-01 -1.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.10885253e-39 -1.00010050e-12 -1.00000000e-01 -1.00000000e-01  4.79804983e-40 -1.00000000e-01 -1.00000000e-01 -5.00101000e-13 -2.50100994e-13 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -2.50100994e-13 -1.00000000e-01 -1.00000000e-01 -1.00010100e-12 -7.50100100e-13 -1.00000000e-01 -5.00100100e-13 -1.00010050e-12 -1.00000000e-01 -5.00100500e-13 -1.00000000e-01 -1.00000000e-01 -2.50100094e-13 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -7.50100500e-13 -1.00000000e-01 -1.00000000e-01 -5.00100500e-13 -5.00101000e-13 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01  4.74634436e-40 -1.00000000e-01 -2.50100494e-13 -1.00010100e-12  2.36584794e-39 -5.00100100e-13 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -1.00000000e-01 -7.50101000e-13 -1.00000000e-01 -1.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
-2.77555756e-17 -2.77555756e-17  1.36118936e-38  2.79455986e-40 -5.00100500e-13 -2.77555756e-17 -2.77555756e-17 -1.00010050e-12  7.62416712e-40 -2.77555756e-17 -7.50100500e-13 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17  1.07141727e-39  3.23850372e-40 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13 -2.77555756e-17 -2.50100994e-13 -2.77555756e-17 -5.00100500e-13 -7.50100500e-13  5.55951649e-40 -7.50101000e-13 -2.50100094e-13 -2.77555756e-17 -7.50101000e-13 -2.50100494e-13 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -7.50100100e-13 -2.77555756e-17 -2.77555756e-17 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.24265669e-39 -1.00010050e-12 -2.77555756e-17 -2.77555756e-17  4.79804983e-40 -2.77555756e-17 -2.77555756e-17 -5.00101000e-13 -2.50100994e-13 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.50100994e-13 -2.77555756e-17 -2.77555756e-17 -1.00010100e-12 -7.50100100e-13 -2.77555756e-17 -5.00100100e-13 -1.00010050e-12 -2.77555756e-17 -5.00100500e-13 -2.77555756e-17 -2.77555756e-17 -2.50100094e-13 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -7.50100500e-13 -2.77555756e-17 -2.77555756e-17 -5.00100500e-13 -5.00101000e-13 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17  6.57265987e-40 -2.77555756e-17 -2.50100494e-13 -1.00010100e-12  1.59392042e-38 -5.00100100e-13 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -2.77555756e-17 -7.50101000e-13 -2.77555756e-17 -2.77555756e-17 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
 1.00000000e-01  1.00000000e-01  9.14086541e-38  1.87664569e-39 -5.00100500e-13  1.00000000e-01  1.00000000e-01 -1.00010050e-12  5.11989763e-39  1.00000000e-01 -7.50100500e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  7.19494556e-39  2.17476968e-39 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13  1.00000000e-01 -2.50100994e-13  1.00000000e-01 -5.00100500e-13 -7.50100500e-13  3.54157689e-39 -7.50101000e-13 -2.50100094e-13  1.00000000e-01 -7.50101000e-13 -2.50100494e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01 -7.50100100e-13  1.00000000e-01  1.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  8.34487877e-39 -1.00010050e-12  1.00000000e-01  1.00000000e-01  3.05650005e-39  1.00000000e-01  1.00000000e-01 -5.00101000e-13 -2.50100994e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01 -2.50100994e-13  1.00000000e-01  1.00000000e-01 -1.00010100e-12 -7.50100100e-13  1.00000000e-01 -5.00100100e-13 -1.00010050e-12  1.00000000e-01 -5.00100500e-13  1.00000000e-01  1.00000000e-01 -2.50100094e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01 -7.50100500e-13  1.00000000e-01  1.00000000e-01 -5.00100500e-13 -5.00101000e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  4.41377335e-39  1.00000000e-01 -2.50100494e-13 -1.00010100e-12  1.07037363e-37 -5.00100100e-13  1.00000000e-01  1.00000000e-01  1.00000000e-01  1.00000000e-01 -7.50101000e-13  1.00000000e-01  1.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
 2.00000000e-01  2.00000000e-01  2.37096104e-36  2.51233633e-38 -5.00100500e-13  2.00000000e-01  2.00000000e-01 -1.00010050e-12  5.56903746e-38  2.00000000e-01 -7.50100500e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  6.62209957e-38  2.91144615e-38 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13  2.00000000e-01 -2.50100994e-13  2.00000000e-01 -5.00100500e-13 -7.50100500e-13  3.85225952e-38 -7.50101000e-13 -2.50100094e-13  2.00000000e-01 -7.50101000e-13 -2.50100494e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01 -7.50100100e-13  2.00000000e-01  2.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  7.68047759e-38 -1.00010050e-12  2.00000000e-01  2.00000000e-01  3.32462961e-38  2.00000000e-01  2.00000000e-01 -5.00101000e-13 -2.50100994e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01 -2.50100994e-13  2.00000000e-01  2.00000000e-01 -1.00010100e-12 -7.50100100e-13  2.00000000e-01 -5.00100100e-13 -1.00010050e-12  2.00000000e-01 -5.00100500e-13  2.00000000e-01  2.00000000e-01 -2.50100094e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01 -7.50100500e-13  2.00000000e-01  2.00000000e-01 -5.00100500e-13 -5.00101000e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  4.80096887e-38  2.00000000e-01 -2.50100494e-13 -1.00010100e-12  2.77633908e-36 -5.00100100e-13  2.00000000e-01  2.00000000e-01  2.00000000e-01  2.00000000e-01 -7.50101000e-13  2.00000000e-01  2.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
 3.00000000e-01  3.00000000e-01  1.05123453e-34  1.08958448e-36 -5.00100500e-13  3.00000000e-01  3.00000000e-01 -1.00010050e-12  2.51529676e-36  3.00000000e-01 -7.50100500e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  2.85187932e-36  1.26267590e-36 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13  3.00000000e-01 -2.50100994e-13  3.00000000e-01 -5.00100500e-13 -7.50100500e-13  1.66081494e-36 -7.50101000e-13 -2.50100094e-13  3.00000000e-01 -7.50101000e-13 -2.50100494e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01 -7.50100100e-13  3.00000000e-01  3.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  3.30768134e-36 -1.00010050e-12  3.00000000e-01  3.00000000e-01  1.43333919e-36  3.00000000e-01  3.00000000e-01 -5.00101000e-13 -2.50100994e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01 -2.50100994e-13  3.00000000e-01  3.00000000e-01 -1.00010100e-12 -7.50100100e-13  3.00000000e-01 -5.00100100e-13 -1.00010050e-12  3.00000000e-01 -5.00100500e-13  3.00000000e-01  3.00000000e-01 -2.50100094e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01 -7.50100500e-13  3.00000000e-01  3.00000000e-01 -5.00100500e-13 -5.00101000e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  2.16839293e-36  3.00000000e-01 -2.50100494e-13 -1.00010100e-12  1.23097067e-34 -5.00100100e-13  3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00000000e-01 -7.50101000e-13  3.00000000e-01  3.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
 4.00000000e-01  4.00000000e-01  4.64640897e-33  4.82186839e-35 -5.00100500e-13  4.00000000e-01  4.00000000e-01 -1.00010050e-12  1.11590276e-34  4.00000000e-01 -7.50100500e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  1.26896047e-34  5.58787054e-35 -1.00010100e-12 -1.00010010e-12 -2.50100494e-13 -7.50100500e-13  4.00000000e-01 -2.50100994e-13  4.00000000e-01 -5.00100500e-13 -7.50100500e-13  7.36396429e-35 -7.50101000e-13 -2.50100094e-13  4.00000000e-01 -7.50101000e-13 -2.50100494e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01 -7.50100100e-13  4.00000000e-01  4.00000000e-01 -2.50100494e-13 -7.50101000e-13 -5.00101000e-13 -2.50100994e-13  1.47177226e-34 -1.00010050e-12  4.00000000e-01  4.00000000e-01  6.35534902e-35  4.00000000e-01  4.00000000e-01 -5.00101000e-13 -2.50100994e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01 -2.50100994e-13  4.00000000e-01  4.00000000e-01 -1.00010100e-12 -7.50100100e-13  4.00000000e-01 -5.00100100e-13 -1.00010050e-12  4.00000000e-01 -5.00100500e-13  4.00000000e-01  4.00000000e-01 -2.50100094e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01 -7.50100500e-13  4.00000000e-01  4.00000000e-01 -5.00100500e-13 -5.00101000e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  9.62000065e-35  4.00000000e-01 -2.50100494e-13 -1.00010100e-12  5.44878321e-33 -5.00100100e-13  4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00000000e-01 -7.50101000e-13  4.00000000e-01  4.00000000e-01 -1.00010010e-12 -1.00010100e-12 -5.00101000e-13 -1.00010050e-12 
