vgs,cgd_20_0,cgd_20_2,cgd_20_1
-2,2.1255E-06,2.1255E-06,2.1255E-06
-1.95,2.12885E-06,2.12885E-06,2.12885E-06
-1.9,2.13232E-06,2.13232E-06,2.13232E-06
-1.85,2.13594E-06,2.13594E-06,2.13594E-06
-1.8,2.13969E-06,2.13969E-06,2.13969E-06
-1.75,2.1436E-06,2.1436E-06,2.1436E-06
-1.7,2.14768E-06,2.14768E-06,2.14768E-06
-1.65,2.15193E-06,2.15193E-06,2.15193E-06
-1.6,2.15638E-06,2.15638E-06,2.15638E-06
-1.55,2.16103E-06,2.16103E-06,2.16103E-06
-1.5,2.1659E-06,2.1659E-06,2.1659E-06
-1.45,2.171E-06,2.171E-06,2.171E-06
-1.4,2.17637E-06,2.17637E-06,2.17637E-06
-1.35,2.18202E-06,2.18202E-06,2.18202E-06
-1.3,2.18798E-06,2.18798E-06,2.18798E-06
-1.25,2.19428E-06,2.19428E-06,2.19428E-06
-1.2,2.20094E-06,2.20094E-06,2.20094E-06
-1.15,2.20801E-06,2.20801E-06,2.20801E-06
-1.1,2.21553E-06,2.21553E-06,2.21553E-06
-1.05,2.22354E-06,2.22354E-06,2.22355E-06
-1,2.23211E-06,2.23211E-06,2.23212E-06
-0.95,2.24129E-06,2.24129E-06,2.24131E-06
-0.9,2.25117E-06,2.25117E-06,2.2512E-06
-0.85,2.26183E-06,2.26183E-06,2.26188E-06
-0.8,2.27338E-06,2.27338E-06,2.27346E-06
-0.75,2.28595E-06,2.28595E-06,2.28608E-06
-0.7,2.29967E-06,2.29967E-06,2.29988E-06
-0.65,2.31473E-06,2.31473E-06,2.31509E-06
-0.6,2.33135E-06,2.33134E-06,2.33193E-06
-0.55,2.34977E-06,2.34977E-06,2.35073E-06
-0.5,2.37032E-06,2.3703E-06,2.37188E-06
-0.45,2.39334E-06,2.39332E-06,2.39591E-06
-0.4,2.41928E-06,2.41924E-06,2.42349E-06
-0.35,2.4486E-06,2.44852E-06,2.45551E-06
-0.3,2.48176E-06,2.48163E-06,2.49308E-06
-0.25,2.51914E-06,2.51891E-06,2.53763E-06
-0.2,2.56077E-06,2.56038E-06,2.59088E-06
-0.15,2.60607E-06,2.60539E-06,2.65483E-06
-0.1,2.6534E-06,2.65223E-06,2.7318E-06
-0.05,2.7001E-06,2.69809E-06,2.82502E-06
1.20737E-15,2.74308E-06,2.73961E-06,2.94024E-06
0.05,2.78019E-06,2.77423E-06,3.08895E-06
0.1,2.81133E-06,2.8011E-06,3.29312E-06
0.15,2.83855E-06,2.82105E-06,3.59176E-06
0.2,2.86562E-06,2.8358E-06,4.05045E-06
0.25,2.89779E-06,2.84732E-06,4.77499E-06
0.3,2.94216E-06,2.85755E-06,5.92872E-06
0.35,3.00873E-06,2.86854E-06,7.74916E-06
0.4,3.11235E-06,2.88282E-06,1.05496E-05
0.45,3.27668E-06,2.90391E-06,1.46729E-05
0.5,3.54193E-06,2.9371E-06,2.03524E-05
0.55,3.97844E-06,2.99045E-06,2.74886E-05
0.6,4.70705E-06,3.07639E-06,3.54978E-05
0.65,5.92556E-06,3.21481E-06,4.34552E-05
0.7,7.93442E-06,3.43936E-06,5.0501E-05
0.75,1.11386E-05,3.80919E-06,5.61709E-05
0.8,1.59686E-05,4.4277E-06,6.04263E-05
0.85,2.26477E-05,5.46827E-06,6.34827E-05
0.9,3.08586E-05,7.20281E-06,6.56316E-05
0.95,3.96346E-05,1.0016E-05,6.71376E-05
1,4.7768E-05,1.43576E-05,6.82047E-05
1.05,5.44248E-05,2.05537E-05,6.89775E-05
1.1,5.93894E-05,2.84684E-05,6.95534E-05
1.15,6.28806E-05,3.72785E-05,6.99969E-05
1.2,6.52668E-05,4.57486E-05,7.035E-05
1.25,6.68911E-05,5.28779E-05,7.06401E-05
1.3,6.80129E-05,5.82897E-05,7.0885E-05
1.35,6.88094E-05,6.21274E-05,7.10967E-05
1.4,6.93958E-05,6.47535E-05,7.12832E-05
1.45,6.98448E-05,6.65341E-05,7.14498E-05
1.5,7.02021E-05,6.77549E-05,7.16005E-05
1.55,7.04965E-05,6.86139E-05,7.17381E-05
1.6,7.07462E-05,6.92401E-05,7.18645E-05
1.65,7.0963E-05,6.97152E-05,7.19815E-05
1.7,7.11547E-05,7.00902E-05,7.20901E-05
1.75,7.13266E-05,7.03971E-05,7.21914E-05
1.8,7.14823E-05,7.06559E-05,7.22862E-05
1.85,7.16246E-05,7.08797E-05,7.23752E-05
1.9,7.17555E-05,7.10769E-05,7.24588E-05
1.95,7.18766E-05,7.12533E-05,7.25377E-05
2,7.1989E-05,7.14128E-05,7.26123E-05
