 v-sweep         v(g_15_0)       i(v_s_15_0)     i(v_s_12_0)     i(v_s_10_4)     v(g_14_3)       v(g_16_4)       i(v_s_11_2)     v(g_18_1)       i(v_s_10_0)     v(g_12_1)       i(v_s_19_0)     i(v_s_14_0)     v(g_19_0)       i(v_s_16_4)     i(v_s_16_0)     i(v_s_13_1)     v(g_10_3)       v(g_18_0)       v(g_12_3)       v(g_17_3)       i(v_s_15_3)     i(v_s_19_1)     i(v_s_11_1)     v(g_11_2)       i(v_s_14_3)     v(g_12_0)       i(v_s_10_2)     v(g_18_2)       v(g_17_4)       v(g_10_2)       v(g_11_1)       i(v_s_12_2)     i(v_s_14_2)     i(v_s_12_3)     v(g_15_4)       i(v_s_11_0)     i(v_s_15_1)     v(g_11_0)       i(v_s_13_4)     v(g_16_1)       v(g_13_0)       i(v_s_17_3)     v(g_18_4)       i(v_s_11_4)     v(g_17_2)       i(v_s_19_3)     v(g_19_2)       i(v_s_19_4)     i(v_s_17_0)     i(v_s_18_0)     v(g_13_4)       v(g_13_3)       v(g_16_3)       v(g_17_0)       i(v_s_11_3)     v(g_10_0)       v(g_10_4)       v(g_19_1)       v(g_14_0)       i(v_s_15_4)     v(g_10_1)       v(g_11_3)       i(v_s_18_2)     i(v_s_18_4)     i(v_s_16_1)     i(v_s_14_4)     v(g_16_0)       i(v_s_19_2)     v(g_12_2)       v(g_12_4)       i(v_s_18_3)     v(g_13_2)       v(g_19_3)       v(g_17_1)       i(v_s_10_3)     v(g_13_1)       i(v_s_13_3)     i(v_s_13_2)     i(v_s_10_1)     v(g_14_2)       i(v_s_14_1)     v(g_18_3)       i(v_s_18_1)     v(g_15_3)       i(v_s_12_1)     i(v_s_12_4)     i(v_s_17_4)     v(g_19_4)       v(g_14_4)       i(v_s_17_2)     i(v_s_13_0)     i(v_s_17_1)     i(v_s_15_2)     v(g_11_4)       i(v_s_16_3)     v(g_16_2)       v(g_14_1)       v(g_15_2)       i(v_s_16_2)     v(g_15_1)      
 5.00000000e-01  5.00000000e-01  1.16510155e-08  4.01478091e-10  1.07065428e-07  5.00000000e-01  5.00000000e-01  2.07859978e-08  5.00000000e-01  1.99368584e-10  5.00000000e-01  6.99780908e-10  3.42747253e-09  5.00000000e-01  1.95736912e-07  4.02984089e-10  7.13057163e-09  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.50806397e-07  3.66352981e-09  3.98352177e-09  5.00000000e-01  7.97182702e-08  5.00000000e-01  5.83258961e-09  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  9.21670174e-09  2.85743899e-08  3.79178080e-08  5.00000000e-01  6.97839072e-10  3.32400538e-08  5.00000000e-01  4.13089075e-07  5.00000000e-01  5.00000000e-01  1.70822876e-07  5.00000000e-01  3.38826165e-07  5.00000000e-01  6.79037475e-08  5.00000000e-01  2.25002666e-07  1.40845841e-09  2.00243971e-10  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  9.22630698e-08  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  6.25238195e-07  5.00000000e-01  5.00000000e-01  4.90364359e-09  7.15461244e-08  2.19633373e-09  1.94491057e-07  5.00000000e-01  1.71197378e-08  5.00000000e-01  5.00000000e-01  2.06975824e-08  5.00000000e-01  5.00000000e-01  5.00000000e-01  2.73107680e-08  5.00000000e-01  1.25063439e-07  3.22502687e-08  1.11531062e-09  5.00000000e-01  9.86734298e-09  5.00000000e-01  1.03296541e-09  5.00000000e-01  2.01011498e-09  1.31157571e-07  6.21617377e-07  5.00000000e-01  5.00000000e-01  3.95969310e-08  1.40094050e-09  7.84523099e-09  9.29388113e-08  5.00000000e-01  5.03233966e-08  5.00000000e-01  5.00000000e-01  5.00000000e-01  1.10963180e-08  5.00000000e-01 
 6.00000000e-01  6.00000000e-01  8.03879127e-08  7.83165181e-09  3.50151607e-07  6.00000000e-01  6.00000000e-01  1.88465789e-07  6.00000000e-01  4.81984915e-09  6.00000000e-01  1.37215854e-08  2.62160496e-08  6.00000000e-01  6.55483644e-07  9.16101805e-09  8.39583108e-08  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  8.35194014e-07  4.55476288e-08  5.95971204e-08  6.00000000e-01  2.48629463e-07  6.00000000e-01  6.07997466e-08  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  7.82132404e-08  1.32645683e-07  1.90021577e-07  6.00000000e-01  1.61844446e-08  1.88542366e-07  6.00000000e-01  1.31558402e-06  6.00000000e-01  6.00000000e-01  9.37354110e-07  6.00000000e-01  1.18256366e-06  6.00000000e-01  3.25395681e-07  6.00000000e-01  7.05686709e-07  3.08017106e-08  4.17358674e-09  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  5.09403664e-07  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.55583474e-06  6.00000000e-01  6.00000000e-01  4.27682680e-08  2.03109303e-07  3.38984180e-08  4.18954586e-07  6.00000000e-01  1.31027225e-07  6.00000000e-01  6.00000000e-01  1.02622363e-07  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.63108734e-07  6.00000000e-01  6.00297640e-07  2.40203066e-07  1.83488553e-08  6.00000000e-01  6.21863647e-08  6.00000000e-01  1.44310442e-08  6.00000000e-01  2.64739043e-08  3.81547420e-07  2.19876156e-06  6.00000000e-01  6.00000000e-01  3.45657907e-07  2.58067904e-08  1.10559948e-07  4.14041081e-07  6.00000000e-01  3.00635654e-07  6.00000000e-01  6.00000000e-01  6.00000000e-01  1.11042641e-07  6.00000000e-01 
 7.00000000e-01  7.00000000e-01  3.51205446e-07  6.48324413e-08  6.33480209e-07  7.00000000e-01  7.00000000e-01  7.50638858e-07  7.00000000e-01  4.95645940e-08  7.00000000e-01  1.04246579e-07  1.15038772e-07  7.00000000e-01  1.20539082e-06  9.05417486e-08  4.27020958e-07  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.79052348e-06  2.31762517e-07  3.53401361e-07  7.00000000e-01  4.46781851e-07  7.00000000e-01  2.31147509e-07  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  2.57893150e-07  3.03202530e-07  4.26888314e-07  7.00000000e-01  1.46860621e-07  6.41687055e-07  7.00000000e-01  2.71444280e-06  7.00000000e-01  7.00000000e-01  2.68628223e-06  7.00000000e-01  2.54988635e-06  7.00000000e-01  8.38875804e-07  7.00000000e-01  1.43722083e-06  2.69174244e-07  3.54265611e-08  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.43569691e-06  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  2.81820328e-06  7.00000000e-01  7.00000000e-01  1.37653735e-07  3.45905682e-07  2.15305312e-07  6.35276729e-07  7.00000000e-01  4.60925407e-07  7.00000000e-01  7.00000000e-01  2.25582701e-07  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.99230829e-07  7.00000000e-01  1.57334024e-06  8.56973977e-07  1.16958071e-07  7.00000000e-01  1.94431445e-07  7.00000000e-01  7.53711748e-08  7.00000000e-01  1.39434861e-07  6.59177551e-07  4.80855304e-06  7.00000000e-01  7.00000000e-01  1.39129572e-06  1.91017524e-07  6.49393084e-07  1.09923308e-06  7.00000000e-01  7.53465989e-07  7.00000000e-01  7.00000000e-01  7.00000000e-01  4.31229317e-07  7.00000000e-01 
 8.00000000e-01  8.00000000e-01  9.16909501e-07  2.09003440e-07  8.99209515e-07  8.00000000e-01  8.00000000e-01  1.74388964e-06  8.00000000e-01  1.85651928e-07  8.00000000e-01  3.67488107e-07  2.52660263e-07  8.00000000e-01  1.72430223e-06  3.46646851e-07  1.16625140e-06  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  2.99896036e-06  6.22233392e-07  1.04817726e-06  8.00000000e-01  6.26769785e-07  8.00000000e-01  4.47503427e-07  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  4.71196390e-07  4.72831733e-07  6.63494086e-07  8.00000000e-01  5.90536386e-07  1.39680104e-06  8.00000000e-01  4.48310813e-06  8.00000000e-01  8.00000000e-01  5.25837880e-06  8.00000000e-01  4.30901796e-06  8.00000000e-01  1.54988112e-06  8.00000000e-01  2.35591215e-06  1.09446361e-06  1.11433222e-07  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  2.77710988e-06  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  4.30589722e-06  8.00000000e-01  8.00000000e-01  2.47452561e-07  4.77604805e-07  5.63205275e-07  8.23500224e-07  8.00000000e-01  9.99390744e-07  8.00000000e-01  8.00000000e-01  3.46872000e-07  8.00000000e-01  8.00000000e-01  8.00000000e-01  6.42034254e-07  8.00000000e-01  2.93834507e-06  1.88526714e-06  2.98583719e-07  8.00000000e-01  3.50505595e-07  8.00000000e-01  1.70679225e-07  8.00000000e-01  3.22934244e-07  9.16382352e-07  8.19358183e-06  8.00000000e-01  8.00000000e-01  3.28333731e-06  6.83417579e-07  1.95920082e-06  2.06669144e-06  8.00000000e-01  1.22670719e-06  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.50501157e-07  8.00000000e-01 
 9.00000000e-01  9.00000000e-01  1.71193706e-06  3.78807028e-07  1.14033373e-06  9.00000000e-01  9.00000000e-01  3.06646547e-06  9.00000000e-01  3.57670486e-07  9.00000000e-01  8.00020137e-07  3.88003411e-07  9.00000000e-01  2.19538136e-06  6.80276636e-07  2.22976208e-06  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  4.38673332e-06  1.17612705e-06  2.08593661e-06  9.00000000e-01  7.82324700e-07  9.00000000e-01  6.54795265e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  6.72400827e-07  6.22367733e-07  8.79620827e-07  9.00000000e-01  1.38357516e-06  2.36361663e-06  9.00000000e-01  6.55466027e-06  9.00000000e-01  9.00000000e-01  8.46526748e-06  9.00000000e-01  6.39081076e-06  9.00000000e-01  2.41509809e-06  9.00000000e-01  3.42931533e-06  2.60564377e-06  1.98758475e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  4.44032768e-06  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  5.95818264e-06  9.00000000e-01  9.00000000e-01  3.50389563e-07  5.96296711e-07  9.35010196e-07  9.84370138e-07  9.00000000e-01  1.69496867e-06  9.00000000e-01  9.00000000e-01  4.57432816e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01  8.65752528e-07  9.00000000e-01  4.60710335e-06  3.22472794e-06  4.89286891e-07  9.00000000e-01  4.93389617e-07  9.00000000e-01  2.66101505e-07  9.00000000e-01  5.09176330e-07  1.14821498e-06  1.22110243e-05  9.00000000e-01  9.00000000e-01  5.82827951e-06  1.50987286e-06  3.94875324e-06  3.22884819e-06  9.00000000e-01  1.66406606e-06  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.25555875e-06  9.00000000e-01 
 1.00000000e+00  1.00000000e+00  2.66920478e-06  5.39537529e-07  1.35861767e-06  1.00000000e+00  1.00000000e+00  4.65793904e-06  1.00000000e+00  5.23113081e-07  1.00000000e+00  1.36254744e-06  5.07800805e-07  1.00000000e+00  2.62155261e-06  1.00379239e-06  3.54676963e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.90823991e-06  1.85852794e-06  3.39178258e-06  1.00000000e+00  9.15576078e-07  1.00000000e+00  8.44408843e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  8.55199318e-07  7.51352736e-07  1.07472239e-06  1.00000000e+00  2.44883875e-06  3.48311085e-06  1.00000000e+00  8.88774899e-06  1.00000000e+00  1.00000000e+00  1.22078572e-05  1.00000000e+00  8.75435664e-06  1.00000000e+00  3.41137613e-06  1.00000000e+00  4.63703675e-06  4.65654009e-06  2.80925949e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.37727423e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.73339295e-06  1.00000000e+00  1.00000000e+00  4.43845609e-07  7.03166502e-07  1.28168329e-06  1.12140293e-06  1.00000000e+00  2.51957604e-06  1.00000000e+00  1.00000000e+00  5.57261180e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.06895330e-06  1.00000000e+00  6.53213264e-06  4.81756902e-06  6.66463231e-07  1.00000000e+00  6.17861944e-07  1.00000000e+00  3.53725439e-07  1.00000000e+00  6.80627331e-07  1.35680975e-06  1.67774435e-05  1.00000000e+00  1.00000000e+00  8.90189720e-06  2.59380609e-06  6.46789293e-06  4.53443048e-06  1.00000000e+00  2.06128797e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.62649828e-06  1.00000000e+00 
 1.10000000e+00  1.10000000e+00  3.74814484e-06  6.86362144e-07  1.55668123e-06  1.10000000e+00  1.10000000e+00  6.48350295e-06  1.10000000e+00  6.75251568e-07  1.10000000e+00  2.03299684e-06  6.11811369e-07  1.10000000e+00  3.00792238e-06  1.30166813e-06  5.07836195e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  7.52976342e-06  2.65045167e-06  4.92612003e-06  1.10000000e+00  1.02946759e-06  1.10000000e+00  1.01703561e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.02065407e-06  8.62119602e-07  1.25093022e-06  1.10000000e+00  3.73882600e-06  4.71789286e-06  1.10000000e+00  1.14509678e-05  1.10000000e+00  1.10000000e+00  1.64207887e-05  1.10000000e+00  1.13688261e-05  1.10000000e+00  4.52238548e-06  1.10000000e+00  5.96336164e-06  7.14963913e-06  3.55925296e-07  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  8.55562233e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  9.59916901e-06  1.10000000e+00  1.10000000e+00  5.28468640e-07  7.99629206e-07  1.59849361e-06  1.23796312e-06  1.10000000e+00  3.45597732e-06  1.10000000e+00  1.10000000e+00  6.47480367e-07  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.25356114e-06  1.10000000e+00  8.68058210e-06  6.62878776e-06  8.28341885e-07  1.10000000e+00  7.25293008e-07  1.10000000e+00  4.33305544e-07  1.10000000e+00  8.36342199e-07  1.54493958e-06  2.18309977e-05  1.10000000e+00  1.10000000e+00  1.24330782e-05  3.88986103e-06  9.43509034e-06  5.94819018e-06  1.10000000e+00  2.42193167e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.96409355e-06  1.10000000e+00 
 1.20000000e+00  1.20000000e+00  4.91996242e-06  8.19975753e-07  1.73695954e-06  1.20000000e+00  1.20000000e+00  8.51714548e-06  1.20000000e+00  8.14480338e-07  1.20000000e+00  2.79744669e-06  7.01720528e-07  1.20000000e+00  3.35931109e-06  1.57421930e-06  6.79745613e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  9.22429878e-06  3.53843526e-06  6.66229395e-06  1.20000000e+00  1.12664152e-06  1.20000000e+00  1.17444050e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.17065577e-06  9.57059968e-07  1.41048367e-06  1.20000000e+00  5.22547569e-06  6.03987205e-06  1.20000000e+00  1.42188979e-05  1.20000000e+00  1.20000000e+00  2.10529271e-05  1.20000000e+00  1.42092574e-05  1.20000000e+00  5.73504390e-06  1.20000000e+00  7.39550992e-06  1.00276931e-05  4.24193448e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.09497802e-05  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.15292061e-05  1.20000000e+00  1.20000000e+00  6.05232471e-07  8.86963802e-07  1.88768179e-06  1.33690769e-06  1.20000000e+00  4.49092040e-06  1.20000000e+00  1.20000000e+00  7.29227890e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.42170868e-06  1.20000000e+00  1.10263879e-05  8.63188433e-06  9.76170491e-07  1.20000000e+00  8.17769373e-07  1.20000000e+00  5.05602356e-07  1.20000000e+00  9.77742561e-07  1.71513641e-06  2.73219147e-05  1.20000000e+00  1.20000000e+00  1.63696089e-05  5.36980671e-06  1.27964512e-05  7.44257827e-06  1.20000000e+00  2.75018477e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.27173738e-06  1.20000000e+00 
 1.30000000e+00  1.30000000e+00  6.16174515e-06  9.41725356e-07  1.90157866e-06  1.30000000e+00  1.30000000e+00  1.07376235e-05  1.30000000e+00  9.42048294e-07  1.30000000e+00  3.64501850e-06  7.79268419e-07  1.30000000e+00  3.67993467e-06  1.82383358e-06  8.68235708e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.09695713e-05  4.51158820e-06  8.57902734e-06  1.30000000e+00  1.20933130e-06  1.30000000e+00  1.31834732e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30700409e-06  1.03825327e-06  1.55538116e-06  1.30000000e+00  6.88747822e-06  7.42629179e-06  1.30000000e+00  1.71706227e-05  1.30000000e+00  1.30000000e+00  2.60623500e-05  1.30000000e+00  1.72551361e-05  1.30000000e+00  7.03856508e-06  1.30000000e+00  8.92295913e-06  1.32479585e-05  4.86426631e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.35386958e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.35016786e-05  1.30000000e+00  1.30000000e+00  6.75049123e-07  9.66276670e-07  2.15218784e-06  1.42061432e-06  1.30000000e+00  5.61352448e-06  1.30000000e+00  1.30000000e+00  8.03513665e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.57532365e-06  1.30000000e+00  1.35481175e-05  1.08052223e-05  1.11145396e-06  1.30000000e+00  8.97207458e-07  1.30000000e+00  5.71425704e-07  1.30000000e+00  1.10641671e-06  1.86959211e-06  3.32093217e-05  1.30000000e+00  1.30000000e+00  2.06691487e-05  7.01190315e-06  1.65094694e-05  8.99503210e-06  1.30000000e+00  3.04986309e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.55282815e-06  1.30000000e+00 
 1.40000000e+00  1.40000000e+00  7.45450957e-06  1.05291618e-06  2.05236789e-06  1.40000000e+00  1.40000000e+00  1.31272590e-05  1.40000000e+00  1.05920214e-06  1.40000000e+00  4.56667619e-06  8.45986408e-07  1.40000000e+00  3.97341767e-06  2.05296305e-06  1.07150318e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.27469148e-05  5.56083288e-06  1.06586239e-05  1.40000000e+00  1.27940577e-06  1.40000000e+00  1.45028946e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.43128445e-06  1.10745660e-06  1.68735120e-06  1.40000000e+00  8.70722400e-06  8.85821240e-06  1.40000000e+00  2.02888078e-05  1.40000000e+00  1.40000000e+00  3.14142590e-05  1.40000000e+00  2.04895256e-05  1.40000000e+00  8.42398310e-06  1.40000000e+00  1.05370014e-05  1.67753494e-05  5.43287553e-07  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.63048955e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.54982094e-05  1.40000000e+00  1.40000000e+00  7.38720259e-07  1.03851517e-06  2.39475704e-06  1.49105985e-06  1.40000000e+00  6.81472311e-06  1.40000000e+00  1.40000000e+00  8.71211167e-07  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.71608549e-06  1.40000000e+00  1.62279532e-05  1.31307939e-05  1.23558246e-06  1.40000000e+00  9.65251633e-07  1.40000000e+00  6.31507326e-07  1.40000000e+00  1.22380977e-06  2.01018161e-06  3.94594200e-05  1.40000000e+00  1.40000000e+00  2.52965154e-05  8.79818626e-06  2.05389201e-05  1.05867098e-05  1.40000000e+00  3.32429309e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.81040011e-06  1.40000000e+00 
 1.50000000e+00  1.50000000e+00  8.78225910e-06  1.15471181e-06  2.19089648e-06  1.50000000e+00  1.50000000e+00  1.56712540e-05  1.50000000e+00  1.16706492e-06  1.50000000e+00  5.55481051e-06  9.03183701e-07  1.50000000e+00  4.24286553e-06  2.26382646e-06  1.28803257e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.45404780e-05  6.67853941e-06  1.28862239e-05  1.50000000e+00  1.33843035e-06  1.50000000e+00  1.57160208e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.54486888e-06  1.16614881e-06  1.80787786e-06  1.50000000e+00  1.06698989e-05  1.03196458e-05  1.50000000e+00  2.35590157e-05  1.50000000e+00  1.50000000e+00  3.70796024e-05  1.50000000e+00  2.38984143e-05  1.50000000e+00  9.88381093e-06  1.50000000e+00  1.22304086e-05  2.05803937e-05  5.95365368e-07  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.92338187e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.75030978e-05  1.50000000e+00  1.50000000e+00  7.96939905e-07  1.10448947e-06  2.61781529e-06  1.54989458e-06  1.50000000e+00  8.08691654e-06  1.50000000e+00  1.50000000e+00  9.33071081e-07  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.84544352e-06  1.50000000e+00  1.90509915e-05  1.55934941e-05  1.34978263e-06  1.50000000e+00  1.02329496e-06  1.50000000e+00  6.86487490e-07  1.50000000e+00  1.33118714e-06  2.13850619e-06  4.60441456e-05  1.50000000e+00  1.50000000e+00  3.02222371e-05  1.07135453e-05  2.48552332e-05  1.22016685e-05  1.50000000e+00  3.57634314e-06  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.04709513e-06  1.50000000e+00 
 1.60000000e+00  1.60000000e+00  1.01313548e-05  1.24812909e-06  2.31851233e-06  1.60000000e+00  1.60000000e+00  1.83571761e-05  1.60000000e+00  1.26662416e-06  1.60000000e+00  6.60297599e-06  9.51974085e-07  1.60000000e+00  4.49094215e-06  2.45837563e-06  1.51654223e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.63365989e-05  7.85826224e-06  1.52492927e-05  1.60000000e+00  1.38772204e-06  1.60000000e+00  1.68344113e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.64894006e-06  1.21557758e-06  1.91823504e-06  1.60000000e+00  1.27629674e-05  1.17969333e-05  1.60000000e+00  2.69691522e-05  1.60000000e+00  1.60000000e+00  4.30340162e-05  1.60000000e+00  2.74701992e-05  1.60000000e+00  1.14117735e-05  1.60000000e+00  1.39971639e-05  2.46381395e-05  6.43174943e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.23133005e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.95026801e-05  1.60000000e+00  1.60000000e+00  8.50306831e-07  1.16489390e-06  2.82347594e-06  1.59850397e-06  1.60000000e+00  9.42370629e-06  1.60000000e+00  1.60000000e+00  9.89738498e-07  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.96464668e-06  1.60000000e+00  2.20046965e-05  1.81805797e-05  1.45512343e-06  1.60000000e+00  1.07251705e-06  1.60000000e+00  7.36921612e-07  1.60000000e+00  1.42964590e-06  2.25593632e-06  5.29401010e-05  1.60000000e+00  1.60000000e+00  3.54214979e-05  1.27451746e-05  2.94334339e-05  1.38262436e-05  1.60000000e+00  3.80848235e-06  1.60000000e+00  1.60000000e+00  1.60000000e+00  3.26519874e-06  1.60000000e+00 
