vgs,cgb_22_2,cgb_22_0,cgb_22_1
-2,0.000130128,0.000147841,0.000149789
-1.95,0.000125584,0.000147597,0.000149744
-1.9,0.000119457,0.000147333,0.000149692
-1.85,0.000111601,0.000147048,0.000149632
-1.8,0.00010237,0.000146741,0.000149563
-1.75,9.26245E-05,0.00014641,0.000149485
-1.7,8.3281E-05,0.000146055,0.000149398
-1.65,7.49317E-05,0.000145673,0.0001493
-1.6,6.77948E-05,0.000145264,0.000149192
-1.55,6.18291E-05,0.000144785,0.000149072
-1.5,5.68758E-05,0.000144251,0.000148939
-1.45,5.27516E-05,0.00014366,0.000148793
-1.4,4.92911E-05,0.000143002,0.000148633
-1.35,4.63587E-05,0.000142258,0.000148457
-1.3,4.38474E-05,0.000141407,0.000148266
-1.25,4.16747E-05,0.000140412,0.000148058
-1.2,3.97765E-05,0.000139221,0.000147833
-1.15,3.81033E-05,0.000137752,0.000147588
-1.1,3.66165E-05,0.00013588,0.000147323
-1.05,3.52853E-05,0.000133415,0.000147038
-1,3.40856E-05,0.000130082,0.00014673
-0.95,3.29979E-05,0.000125522,0.000146398
-0.9,3.20062E-05,0.000119375,0.000146042
-0.85,3.10977E-05,0.000111499,0.000145659
-0.8,3.02616E-05,0.000102256,0.000145249
-0.75,2.94889E-05,9.25105E-05,0.000144767
-0.7,2.87721E-05,8.3176E-05,0.000144231
-0.65,2.81051E-05,7.48404E-05,0.000143638
-0.6,2.74822E-05,6.77179E-05,0.000142976
-0.55,2.68989E-05,6.17652E-05,0.000142229
-0.5,2.63513E-05,5.68227E-05,0.000141372
-0.45,2.58359E-05,5.27073E-05,0.00014037
-0.4,2.53496E-05,4.92537E-05,0.000139168
-0.35,2.48899E-05,4.63268E-05,0.000137683
-0.3,2.44543E-05,4.38199E-05,0.000135789
-0.25,2.4041E-05,4.16507E-05,0.00013329
-0.2,2.3648E-05,3.97554E-05,0.000129906
-0.15,2.32735E-05,3.80841E-05,0.000125275
-0.1,2.29144E-05,3.65955E-05,0.000119027
-0.05,2.25714E-05,3.52626E-05,0.000111042
1.20737E-15,2.22433E-05,3.40609E-05,0.000101694
0.05,2.19291E-05,3.29708E-05,9.18457E-05
0.1,2.16277E-05,3.1976E-05,8.23826E-05
0.15,2.13384E-05,3.1063E-05,7.38467E-05
0.2,2.10602E-05,3.02204E-05,6.63937E-05
0.25,2.07923E-05,2.94376E-05,5.99049E-05
0.3,2.05339E-05,2.87046E-05,5.4121E-05
0.35,2.0284E-05,2.8011E-05,4.87314E-05
0.4,2.00417E-05,2.7344E-05,4.34275E-05
0.45,1.98055E-05,2.66873E-05,3.79585E-05
0.5,1.95733E-05,2.6017E-05,3.22129E-05
0.55,1.93421E-05,2.52971E-05,2.63029E-05
0.6,1.9107E-05,2.4473E-05,2.05699E-05
0.65,1.88599E-05,2.34633E-05,1.54463E-05
0.7,1.85876E-05,2.21556E-05,1.12492E-05
0.75,1.82682E-05,2.04172E-05,8.06555E-06
0.8,1.78664E-05,1.81391E-05,5.78743E-06
0.85,1.73269E-05,1.53242E-05,4.21804E-06
0.9,1.65691E-05,1.21731E-05,3.15774E-06
0.95,1.54899E-05,9.06127E-06,2.44421E-06
1,1.39885E-05,6.36753E-06,1.95984E-06
1.05,1.20285E-05,4.296E-06,1.62472E-06
1.1,9.71663E-06,2.84422E-06,1.38654E-06
1.15,7.3213E-06,1.89063E-06,1.21168E-06
1.2,5.16288E-06,1.28907E-06,1.07877E-06
1.25,3.45378E-06,9.17549E-07,9.74191E-07
1.3,2.23485E-06,6.89538E-07,8.89242E-07
1.35,1.42881E-06,5.48715E-07,8.18311E-07
1.4,9.21697E-07,4.60136E-07,7.57719E-07
1.45,6.12097E-07,4.02692E-07,7.05008E-07
1.5,4.26044E-07,3.63825E-07,6.58496E-07
1.55,3.14823E-07,3.36123E-07,6.16999E-07
1.6,2.48096E-07,3.1522E-07,5.7966E-07
1.65,2.0756E-07,2.9855E-07,5.45838E-07
1.7,1.82371E-07,2.84596E-07,5.15041E-07
1.75,1.66166E-07,2.72458E-07,4.86875E-07
1.8,1.55234E-07,2.61594E-07,4.61026E-07
1.85,1.47418E-07,2.51676E-07,4.37229E-07
1.9,1.41462E-07,2.42496E-07,4.15264E-07
1.95,1.36637E-07,2.33923E-07,3.94941E-07
2,1.3252E-07,2.25866E-07,3.76098E-07
