vgs,cgs_21_0,cgs_21_2
-2,1.37543E-06,1.37543E-06
-1.95,1.37788E-06,1.37788E-06
-1.9,1.38039E-06,1.38039E-06
-1.85,1.38296E-06,1.38296E-06
-1.8,1.38561E-06,1.38561E-06
-1.75,1.38833E-06,1.38833E-06
-1.7,1.39113E-06,1.39113E-06
-1.65,1.39401E-06,1.39401E-06
-1.6,1.39697E-06,1.39697E-06
-1.55,1.40002E-06,1.40002E-06
-1.5,1.40317E-06,1.40317E-06
-1.45,1.40641E-06,1.40641E-06
-1.4,1.40976E-06,1.40976E-06
-1.35,1.41321E-06,1.41321E-06
-1.3,1.41678E-06,1.41678E-06
-1.25,1.42047E-06,1.42047E-06
-1.2,1.42429E-06,1.42429E-06
-1.15,1.42825E-06,1.42825E-06
-1.1,1.43235E-06,1.43235E-06
-1.05,1.4366E-06,1.4366E-06
-1,1.44101E-06,1.44101E-06
-0.95,1.44559E-06,1.44559E-06
-0.9,1.45036E-06,1.45036E-06
-0.85,1.45532E-06,1.45532E-06
-0.8,1.46049E-06,1.46049E-06
-0.75,1.46589E-06,1.46589E-06
-0.7,1.47152E-06,1.47151E-06
-0.65,1.4774E-06,1.4774E-06
-0.6,1.48355E-06,1.48354E-06
-0.55,1.48998E-06,1.48998E-06
-0.5,1.49672E-06,1.49671E-06
-0.45,1.50377E-06,1.50374E-06
-0.4,1.51114E-06,1.5111E-06
-0.35,1.51883E-06,1.51876E-06
-0.3,1.52682E-06,1.52669E-06
-0.25,1.53506E-06,1.53483E-06
-0.2,1.54343E-06,1.54304E-06
-0.15,1.55178E-06,1.5511E-06
-0.1,1.55989E-06,1.55871E-06
-0.05,1.56754E-06,1.56552E-06
1.20737E-15,1.57469E-06,1.57123E-06
0.05,1.58171E-06,1.57575E-06
0.1,1.58948E-06,1.57925E-06
0.15,1.5996E-06,1.5821E-06
0.2,1.6146E-06,1.58478E-06
0.25,1.63838E-06,1.58791E-06
0.3,1.67692E-06,1.59232E-06
0.35,1.73941E-06,1.59923E-06
0.4,1.84014E-06,1.6106E-06
0.45,2.00237E-06,1.6296E-06
0.5,2.26609E-06,1.66126E-06
0.55,2.70145E-06,1.71346E-06
0.6,3.4292E-06,1.79854E-06
0.65,4.64704E-06,1.93629E-06
0.7,6.65538E-06,2.16032E-06
0.75,9.85918E-06,2.52974E-06
0.8,1.46888E-05,3.14792E-06
0.85,2.13677E-05,4.18822E-06
0.9,2.95784E-05,5.92255E-06
0.95,3.83542E-05,8.73556E-06
1,4.64874E-05,1.3077E-05
1.05,5.31441E-05,1.9273E-05
1.1,5.81086E-05,2.71876E-05
1.15,6.15997E-05,3.59976E-05
1.2,6.39859E-05,4.44677E-05
1.25,6.56101E-05,5.15968E-05
1.3,6.67318E-05,5.70086E-05
1.35,6.75283E-05,6.08463E-05
1.4,6.81146E-05,6.34723E-05
1.45,6.85636E-05,6.52529E-05
1.5,6.89209E-05,6.64737E-05
1.55,6.92152E-05,6.73326E-05
1.6,6.94649E-05,6.79588E-05
1.65,6.96817E-05,6.84339E-05
1.7,6.98734E-05,6.88089E-05
1.75,7.00452E-05,6.91157E-05
1.8,7.02009E-05,6.93745E-05
1.85,7.03432E-05,6.95983E-05
1.9,7.04741E-05,6.97955E-05
1.95,7.05952E-05,6.99719E-05
2,7.07076E-05,7.01314E-05
