name,value
bv,3.7685818645340346e+17
ibv,0.0034076640293860404
ikf,1.6920371225240103e-05
ikr,8.754925107633831e-08
is,5.206803272679157e-12
jsw,1.7059925117191258e-17
n,1.1103763924671592
nbv,0.17963819398151015
rs,1.0287065318020825e-06
trs1,0.0023143000202654504
trs2,0.0005184347825657462
