vgs,cgb_22_2,cgb_22_1,cgb_22_0
-2,0.000110286,0.000157758,0.000156693
-1.95,0.000104403,0.000157931,0.000156108
-1.9,9.781E-05,0.000158087,0.000155414
-1.85,9.17768E-05,0.000158222,0.0001546
-1.8,8.79738E-05,0.000158332,0.000153657
-1.75,8.43141E-05,0.000158413,0.000152574
-1.7,8.06847E-05,0.000158461,0.000151336
-1.65,7.72231E-05,0.000158471,0.000149932
-1.6,7.40066E-05,0.000158436,0.000148355
-1.55,7.10595E-05,0.000158352,0.000146591
-1.5,6.83759E-05,0.000158212,0.000144629
-1.45,6.59357E-05,0.000158009,0.000142458
-1.4,6.37144E-05,0.000157735,0.000140066
-1.35,6.16872E-05,0.000157383,0.000137439
-1.3,5.98312E-05,0.000156944,0.000134562
-1.25,5.81259E-05,0.00015641,0.000131416
-1.2,5.65535E-05,0.000155771,0.000127976
-1.15,5.50988E-05,0.000155018,0.000124205
-1.1,5.37483E-05,0.000154139,0.000120047
-1.05,5.24907E-05,0.000153126,0.000115421
-1,5.13162E-05,0.000151967,0.000110218
-0.95,5.02162E-05,0.000150645,0.000104326
-0.9,4.91833E-05,0.000149154,9.77261E-05
-0.85,4.82112E-05,0.000147481,9.17225E-05
-0.8,4.72941E-05,0.000145616,8.79292E-05
-0.75,4.64272E-05,0.000143545,8.42691E-05
-0.7,4.5606E-05,0.000141255,8.0641E-05
-0.65,4.48268E-05,0.000138733,7.7182E-05
-0.6,4.40861E-05,0.000135962,7.39688E-05
-0.55,4.33809E-05,0.000132922,7.1025E-05
-0.5,4.27084E-05,0.000129585,6.83445E-05
-0.45,4.20661E-05,0.000125912,6.59072E-05
-0.4,4.1452E-05,0.000121845,6.36884E-05
-0.35,4.0864E-05,0.000117298,6.16633E-05
-0.3,4.03004E-05,0.000112149,5.98092E-05
-0.25,3.97594E-05,0.000106244,5.81055E-05
-0.2,3.92394E-05,9.94392E-05,5.65341E-05
-0.15,3.87392E-05,9.18935E-05,5.50799E-05
-0.1,3.82576E-05,8.59545E-05,5.37296E-05
-0.05,3.77935E-05,8.04385E-05,5.24718E-05
1.20737E-15,3.73459E-05,7.41154E-05,5.12965E-05
0.05,3.69139E-05,6.68919E-05,5.01947E-05
0.1,3.64965E-05,5.87527E-05,4.91586E-05
0.15,3.60929E-05,4.9834E-05,4.81809E-05
0.2,3.57025E-05,4.05417E-05,4.72545E-05
0.25,3.53244E-05,3.15284E-05,4.63722E-05
0.3,3.4958E-05,2.34829E-05,4.5526E-05
0.35,3.46027E-05,1.68695E-05,4.47059E-05
0.4,3.42578E-05,1.18102E-05,4.38991E-05
0.45,3.39229E-05,8.15141E-06,4.30868E-05
0.5,3.35972E-05,5.60919E-06,4.22416E-05
0.55,3.328E-05,3.88771E-06,4.13221E-05
0.6,3.29707E-05,2.73843E-06,4.02659E-05
0.65,3.26682E-05,1.97504E-06,3.89809E-05
0.7,3.23711E-05,1.46679E-06,3.73386E-05
0.75,3.20774E-05,1.12545E-06,3.51757E-05
0.8,3.17843E-05,8.9289E-07,3.23213E-05
0.85,3.14871E-05,7.31292E-07,2.86669E-05
0.9,3.11784E-05,6.16248E-07,2.4274E-05
0.95,3.08468E-05,5.32029E-07,1.94539E-05
1,3.04735E-05,4.68494E-07,1.47114E-05
1.05,3.00294E-05,4.19078E-07,1.05422E-05
1.1,2.94686E-05,3.79503E-07,7.23264E-06
1.15,2.87223E-05,3.46954E-07,4.8146E-06
1.2,2.76921E-05,3.19558E-07,3.15309E-06
1.25,2.62504E-05,2.96048E-07,2.05853E-06
1.3,2.42596E-05,2.75551E-07,1.35667E-06
1.35,2.16251E-05,2.57453E-07,9.13705E-07
1.4,1.83821E-05,2.4131E-07,6.36273E-07
1.45,1.47631E-05,2.26796E-07,4.62728E-07
1.5,1.11622E-05,2.13662E-07,3.5368E-07
1.55,7.97536E-06,2.01713E-07,2.8444E-07
1.6,5.43852E-06,1.90797E-07,2.39714E-07
1.65,3.58528E-06,1.80787E-07,2.1009E-07
1.7,2.31492E-06,1.7158E-07,1.898E-07
1.75,1.48156E-06,1.63088E-07,1.75315E-07
1.8,9.50372E-07,1.55236E-07,1.64473E-07
1.85,6.17772E-07,1.4796E-07,1.55953E-07
1.9,4.1165E-07,1.41204E-07,1.48944E-07
1.95,2.8454E-07,1.34919E-07,1.42944E-07
2,2.06215E-07,1.29062E-07,1.37644E-07
