 v-sweep         i(v_s_19_1)     v(g_19_2)       v(g_12_4)       v(g_11_2)       i(v_s_11_2)     v(g_14_2)       i(v_s_18_2)     v(g_10_0)       v(g_18_1)       v(g_11_1)       i(v_s_19_3)     i(v_s_12_4)     v(g_16_1)       v(g_12_1)       i(v_s_15_4)     i(v_s_14_2)     v(g_19_4)       i(v_s_14_1)     i(v_s_15_1)     v(g_15_4)       i(v_s_18_0)     i(v_s_18_1)     v(g_12_0)       i(v_s_10_3)     i(v_s_16_4)     i(v_s_19_2)     i(v_s_11_4)     v(g_18_0)       i(v_s_12_3)     v(g_10_4)       i(v_s_19_0)     i(v_s_13_3)     v(g_17_1)       v(g_13_2)       i(v_s_13_2)     i(v_s_10_4)     i(v_s_17_3)     v(g_13_0)       i(v_s_14_3)     v(g_14_0)       v(g_16_2)       v(g_17_4)       i(v_s_11_0)     i(v_s_15_0)     i(v_s_16_2)     v(g_16_3)       i(v_s_15_2)     v(g_19_1)       v(g_12_3)       v(g_14_1)       v(g_11_0)       v(g_17_3)       v(g_18_4)       i(v_s_11_3)     i(v_s_17_1)     i(v_s_16_0)     i(v_s_17_4)     v(g_17_2)       i(v_s_17_0)     v(g_14_4)       v(g_12_2)       v(g_10_1)       i(v_s_12_0)     v(g_10_3)       v(g_19_3)       i(v_s_18_4)     i(v_s_19_4)     v(g_13_3)       v(g_13_4)       v(g_15_3)       v(g_15_0)       v(g_19_0)       v(g_11_3)       v(g_18_2)       i(v_s_12_1)     v(g_10_2)       i(v_s_10_0)     i(v_s_10_1)     i(v_s_13_4)     v(g_15_1)       v(g_17_0)       i(v_s_13_0)     i(v_s_12_2)     i(v_s_14_0)     v(g_14_3)       v(g_16_0)       i(v_s_16_1)     v(g_11_4)       v(g_18_3)       i(v_s_10_2)     i(v_s_17_2)     i(v_s_14_4)     i(v_s_15_3)     i(v_s_11_1)     i(v_s_18_3)     v(g_16_4)       v(g_13_1)       v(g_15_2)       i(v_s_13_1)     i(v_s_16_3)    
 5.00000000e-01 -7.50099066e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01 -4.99566898e-13  5.00000000e-01 -4.99983845e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01 -2.33407641e-13  7.33942937e-12  5.00000000e-01  5.00000000e-01  2.35360463e-11 -4.66430480e-13  5.00000000e-01 -7.47711825e-13 -7.47485435e-13  5.00000000e-01 -1.00010048e-12 -7.50099161e-13  5.00000000e-01 -1.79700928e-13  3.42868845e-11 -4.99975987e-13  1.88658510e-11  5.00000000e-01 -2.19890051e-13  5.00000000e-01 -1.00010048e-12 -2.17888456e-13  5.00000000e-01  5.00000000e-01 -4.99860284e-13  1.78019610e-11 -1.05452093e-13  5.00000000e-01  4.30862278e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.00010091e-12 -9.99852065e-13 -4.99136738e-13  5.00000000e-01 -4.63410119e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.75221512e-13 -7.50089651e-13 -1.00010084e-12  3.64081666e-11  5.00000000e-01 -1.00010083e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01 -1.00010046e-12  5.00000000e-01  5.00000000e-01  3.81304973e-12  4.04155521e-12  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00000000e-01 -7.50097923e-13  5.00000000e-01 -1.00010092e-12 -7.50095509e-13  7.79480450e-12  5.00000000e-01  5.00000000e-01 -1.00010046e-12 -4.99876005e-13 -9.99874511e-13  5.00000000e-01  5.00000000e-01 -7.50090425e-13  5.00000000e-01  5.00000000e-01 -4.99600485e-13 -4.99069471e-13  2.18391032e-11  4.88124689e-13 -7.50095123e-13 -2.34409338e-13  5.00000000e-01  5.00000000e-01  5.00000000e-01 -7.50097734e-13 -1.14411928e-13 
 6.00000000e-01 -7.50034008e-13  6.00000000e-01  6.00000000e-01  6.00000000e-01 -4.75470785e-13  6.00000000e-01 -4.94720388e-13  6.00000000e-01  6.00000000e-01  6.00000000e-01  5.12618581e-13  3.17400044e-10  6.00000000e-01  6.00000000e-01  8.50867664e-10  1.03820209e-12  6.00000000e-01 -6.39641946e-13 -6.29171348e-13  6.00000000e-01 -1.00009950e-12 -7.50038394e-13  6.00000000e-01  2.96230253e-12  1.44759351e-09 -4.94357982e-13  8.03102631e-10  6.00000000e-01  1.12975924e-12  6.00000000e-01 -1.00009943e-12  1.22118202e-12  6.00000000e-01  6.00000000e-01 -4.89022082e-13  7.57794202e-10  6.34677024e-12  6.00000000e-01  2.96189753e-11  6.00000000e-01  6.00000000e-01  6.00000000e-01 -1.00009679e-12 -9.88562180e-13 -4.55635899e-13  6.00000000e-01  1.17619693e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  3.16670175e-12 -7.49574820e-13 -1.00009346e-12  1.53719586e-09  6.00000000e-01 -1.00009288e-12  6.00000000e-01  6.00000000e-01  6.00000000e-01 -1.00009858e-12  6.00000000e-01  6.00000000e-01  1.65808926e-10  1.75747400e-10  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00000000e-01 -7.49981033e-13  6.00000000e-01 -1.00009708e-12 -7.49846392e-13  3.37097195e-10  6.00000000e-01  6.00000000e-01 -1.00009843e-12 -4.89747120e-13 -9.89606270e-13  6.00000000e-01  6.00000000e-01 -7.49610708e-13  6.00000000e-01  6.00000000e-01 -4.77019672e-13 -4.52533984e-13  7.89478318e-10  3.21307467e-11 -7.49828487e-13  4.66849651e-13  6.00000000e-01  6.00000000e-01  6.00000000e-01 -7.49972251e-13  5.93814638e-12 
 7.00000000e-01 -7.47018155e-13  7.00000000e-01  7.00000000e-01  7.00000000e-01  6.33493321e-13  7.00000000e-01 -2.52308558e-13  7.00000000e-01  7.00000000e-01  7.00000000e-01  3.40712193e-11  1.10252344e-08  7.00000000e-01  7.00000000e-01  1.64403881e-08  6.61222554e-11  7.00000000e-01  4.28474856e-12  4.76201620e-12  7.00000000e-01 -1.00005393e-12 -7.47221475e-13  7.00000000e-01  1.43047780e-10  4.53343599e-08 -2.35617214e-13  2.61285856e-08  7.00000000e-01  6.16937431e-11  7.00000000e-01 -1.00005049e-12  6.57980070e-11  7.00000000e-01  7.00000000e-01  1.00335975e-14  2.46341388e-08  2.92983420e-10  7.00000000e-01  1.06246016e-09  7.00000000e-01  7.00000000e-01  7.00000000e-01 -9.99905258e-13 -4.65795368e-13  1.54576740e-12  7.00000000e-01  7.20990340e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  1.52166361e-10 -7.25711604e-13 -9.99749971e-13  4.81806859e-08  7.00000000e-01 -9.99723143e-13  7.00000000e-01  7.00000000e-01  7.00000000e-01 -1.00001095e-12  7.00000000e-01  7.00000000e-01  5.92311645e-09  6.28067966e-09  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01  7.00000000e-01 -7.44562551e-13  7.00000000e-01 -9.99918636e-13 -7.38299067e-13  1.17142789e-08  7.00000000e-01  7.00000000e-01 -1.00000407e-12 -2.33526430e-14 -5.14145735e-13  7.00000000e-01  7.00000000e-01 -7.27375087e-13  7.00000000e-01  7.00000000e-01  5.62206477e-13  1.68848861e-12  1.52390780e-08  1.15191328e-09 -7.37469117e-13  3.20116023e-11  7.00000000e-01  7.00000000e-01  7.00000000e-01 -7.44155452e-13  2.74818403e-10 
 8.00000000e-01 -6.07355958e-13  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.10091805e-11  8.00000000e-01  1.08124390e-11  8.00000000e-01  8.00000000e-01  8.00000000e-01  1.40555819e-09  2.08363483e-07  8.00000000e-01  8.00000000e-01  1.61947998e-07  2.17316510e-09  8.00000000e-01  2.08629884e-10  2.28481299e-10  8.00000000e-01 -9.97932932e-13 -6.16771822e-13  8.00000000e-01  5.58934115e-09  7.30904557e-07  1.15744661e-11  4.57183631e-07  8.00000000e-01  2.50109909e-09  8.00000000e-01 -9.97773188e-13  2.66710404e-09  8.00000000e-01  8.00000000e-01  2.27571572e-11  4.25584578e-07  1.12156811e-08  8.00000000e-01  1.95413674e-08  8.00000000e-01  8.00000000e-01  8.00000000e-01 -9.90991641e-13  2.30212879e-11  9.22747630e-11  8.00000000e-01  2.36854794e-09  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  5.94624476e-09  3.78613378e-13 -9.83765366e-13  7.86129371e-07  8.00000000e-01 -9.82516875e-13  8.00000000e-01  8.00000000e-01  8.00000000e-01 -9.95932731e-13  8.00000000e-01  8.00000000e-01  1.19787211e-07  1.27976344e-07  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01  8.00000000e-01 -4.93673873e-13  8.00000000e-01 -9.91614202e-13 -2.03805060e-13  2.22977050e-07  8.00000000e-01  8.00000000e-01 -9.95612711e-13  2.12350421e-11  2.08475042e-11  8.00000000e-01  8.00000000e-01  3.01629156e-13  8.00000000e-01  8.00000000e-01  4.77698933e-11  9.87469993e-11  1.48835012e-07  2.12146407e-08 -1.65387763e-13  1.32106635e-09  8.00000000e-01  8.00000000e-01  8.00000000e-01 -4.74823752e-13  1.05186664e-08 
 9.00000000e-01  5.81869427e-12  9.00000000e-01  9.00000000e-01  9.00000000e-01  2.15969003e-09  9.00000000e-01  4.87661620e-10  9.00000000e-01  9.00000000e-01  9.00000000e-01  3.88127850e-08  1.90211619e-06  9.00000000e-01  9.00000000e-01  1.22221847e-06  3.39716567e-08  9.00000000e-01  5.71661552e-09  6.26140300e-09  9.00000000e-01 -8.99307944e-13  5.38539343e-12  9.00000000e-01  1.34402318e-07  5.52827883e-06  5.20564943e-10  3.75690270e-06  9.00000000e-01  6.53835299e-08  9.00000000e-01 -8.91879790e-13  6.99017368e-08  9.00000000e-01  9.00000000e-01  9.94483649e-10  3.21238053e-06  2.54842058e-07  9.00000000e-01  1.85820615e-07  9.00000000e-01  9.00000000e-01  9.00000000e-01 -5.76668964e-13  9.06220683e-10  3.84269231e-09  9.00000000e-01  3.71138022e-08  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.43653525e-07  5.09539804e-11 -2.40902457e-13  6.42244862e-06  9.00000000e-01 -1.82878833e-13  9.00000000e-01  9.00000000e-01  9.00000000e-01 -8.06322328e-13  9.00000000e-01  9.00000000e-01  1.11520687e-06  1.26561122e-06  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.10383571e-11  9.00000000e-01 -6.05607558e-13  2.43101779e-11  2.15024258e-06  9.00000000e-01  9.00000000e-01 -7.91443183e-13  9.29327735e-10  8.24068973e-10  9.00000000e-01  9.00000000e-01  4.74274396e-11  9.00000000e-01  9.00000000e-01  2.02368106e-09  4.11114105e-09  1.06939520e-06  2.03998347e-07  2.60725255e-11  3.63849754e-08  9.00000000e-01  9.00000000e-01  9.00000000e-01  1.19049425e-11  2.37928141e-07 
 1.00000000e+00  2.89349558e-10  1.00000000e+00  1.00000000e+00  1.00000000e+00  6.32964367e-08  1.00000000e+00  1.58842297e-08  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.43948416e-07  7.06897973e-06  1.00000000e+00  1.00000000e+00  5.43478962e-06  3.00605202e-07  1.00000000e+00  7.12642550e-08  7.84481752e-08  1.00000000e+00  3.66147896e-12  2.70207430e-10  1.00000000e+00  1.54019893e-06  1.72203629e-05  1.69758706e-08  1.40396531e-05  1.00000000e+00  8.38609032e-07  1.00000000e+00  4.00502752e-12  9.22222004e-07  1.00000000e+00  1.00000000e+00  3.11768368e-08  9.60897931e-06  2.91974198e-06  1.00000000e+00  1.28819753e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.85346951e-11  1.85880978e-08  1.07063710e-07  1.00000000e+00  3.34446000e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.72429945e-06  2.21802578e-09  3.39834131e-11  2.46391432e-05  1.00000000e+00  3.66571454e-11  1.00000000e+00  1.00000000e+00  1.00000000e+00  7.95436940e-12  1.00000000e+00  1.00000000e+00  3.97482034e-06  5.49079511e-06  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.16534366e-10  1.00000000e+00  1.71996152e-11  1.08426445e-09  9.58852098e-06  1.00000000e+00  1.00000000e+00  8.64193733e-12  2.90992844e-08  1.68828103e-08  1.00000000e+00  1.00000000e+00  2.06659561e-09  1.00000000e+00  1.00000000e+00  5.91777729e-08  1.14796527e-07  4.09431826e-06  1.50532435e-06  1.16061935e-09  4.94430572e-07  1.00000000e+00  1.00000000e+00  1.00000000e+00  5.54573694e-10  2.61370221e-06 
 1.10000000e+00  1.02607922e-08  1.10000000e+00  1.10000000e+00  1.10000000e+00  9.48744456e-07  1.10000000e+00  2.68711587e-07  1.10000000e+00  1.10000000e+00  1.10000000e+00  3.38679249e-06  1.40962680e-05  1.10000000e+00  1.10000000e+00  1.36177314e-05  1.86649640e-06  1.10000000e+00  5.77027782e-07  6.57325353e-07  1.10000000e+00  2.07102628e-10  9.57610678e-09  1.10000000e+00  6.69215347e-06  3.17152917e-05  2.92627043e-07  3.33829168e-05  1.10000000e+00  4.61730884e-06  1.10000000e+00  2.22443431e-10  5.83439346e-06  1.10000000e+00  1.10000000e+00  5.01009979e-07  1.73822359e-05  1.56382424e-05  1.10000000e+00  4.57832299e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  8.57381564e-10  1.88072709e-07  1.46425509e-06  1.10000000e+00  2.27543806e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  9.01777707e-06  6.92665574e-08  1.52454362e-09  5.89724924e-05  1.10000000e+00  1.64119709e-09  1.10000000e+00  1.10000000e+00  1.10000000e+00  3.96542135e-10  1.10000000e+00  1.10000000e+00  7.74659309e-06  1.40336862e-05  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.77126157e-08  1.10000000e+00  7.98688973e-10  3.52010310e-08  2.47821854e-05  1.10000000e+00  1.10000000e+00  4.27075446e-10  4.59561911e-07  1.68840869e-07  1.10000000e+00  1.10000000e+00  6.44476119e-08  1.10000000e+00  1.10000000e+00  8.61713481e-07  1.61211133e-06  8.32232796e-06  6.36483298e-06  3.77320680e-08  2.64274829e-06  1.10000000e+00  1.10000000e+00  1.10000000e+00  1.90303204e-08  1.18078729e-05 
 1.20000000e+00  1.99844778e-07  1.20000000e+00  1.20000000e+00  1.20000000e+00  6.39357606e-06  1.20000000e+00  1.90275285e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.04814506e-05  2.14263416e-05  1.20000000e+00  1.20000000e+00  2.48543207e-05  5.59699262e-06  1.20000000e+00  2.91063631e-06  3.80867843e-06  1.20000000e+00  7.62364817e-09  1.83920195e-07  1.20000000e+00  1.41988908e-05  4.65786747e-05  2.33965194e-06  6.36197900e-05  1.20000000e+00  1.12573568e-05  1.20000000e+00  8.19113675e-09  1.84288087e-05  1.20000000e+00  1.20000000e+00  3.99140447e-06  2.54177991e-05  4.45912457e-05  1.20000000e+00  8.87407540e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.92689151e-08  1.43529940e-06  8.67188233e-06  1.20000000e+00  8.36934301e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  2.53110617e-05  1.10332785e-06  5.01300435e-08  1.11407770e-04  1.20000000e+00  5.40258910e-08  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.41556734e-08  1.20000000e+00  1.20000000e+00  1.16980896e-05  2.77143856e-05  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.17368102e-07  1.20000000e+00  2.72359157e-08  5.88773133e-07  4.86529307e-05  1.20000000e+00  1.20000000e+00  1.52531283e-08  3.28184393e-06  1.20328487e-06  1.20000000e+00  1.20000000e+00  1.00641520e-06  1.20000000e+00  1.20000000e+00  4.97785207e-06  1.09788760e-05  1.24592083e-05  1.53522239e-05  6.44843104e-07  6.22794156e-06  1.20000000e+00  1.20000000e+00  1.20000000e+00  3.45454144e-07  2.57715983e-05 
 1.30000000e+00  1.84871055e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.07327909e-05  1.30000000e+00  5.28505273e-06  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.26285913e-05  2.86647662e-05  1.30000000e+00  1.30000000e+00  3.84021895e-05  9.92709857e-06  1.30000000e+00  7.04798748e-06  1.15816848e-05  1.30000000e+00  1.55502719e-07  1.53118525e-06  1.30000000e+00  2.22089803e-05  6.12319077e-05  8.50892009e-06  1.07456786e-04  1.30000000e+00  1.85842499e-05  1.30000000e+00  1.69189804e-07  3.97907308e-05  1.30000000e+00  1.30000000e+00  1.48864402e-05  3.34569035e-05  9.16111090e-05  1.30000000e+00  1.29846616e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.34938704e-07  6.48099662e-06  2.19898118e-05  1.30000000e+00  1.85094276e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  5.21714345e-05  8.69100295e-06  8.38357421e-07  1.84735538e-04  1.30000000e+00  9.19535121e-07  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.69619462e-07  1.30000000e+00  1.30000000e+00  1.56540760e-05  4.77349617e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  2.62228298e-06  1.30000000e+00  4.88394297e-07  4.05912210e-06  8.24302648e-05  1.30000000e+00  1.30000000e+00  2.93955687e-07  9.49449853e-06  4.47220085e-06  1.30000000e+00  1.30000000e+00  7.01445994e-06  1.30000000e+00  1.30000000e+00  1.21770955e-05  3.63844862e-05  1.61925774e-05  2.73501981e-05  5.09326093e-06  1.01612516e-05  1.30000000e+00  1.30000000e+00  1.30000000e+00  3.13706809e-06  4.06644132e-05 
 1.40000000e+00  7.51688116e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  4.56749408e-05  1.40000000e+00  9.19456224e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  4.07551692e-05  3.57140387e-05  1.40000000e+00  1.40000000e+00  5.38201863e-05  1.39506813e-05  1.40000000e+00  1.13316191e-05  2.30527118e-05  1.40000000e+00  1.38989348e-06  4.76056319e-06  1.40000000e+00  3.02618442e-05  7.55206242e-05  1.97894842e-05  1.68695195e-04  1.40000000e+00  2.58846653e-05  1.40000000e+00  1.67412018e-06  7.07528563e-05  1.40000000e+00  1.40000000e+00  3.47862735e-05  4.14214879e-05  1.58645069e-04  1.40000000e+00  1.66695110e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  4.57691723e-06  1.61399548e-05  3.68575313e-05  1.40000000e+00  3.14455343e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  9.17031888e-05  3.20733286e-05  6.31276856e-06  2.82616355e-04  1.40000000e+00  7.78425657e-06  1.40000000e+00  1.40000000e+00  1.40000000e+00  2.37359064e-06  1.40000000e+00  1.40000000e+00  1.95667106e-05  7.57951966e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.40000000e+00  8.51515236e-06  1.40000000e+00  3.66693938e-06  1.10071946e-05  1.27761288e-04  1.40000000e+00  1.40000000e+00  2.83396023e-06  1.67884995e-05  8.82104197e-06  1.40000000e+00  1.40000000e+00  1.98013885e-05  1.40000000e+00  1.40000000e+00  2.01536999e-05  8.02369120e-05  1.95096392e-05  4.15482605e-05  1.83402741e-05  1.41265989e-05  1.40000000e+00  1.40000000e+00  1.40000000e+00  1.30976122e-05  5.54394859e-05 
 1.50000000e+00  1.84126973e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  8.29573540e-05  1.50000000e+00  1.31657298e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  6.61880774e-05  4.25445911e-05  1.50000000e+00  1.50000000e+00  7.08212103e-05  1.75330418e-05  1.50000000e+00  1.52159412e-05  3.70028499e-05  1.50000000e+00  4.55245637e-06  8.65110463e-06  1.50000000e+00  3.82458200e-05  8.93944867e-05  3.69460769e-05  2.52698913e-04  1.50000000e+00  3.30039748e-05  1.50000000e+00  7.20286661e-06  1.12507304e-04  1.50000000e+00  1.50000000e+00  6.42823965e-05  4.92788683e-05  2.48368379e-04  1.50000000e+00  1.99349922e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.74657935e-05  2.89708578e-05  5.17113428e-05  1.50000000e+00  4.63972167e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.46857058e-04  7.44102976e-05  1.88291232e-05  4.09720368e-04  1.50000000e+00  3.04694155e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  8.12647100e-06  1.50000000e+00  1.50000000e+00  2.34175150e-05  1.14278795e-04  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.57763946e-05  1.50000000e+00  1.04876719e-05  1.89556602e-05  1.86745604e-04  1.50000000e+00  1.50000000e+00  1.25184598e-05  2.41270490e-05  1.29722850e-05  1.50000000e+00  1.50000000e+00  3.46320482e-05  1.50000000e+00  1.50000000e+00  2.82162372e-05  1.43926612e-04  2.24515633e-05  5.74725301e-05  4.23849680e-05  1.80527022e-05  1.50000000e+00  1.50000000e+00  1.50000000e+00  3.23304754e-05  6.98601407e-05 
 1.60000000e+00  3.52080402e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.35059225e-04  1.60000000e+00  1.71015755e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.00719772e-04  4.91483614e-05  1.60000000e+00  1.60000000e+00  8.92033611e-05  2.07019407e-05  1.60000000e+00  1.86570051e-05  5.27434247e-05  1.60000000e+00  8.43697290e-06  1.26257082e-05  1.60000000e+00  4.61214389e-05  1.02838769e-04  6.10931606e-05  3.67240625e-04  1.60000000e+00  3.99018411e-05  1.60000000e+00  1.81078837e-05  1.66555300e-04  1.60000000e+00  1.60000000e+00  1.04269555e-04  5.70130384e-05  3.64116122e-04  1.60000000e+00  2.28276709e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  4.14277003e-05  4.39315535e-05  6.62227580e-05  1.60000000e+00  6.29070776e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.21619904e-04  1.36725471e-04  3.36454382e-05  5.72067529e-04  1.60000000e+00  7.26532444e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.53770341e-05  1.60000000e+00  1.60000000e+00  2.71979750e-05  1.66608062e-04  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  1.60000000e+00  2.31366097e-05  1.60000000e+00  1.84253183e-05  2.70240961e-05  2.62073102e-04  1.60000000e+00  1.60000000e+00  3.17550699e-05  3.12932000e-05  1.66780072e-05  1.60000000e+00  1.60000000e+00  4.95322748e-05  1.60000000e+00  1.60000000e+00  3.62155678e-05  2.29506038e-04  2.50651100e-05  7.48137708e-05  7.87366012e-05  2.19166137e-05  1.60000000e+00  1.60000000e+00  1.60000000e+00  6.12862909e-05  8.38598105e-05 
