vgs,cgs_21_0,cgs_21_2
-2,1.21972E-06,1.21972E-06
-1.95,1.22155E-06,1.22155E-06
-1.9,1.22339E-06,1.22339E-06
-1.85,1.22527E-06,1.22527E-06
-1.8,1.22717E-06,1.22717E-06
-1.75,1.22909E-06,1.22909E-06
-1.7,1.23105E-06,1.23105E-06
-1.65,1.23303E-06,1.23303E-06
-1.6,1.23505E-06,1.23505E-06
-1.55,1.23709E-06,1.23709E-06
-1.5,1.23917E-06,1.23917E-06
-1.45,1.24127E-06,1.24127E-06
-1.4,1.24341E-06,1.24341E-06
-1.35,1.24558E-06,1.24558E-06
-1.3,1.24779E-06,1.24779E-06
-1.25,1.25003E-06,1.25003E-06
-1.2,1.25231E-06,1.25231E-06
-1.15,1.25462E-06,1.25462E-06
-1.1,1.25697E-06,1.25697E-06
-1.05,1.25936E-06,1.25936E-06
-1,1.26179E-06,1.26179E-06
-0.95,1.26426E-06,1.26426E-06
-0.9,1.26678E-06,1.26678E-06
-0.85,1.26933E-06,1.26933E-06
-0.8,1.27193E-06,1.27193E-06
-0.75,1.27458E-06,1.27457E-06
-0.7,1.27727E-06,1.27726E-06
-0.65,1.28E-06,1.27999E-06
-0.6,1.28279E-06,1.28277E-06
-0.55,1.28562E-06,1.28559E-06
-0.5,1.2885E-06,1.28846E-06
-0.45,1.29143E-06,1.29137E-06
-0.4,1.29441E-06,1.29431E-06
-0.35,1.29744E-06,1.29727E-06
-0.3,1.30052E-06,1.30023E-06
-0.25,1.30364E-06,1.30318E-06
-0.2,1.30681E-06,1.30605E-06
-0.15,1.31003E-06,1.30877E-06
-0.1,1.31333E-06,1.31127E-06
-0.05,1.31682E-06,1.31343E-06
1.20737E-15,1.32076E-06,1.31519E-06
0.05,1.32569E-06,1.31653E-06
0.1,1.33254E-06,1.3175E-06
0.15,1.34287E-06,1.3182E-06
0.2,1.35913E-06,1.31872E-06
0.25,1.38518E-06,1.31916E-06
0.3,1.42713E-06,1.31962E-06
0.35,1.49462E-06,1.3202E-06
0.4,1.60301E-06,1.32104E-06
0.45,1.77713E-06,1.32234E-06
0.5,2.05761E-06,1.32443E-06
0.55,2.51058E-06,1.32783E-06
0.6,3.24109E-06,1.3334E-06
0.65,4.4093E-06,1.34253E-06
0.7,6.24564E-06,1.35748E-06
0.75,9.05223E-06,1.3819E-06
0.8,1.31631E-05,1.42161E-06
0.85,1.88267E-05,1.4859E-06
0.9,2.60092E-05,1.5896E-06
0.95,3.42249E-05,1.75678E-06
1,4.25937E-05,2.02689E-06
1.05,5.0184E-05,2.46445E-06
1.1,5.63944E-05,3.1726E-06
1.15,6.1079E-05,4.30966E-06
1.2,6.44175E-05,6.10516E-06
1.25,6.67171E-05,8.86299E-06
1.3,6.82777E-05,1.29241E-05
1.35,6.9338E-05,1.85506E-05
1.4,7.00687E-05,2.57254E-05
1.45,7.05849E-05,3.3972E-05
1.5,7.0962E-05,4.2402E-05
1.55,7.12481E-05,5.00621E-05
1.6,7.14739E-05,5.63305E-05
1.65,7.1659E-05,6.10531E-05
1.7,7.18157E-05,6.44116E-05
1.75,7.19522E-05,6.6719E-05
1.8,7.20737E-05,6.82809E-05
1.85,7.21835E-05,6.93396E-05
1.9,7.22841E-05,7.00678E-05
1.95,7.23772E-05,7.05816E-05
2,7.2464E-05,7.09567E-05
