vgs,cgs_21_2,cgs_21_0
-2,8.99414E-05,8.99414E-05
-1.95,8.9943E-05,8.9943E-05
-1.9,8.99446E-05,8.99446E-05
-1.85,8.99464E-05,8.99464E-05
-1.8,8.99482E-05,8.99482E-05
-1.75,8.995E-05,8.995E-05
-1.7,8.9952E-05,8.9952E-05
-1.65,8.9954E-05,8.9954E-05
-1.6,8.99561E-05,8.99561E-05
-1.55,8.99583E-05,8.99583E-05
-1.5,8.99607E-05,8.99607E-05
-1.45,8.99631E-05,8.99631E-05
-1.4,8.99657E-05,8.99657E-05
-1.35,8.99684E-05,8.99684E-05
-1.3,8.99712E-05,8.99712E-05
-1.25,8.99743E-05,8.99743E-05
-1.2,8.99775E-05,8.99774E-05
-1.15,8.99808E-05,8.99808E-05
-1.1,8.99844E-05,8.99844E-05
-1.05,8.99883E-05,8.99883E-05
-1,8.99924E-05,8.99924E-05
-0.95,8.99968E-05,8.99968E-05
-0.9,9.00016E-05,9.00016E-05
-0.85,9.00067E-05,9.00067E-05
-0.8,9.00123E-05,9.00123E-05
-0.75,9.00183E-05,9.00183E-05
-0.7,9.0025E-05,9.0025E-05
-0.65,9.00322E-05,9.00322E-05
-0.6,9.00403E-05,9.00403E-05
-0.55,9.00492E-05,9.00492E-05
-0.5,9.00592E-05,9.00592E-05
-0.45,9.00704E-05,9.00704E-05
-0.4,9.00831E-05,9.00831E-05
-0.35,9.00974E-05,9.00974E-05
-0.3,9.01136E-05,9.01136E-05
-0.25,9.0132E-05,9.0132E-05
-0.2,9.01525E-05,9.01524E-05
-0.15,9.01646E-05,9.01646E-05
-0.1,8.92569E-05,8.92569E-05
-0.05,8.83789E-05,8.83789E-05
1.20737E-15,8.75274E-05,8.75274E-05
0.05,8.66997E-05,8.66997E-05
0.1,8.5894E-05,8.5894E-05
0.15,8.51094E-05,8.51094E-05
0.2,8.43456E-05,8.43456E-05
0.25,8.36024E-05,8.36024E-05
0.3,8.28793E-05,8.28793E-05
0.35,8.21761E-05,8.21761E-05
0.4,8.14921E-05,8.14921E-05
0.45,8.08268E-05,8.08268E-05
0.5,8.01795E-05,8.01795E-05
0.55,7.95498E-05,7.95498E-05
0.6,7.89369E-05,7.89369E-05
0.65,7.83404E-05,7.83404E-05
0.7,7.77597E-05,7.77597E-05
0.75,7.71944E-05,7.71944E-05
0.8,7.66438E-05,7.66438E-05
0.85,7.61076E-05,7.61076E-05
0.9,7.55854E-05,7.55854E-05
0.95,7.50768E-05,7.50768E-05
1,7.45813E-05,7.45813E-05
1.05,7.40987E-05,7.40987E-05
1.1,7.36287E-05,7.36287E-05
1.15,7.31709E-05,7.31709E-05
1.2,7.27251E-05,7.27251E-05
1.25,7.2291E-05,7.2291E-05
1.3,7.18684E-05,7.18684E-05
1.35,7.14572E-05,7.14572E-05
1.4,7.10571E-05,7.10571E-05
1.45,7.06681E-05,7.06681E-05
1.5,7.02899E-05,7.02899E-05
1.55,6.99224E-05,6.99224E-05
1.6,6.95657E-05,6.95657E-05
1.65,6.92196E-05,6.92196E-05
1.7,6.88841E-05,6.88841E-05
1.75,6.85592E-05,6.85592E-05
1.8,6.82449E-05,6.82449E-05
1.85,6.79412E-05,6.79412E-05
1.9,6.76483E-05,6.76483E-05
1.95,6.73662E-05,6.73662E-05
2,6.70951E-05,6.70951E-05
