vgs,cgb_22_2,cgb_22_0,cgb_22_1
-2,5.7972E-09,5.79736E-09,5.79737E-09
-1.95,5.7972E-09,5.79736E-09,5.79737E-09
-1.9,5.7972E-09,5.79736E-09,5.79737E-09
-1.85,5.7972E-09,5.79736E-09,5.79737E-09
-1.8,5.7972E-09,5.79736E-09,5.79737E-09
-1.75,5.7972E-09,5.79736E-09,5.79737E-09
-1.7,5.7972E-09,5.79736E-09,5.79737E-09
-1.65,5.7972E-09,5.79736E-09,5.79737E-09
-1.6,5.7972E-09,5.79736E-09,5.79737E-09
-1.55,5.7972E-09,5.79736E-09,5.79737E-09
-1.5,5.7972E-09,5.79736E-09,5.79737E-09
-1.45,5.7972E-09,5.79736E-09,5.79737E-09
-1.4,5.7972E-09,5.79736E-09,5.79737E-09
-1.35,5.7972E-09,5.79736E-09,5.79737E-09
-1.3,5.7972E-09,5.79736E-09,5.79737E-09
-1.25,5.7972E-09,5.79736E-09,5.79737E-09
-1.2,5.7972E-09,5.79736E-09,5.79737E-09
-1.15,5.7972E-09,5.79736E-09,5.79737E-09
-1.1,5.7972E-09,5.79736E-09,5.79737E-09
-1.05,5.7972E-09,5.79736E-09,5.79737E-09
-1,5.7972E-09,5.79736E-09,5.79737E-09
-0.95,5.7972E-09,5.79736E-09,5.79737E-09
-0.9,5.7972E-09,5.79736E-09,5.79737E-09
-0.85,5.7972E-09,5.79736E-09,5.79737E-09
-0.8,5.7972E-09,5.79736E-09,5.79737E-09
-0.75,5.7972E-09,5.79736E-09,5.79737E-09
-0.7,5.7972E-09,5.79736E-09,5.79737E-09
-0.65,5.7972E-09,5.79736E-09,5.79737E-09
-0.6,5.7972E-09,5.79736E-09,5.79737E-09
-0.55,5.7972E-09,5.79736E-09,5.79737E-09
-0.5,5.7972E-09,5.79736E-09,5.79737E-09
-0.45,5.7972E-09,5.79736E-09,5.79737E-09
-0.4,5.7972E-09,5.79736E-09,5.79737E-09
-0.35,5.7972E-09,5.79736E-09,5.79737E-09
-0.3,5.7972E-09,5.79736E-09,5.79737E-09
-0.25,5.7972E-09,5.79736E-09,5.79737E-09
-0.2,5.7972E-09,5.79736E-09,5.79737E-09
-0.15,5.7972E-09,5.79736E-09,5.79737E-09
-0.1,5.7972E-09,5.79736E-09,5.79737E-09
-0.05,5.7972E-09,5.79736E-09,5.79737E-09
1.20737E-15,5.7972E-09,5.79736E-09,5.79736E-09
0.05,5.7972E-09,5.79735E-09,5.79736E-09
0.1,5.7972E-09,5.79735E-09,5.79736E-09
0.15,5.7972E-09,5.79735E-09,5.79736E-09
0.2,5.7972E-09,5.79735E-09,5.79736E-09
0.25,5.7972E-09,5.79735E-09,5.79736E-09
0.3,5.7972E-09,5.79735E-09,5.79735E-09
0.35,5.7972E-09,5.79735E-09,5.79735E-09
0.4,5.7972E-09,5.79734E-09,5.79735E-09
0.45,5.7972E-09,5.79734E-09,5.79735E-09
0.5,5.7972E-09,5.79734E-09,5.79735E-09
0.55,5.7972E-09,5.79734E-09,5.79735E-09
0.6,5.7972E-09,5.79734E-09,5.79735E-09
0.65,5.7972E-09,5.79734E-09,5.79735E-09
0.7,5.7972E-09,5.79734E-09,5.79734E-09
0.75,5.7972E-09,5.79734E-09,5.79734E-09
0.8,5.7972E-09,5.79734E-09,5.79734E-09
0.85,5.7972E-09,5.79733E-09,5.79734E-09
0.9,5.7972E-09,5.79733E-09,5.79734E-09
0.95,5.7972E-09,5.79733E-09,5.79734E-09
1,5.7972E-09,5.79733E-09,5.79734E-09
1.05,5.7972E-09,5.79733E-09,5.79734E-09
1.1,5.7972E-09,5.79733E-09,5.79734E-09
1.15,5.7972E-09,5.79733E-09,5.79734E-09
1.2,5.7972E-09,5.79733E-09,5.79734E-09
1.25,5.7972E-09,5.79733E-09,5.79733E-09
1.3,5.7972E-09,5.79733E-09,5.79733E-09
1.35,5.7972E-09,5.79733E-09,5.79733E-09
1.4,5.7972E-09,5.79733E-09,5.79733E-09
1.45,5.7972E-09,5.79732E-09,5.79733E-09
1.5,5.7972E-09,5.79732E-09,5.79733E-09
1.55,5.7972E-09,5.79732E-09,5.79733E-09
1.6,5.7972E-09,5.79732E-09,5.79733E-09
1.65,5.7972E-09,5.79732E-09,5.79733E-09
1.7,5.7972E-09,5.79732E-09,5.79733E-09
1.75,5.7972E-09,5.79732E-09,5.79733E-09
1.8,5.7972E-09,5.79732E-09,5.79733E-09
1.85,5.7972E-09,5.79732E-09,5.79733E-09
1.9,5.7972E-09,5.79732E-09,5.79733E-09
1.95,5.7972E-09,5.79732E-09,5.79732E-09
2,5.7972E-09,5.79732E-09,5.79732E-09
