name,value
w1,3.981440569145635
w2,3.8445152979189565
w3,5.057566495090884
w4,5.039898363261402
w5,3.933402507162131
w6,2.6949252987460164
w7,2.325951413140532
w8,2.3660276385521803
w9,2.4177415398605357
