name,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9,member_10,member_11,member_12,member_13,member_14,member_15,member_16,member_17,member_18,member_19,member_20,member_21,member_22,member_23,member_24,member_25,member_26,member_27,member_28,member_29,member_30,member_31,member_32,member_33,member_34,member_35,member_36,member_37,member_38,member_39,member_40,member_41,member_42,member_43,member_44,member_45,member_46,member_47,member_48,member_49,member_50,member_51,member_52,member_53,member_54,member_55,member_56,member_57,member_58,member_59,member_60,member_61,member_62,member_63,member_64,member_65,member_66,member_67,member_68,member_69,member_70,member_71,member_72,member_73,member_74,member_75,member_76,member_77,member_78,member_79,member_80,member_81,member_82,member_83,member_84,member_85,member_86,member_87,member_88,member_89,member_90,member_91,member_92,member_93,member_94,member_95,member_96,member_97,member_98,member_99,member_100
a0,0.4094395491336352,0.5132042489449483,2.2387393023598805,1.7925113230711631,1.4907457124544463,0.368474513646325,0.9244953247427188,1.763236581688167,0.5354236442036283,2.9275548127389976,2.524366559184604,1.1102056122621837,0.16075848123719258,2.4736260930961316,1.5437008621694803,1.8684767602998162,1.0355440786503471,0.3420327712684282,1.4701677096985593,1.8045979163984835,1.0433133023097083,1.7249575220000586,1.740325131199439,2.3848796785840327,1.5591889286504037,2.8781080293893284,1.3499644189097255,0.1347399630215155,0.9949160323976212,0.2267419128426201,0.6536328067369829,1.071285716751902,1.1468876290525858,2.3023991471345893,2.3462522619472046,0.43415387514411985,2.1456888905170337,1.6767815029758295,2.772953687581543,2.1624381585873063,0.918570800087015,2.724933113368456,0.6001249149592474,0.44475130602753166,2.341489542703878,0.8845599446573207,1.5210283373664613,2.632857147455428,0.4236328344740682,0.35415444631264115,1.0782975749927373,1.4207954539318965,2.3474720669022835,0.9233924537082113,2.148272232982616,0.977277782606182,0.3926125584887832,1.8399266593356667,1.051024850209643,0.3505047763555199,0.21868380743020172,2.696905830858837,2.8514789260052695,2.5657048954264514,1.1629691048589057,2.336343794739632,2.445702336969992,1.0313159388488933,1.2442100366743818,1.9643996893504518,2.691828213622499,0.18775155572928431,1.015072491235462,2.0689722995936024,2.0508576902156426,2.7117630149523766,2.505925771444757,2.2302404622760372,0.23075702178617025,1.76933709313916,0.13549718434714414,2.858434631864175,2.785414973721416,2.5751029376824968,0.4077275297101405,1.9662967335646508,1.5530501028205608,0.4420562555055493,0.652837454304365,1.837809083721952,1.3432867280271545,2.733281362614309,1.521221444461266,0.9701169399861128,2.0693463688245903,0.74202654668723,0.422555749064355,1.329141616319745,2.614915456629788,1.6163060083626384
a1,0.0027100334232830095,0.058297218956352065,0.04007007564645291,0.0923315233770934,0.0467773931427235,0.019554572653240926,0.04579539919382758,0.09426732848666648,0.037669844458613246,0.06568367233743001,0.09292816839576225,0.06761593766332552,0.06001860813660355,0.09311327303043138,0.053206989401856655,0.022307967569307155,0.026560683898385253,0.0015949956791611155,0.04392339722217477,0.04472251852755325,0.03811140804990542,0.0011735634890431724,0.056084222012954724,0.06284137023796874,0.07579132843328418,0.02120568471884593,0.0883947929091089,0.014661565997953516,0.08952324013097368,0.025260702884785293,0.027254303673216376,0.029190140035767732,0.04886650828755095,0.04419193178680221,0.03619902366139812,0.027126884163082565,0.03954018113112006,0.025642343487644492,0.02246897673850075,0.06974185282110267,0.06323045552585975,0.010338876870689233,0.021062397434531168,0.08186026292985242,0.007257349240315203,0.03389805631430017,0.003498384375637388,0.052328870555518305,0.09163611251960103,0.08509298293342848,0.042822705619306206,0.07986384984331092,0.0644828603060538,0.03772784396099779,0.020216269492871905,0.040148318701497133,0.061254799112608255,0.08700342692316565,0.0761164352670145,0.04755841908208938,0.03964229237756076,0.048122262765889295,0.015466967236696133,0.0856062358008405,0.0051055180984177495,0.063797208641779,0.017041970723877756,0.07882297349591263,0.038721878262581624,0.09592456025240316,0.06942734152360827,0.0699639275923185,0.016091182586589592,0.04618655570770979,0.012419281338077272,0.05896408256201269,0.051289587999478775,0.08554381101805726,0.051703774566426455,0.007912793249049158,0.05949918887199521,0.06338086759442442,0.008544973708199876,0.04611518956381952,0.08616884174419158,0.021841054144247644,0.011322001860737497,0.016693898896207204,0.0876777185473465,0.04827863388294262,0.0691676886675445,0.0034978269333244775,0.0006582662326163669,0.0799379015919522,0.0945817196082202,0.03450893996597803,0.09888301837991655,0.05236999222938637,0.028712850253669597,0.05376519801034955
a2,0.05141858364455966,0.5808130455465138,0.444149535739944,0.4614706059135787,0.7086149630284546,0.5887643124717941,0.9161608441860118,0.27940309666617935,0.47742451197479935,0.8088446542616904,0.7290114084680339,0.11208967724555086,0.4062158374158457,0.8569504439623055,0.3098505146736277,0.8125142869501618,0.9066808865280283,0.05411735776777138,0.18139227025627108,0.8454271817862062,0.38146192241844257,0.9319343029271477,0.7324157884180672,0.13956484020905469,0.6492330099508836,0.7412608398658568,0.756487085727763,0.16220128265574968,0.5879393076571111,0.515562977513401,0.6573894102213157,0.4331588343972307,0.44377624105698554,0.1269060698984693,0.08352123094759012,0.023898397741754618,0.6177468205507011,0.22098506522505312,0.3052530289857616,0.1353499459612617,0.6919455798349561,0.8450736404433566,0.5983497633669113,0.2781359358258973,0.8808778767241514,0.3162116536605592,0.21261406412537087,0.6375109143007773,0.3895091248923744,0.8238151791935032,0.29975888802797557,0.9739304699593208,0.8513306749572569,0.2963499699574431,0.42569844887083685,0.539544029558905,0.31740402908727205,0.42647631921019175,0.32327672257754575,0.8618042211411734,0.47774453155248026,0.832607718679485,0.5627341260926073,0.8275752922745354,0.5075132432257821,0.6017405989147062,0.6003976873649846,0.5437033131673514,0.8035535366235206,0.6823520936541964,0.846542186218181,0.23624106952879786,0.5189030044481747,0.7052411342531997,0.691690514626043,0.6793284178147634,0.7319436095479667,0.8801892453496456,0.1834543826472499,0.7558198246874839,0.0950035983064339,0.20679113686319106,0.6817681382969512,0.5782823613748646,0.3988761044988336,0.9441691415395219,0.9859200044530745,0.418641547222406,0.7045182739155191,0.4923569192767547,0.4825123023980884,0.8387402940597248,0.16495850986459523,0.40656746803949495,0.7176711900211905,0.6423244724059026,0.8336197028388765,0.33352532672816926,0.17348891674756436,0.3437585920053869
acde,0.2222634339290543,1.2459834034865567,1.4987607202472986,0.2427586698624225,1.377888667058485,0.4330001119118031,0.6935458169779798,0.5124244504511043,0.4400683229968686,1.0435065222802993,0.49398623620928306,0.30158503770055434,0.7008011292430806,1.3339109912213025,1.5119453253037227,0.5227254689823785,1.2677470706155012,0.771950779879354,1.4721514420629929,0.4097510419245497,0.9625363135706472,1.4910917566840154,0.9108122397741538,0.14421294981905175,0.8609680135167957,1.1880961913719563,0.5991749859459462,1.1345839792261567,0.29065182331534656,0.29357829352212017,1.1798473409216492,0.830243872350511,1.4251915536364972,0.44671827380213036,0.18658958574678847,0.21532954498179638,0.6338524455736707,1.524736342517211,0.2690753445647883,0.24210290779917426,1.0653726817330689,0.39102360816885795,0.7726122239401088,0.20696883618403392,1.4038720987411488,1.0573070756279215,1.1792486426652422,0.23280021840302412,0.1896969388537823,0.22083880319948243,1.1306783370787836,1.4778483248457646,0.6602589706747898,0.9085341161803978,0.8444003112763261,0.4401915797475471,1.5783842697987576,1.528945201721534,1.5816349364115976,0.9431505381884534,1.4782271555388498,1.5633691531846785,1.3385097241121244,1.4048184015759817,1.3563625822434302,0.6807708921603638,1.1799189872339968,0.5679302762399995,0.8035826792065707,0.3787196172380085,1.561689407276506,1.225334129733478,0.517092895749218,0.7588008067771415,0.11050819924837926,1.126344701978128,0.3272550970968048,1.1221150634442525,1.5860733623428667,1.333624247191013,0.5064208547284018,1.2073605443268356,0.7503812716217878,1.1445908858367815,1.2690918773789015,0.7085885998186005,1.4802329568790547,0.8192577537250618,0.4592892811684044,0.46174394299998,0.45043122855517104,1.501081471537262,0.9780396311178866,0.328964478813211,0.22858302981795706,0.83068039188674,0.9970896286744365,0.6845520210202732,0.8973555851047161,0.39598994584367686
ags,0.6861534508069089,1.208730798756196,1.3722685799232828,1.450534832650022,1.2762965456231714,0.9831898110931038,0.44362995271682926,0.7193639733055521,0.34242827832939554,1.3024002371620484,1.441796238580982,1.3887022571357484,1.1999180356793007,0.6975563499313653,0.6955576245941542,0.3127450423967944,1.3323655269180517,0.31535506338911806,0.9122195450651525,0.452860628797329,1.2341178008550133,0.3360177381101435,1.1659328994053928,0.47878864187969494,0.6168973613853794,1.2787294491079784,0.9719823436589159,0.625132648038564,1.362196828564569,1.3271070654422832,1.1968085094370746,0.22208607553360393,0.5300181263941981,0.6417917540925446,0.5348318873369295,0.03948265615955515,0.4472731118213784,1.1309109662645958,0.6538894094720094,1.1109974249822023,0.5128318429131012,1.3851147551796377,1.4669055561190345,0.4667092349307465,0.9437039778365758,0.8972875385785873,1.4980039225673902,0.961923531461084,0.6066245051669319,1.2224935504702699,0.792426502716691,0.4219280467224525,1.311624867541338,0.14043157004692236,0.848554855479027,1.090034499412586,0.7455092625662878,0.7017420390169896,0.6064052301813904,0.12519272833712702,0.19460319400552412,1.3121732182981856,0.16239702084281799,0.2719001645402486,1.3377932705021023,0.22924358999386119,0.4043524908637207,0.6564310338883104,1.2214757368066955,0.6275765820234899,1.1385505221534593,1.4784659555479318,0.93408883406504,1.4071490898357277,1.4933940611660546,1.4111861189358552,0.6665436729478524,0.9195050190316238,1.107559451929712,0.7495023436144377,0.944019558753707,1.39651319914082,1.2494638034282328,0.6229792009423849,0.6582241998513865,1.2593320999606668,0.26302386765651087,1.4166601291688221,0.5623317626739659,0.7033794849755621,0.43861995638076373,0.5128391508807661,0.8522008099580057,0.7067184196799754,0.6971003305536907,0.2574171767868172,1.4182290763162708,0.49490996042683544,1.1366701673794566,0.2972956469423126
bin_lketa,0.8546449797553104,0.05594684807367312,0.710810896419788,0.8181398558154142,0.8076647008303245,0.06683253178255491,0.18941346023983557,0.1256182210933272,0.12789276800799332,0.052500305550577164,0.7094813445250746,0.9045481504862484,0.6151828051117313,0.7727037450540853,0.29586426074072136,0.3438262135725427,0.85890775617401,0.9944354273138625,0.8357056327382965,0.33861020685133053,0.97474187365044,0.3991185289355058,0.6322766950503018,0.14012255699874976,0.5931745382149423,0.23910084673489962,0.6437519058953992,0.775900831975902,0.38942218786655647,0.580951473644352,0.023261220492339252,0.4696433751916729,0.2512897547184061,0.3826861455550103,0.6274168759791032,0.26270089868070046,0.11192220285297011,0.3275718376714155,0.5872212400699504,0.21427766436342977,0.13815057598873004,0.6804791813806695,0.8852769066819132,0.04032223987500316,0.7157680014569826,0.5940393665688782,0.36380699854074083,0.12883543171691558,0.5968702060944292,0.5951560590046472,0.024494706897218554,0.7302560200644768,0.1328423755404008,0.5131155988357592,0.1541581805034234,0.35761518962500993,0.18512589323808593,0.9631914448745017,0.7781873913792757,0.8131878395624571,0.005930147715801137,0.39420236968818606,0.05333823971650198,0.8356406410673439,0.6688574683130107,0.854395680652476,0.2526303535112937,0.6168070458374149,0.13811569559483705,0.18440351554856355,0.7355826959689272,0.9252185774160259,0.2442787271718151,0.7394665916618668,0.9362372492037697,0.32075217455144756,0.5174608767251301,0.9063585665027354,0.43206408856110357,0.7315986340392692,0.9307923235563983,0.3509841377703351,0.6979250972414636,0.9300206733780937,0.6559534144693355,0.7937957791368797,0.35510484075774673,0.7921982713996423,0.31276981438108004,0.10090668739002889,0.6994848395409953,0.9408952018189471,0.9797866318895485,0.2846697666170067,0.910076031786554,0.9082768954063973,0.857651167684853,0.4319898850545535,0.06935130051558336,0.16425043579257864
bin_pketa,0.4320981812894069,0.8074529538718267,0.4861207979817524,0.7699930790804268,0.13571538377847048,0.7288974140961357,0.9537422815018014,0.6480804942182348,0.8119977669112247,0.04569625049047865,0.9719495572314513,0.9174439338565944,0.8508938783266388,0.9680028816075794,0.8376627719106333,0.034526369778025034,0.6127424283633298,0.14684904310184832,0.646671942956916,0.6014575306538483,0.41459231215350656,0.7089257967244716,0.007595922679883349,0.5973075695368886,0.8640885180891972,0.8739138463920739,0.20087023898489953,0.0622272676774962,0.9356939787554324,0.22233143339035888,0.987135994558369,0.3971173154822557,0.9286366801954745,0.5685135077487786,0.48503841122908037,0.15431334688161916,0.5442971543737204,0.7885629852373194,0.21009655028861626,0.2439359731776204,0.645944507391191,0.21792472165857968,0.19185622611192693,0.27205703320537233,0.751313422770723,0.9860419857238684,0.36960111557630126,0.7626612455900589,0.5192288833338471,0.39223929562379767,0.6060637615408518,0.7525700471694694,0.8114149103186876,0.2621399758826489,0.8716164058605121,0.621111719951915,0.6405226027680437,0.11763580731104606,0.3117597414760567,0.5026072679849026,0.33744009113193657,0.5737361266549218,0.6601006001516624,0.42807644833341124,0.41011696990312574,0.10427652951856597,0.47169349634323776,0.6764206311165828,0.12800615111360247,0.7134992632774038,0.18786770307762424,0.5064842465813792,0.902013135555088,0.2852211046051769,0.7407285619121738,0.605662788883695,0.7312661584261025,0.28399260457756365,0.8116220493742489,0.545289991935126,0.490937556002704,0.11620997474344069,0.6823879385738609,0.3876145819194192,0.19187153991796946,0.887206978416634,0.5686909496895358,0.41592485755997355,0.5749668546272024,0.46553811043011784,0.9005037534803917,0.1392953064731819,0.4547670478543473,0.47519297764136204,0.5164965844167944,0.3487106099042728,0.7034496668223307,0.5513457268552471,0.4501932653242613,0.9348340468581403
bin_ppclm,0.6276218115434494,0.29198798567634254,0.8307921167430701,0.22237203425925556,0.6142175754573396,0.43197357405184345,0.7659285215422392,0.5319418385202979,0.0038487645590261077,0.07602528047043366,0.8516068590057979,0.5166393919193212,0.40779843762576146,0.19668935047516772,0.3755636562365464,0.9768059540212782,0.32492668847256945,0.895613558594037,0.2519243396930477,0.07448649440505417,0.31917670776327034,0.20791333553176983,0.4372050771394861,0.6432729364560112,0.4588300334632329,0.31397181772217997,0.2905522977735161,0.6836104715754175,0.8313525986567913,0.15991871694955095,0.29276087664651496,0.28636420204036284,0.49461933469439257,0.6824474516739412,0.6317963462158864,0.05041254348305563,0.009068032448051822,0.5689335255951193,0.30835521646153374,0.076588652159721,0.25664959405640614,0.25917155902614086,0.5716509663759158,0.11084276046157286,0.5433503974458058,0.36572339477498655,0.1603311770755189,0.24284844509723158,0.5785391172900609,0.5128462702688517,0.39909464544135087,0.979608666329308,0.23487708782437466,0.5198842727138495,0.33199681660732744,0.13327145149457198,0.6502872551628911,0.6208869745713151,0.2007017232492172,0.3347513161664805,0.9072859251551739,0.7324593898906309,0.5131288439970032,0.5278607028393213,0.3801829937369101,0.22557355960645953,0.5655366783161241,0.19789324452442703,0.6758775508210584,0.45350344321620717,0.8895427508673202,0.6493637103970668,0.3021853718163589,0.4008920417058037,0.09756129187075152,0.4001316446636847,0.47949412935184155,0.061896738311562394,0.9664111578638289,0.8304319641973925,0.8294869351959921,0.9788851917451695,0.6276432603706217,0.12969308105145239,0.17762350886367068,0.48432604840329413,0.6504195950012407,0.07750061897138191,0.4329373761542109,0.29059660575962,0.034741514845888166,0.08707534861070299,0.9569679317075259,0.6286764853754008,0.5191393746009537,0.010332117591901085,0.22536799884392078,0.4681372063555611,0.4026940863076026,0.4291189060480499
bin_prdsw,0.15100816614553814,0.5751556760672123,0.9489658531884484,0.7390157125867494,0.43663932130825067,0.8812881693911457,0.5932983050600527,0.7468096333612537,0.8696434676421333,0.5981346044900839,0.476478678094363,0.3186030584375268,0.8991740237249736,0.40370312292238375,0.5047860485817485,0.8515018093169179,0.5562792058973172,0.9354698200292482,0.5707989689014247,0.6744353358732166,0.855689928746407,0.7520098069636734,0.44819032683871973,0.4894621412868473,0.7603548990951413,0.2546301739565257,0.3236295494424173,0.3820709625180856,0.6773642837742982,0.9250047900503755,0.824553272500157,0.9270653442118378,0.6319201107779109,0.21498007933562738,0.9544113033053955,0.35056388949802797,0.26861669599392823,0.8977362246755345,0.902531239664336,0.8729975084494713,0.6703901410611572,0.8691947922253647,0.9164839664592269,0.4735910269153814,0.7624184939461311,0.9258130242871923,0.26971762175679415,0.5484139393873025,0.82411635685512,0.45427241457187284,0.37257079746670346,0.5165891259124894,0.1473869425287746,0.2151458551144212,0.36895444670699773,0.49665896258236975,0.814243777491833,0.44175994242690514,0.7056939161363021,0.6422515397071938,0.7426440935474747,0.6295173901269652,0.5630875537336457,0.7378988978702841,0.6473887004191311,0.9006044662236408,0.3786573809857238,0.867159269395657,0.848130827669572,0.7337208902408331,0.8322908857802813,0.9386212546977268,0.7986448903210278,0.38071407585241657,0.2297988809120386,0.9013208964597889,0.04624017482325904,0.38946826150503844,0.2814723230411138,0.7581023184759202,0.9811606498606502,0.606208473289632,0.927167982696858,0.6248764100032604,0.8333358581856564,0.6152600608385729,0.32946290317180205,0.4064703328992577,0.9433223663911889,0.4001164894432401,0.8967610642991954,0.9307615581886797,0.39035407864967037,0.7905263124379063,0.6236472606031079,0.5936491984721768,0.9811149236693206,0.34890296412014,0.8609096929926164,0.6960714771376477
bin_pvsat,0.11764526914936636,0.9145544358009497,0.6884093321899318,0.8432023811238127,0.5555102902757705,0.7928309617407601,0.2304517802297572,0.5241040890387667,0.29006376270716805,0.7837902654214882,0.5389878870198561,0.9758961679143499,0.3780563346203204,0.5902376167407666,0.46202399248970527,0.2463666399855402,0.2013285670307713,0.2970060237058766,0.1524314460056877,0.5848382629504955,0.5128711823719597,0.6631982841052362,0.8582491191015037,0.6529223024166237,0.4653169387524657,0.9209417852869102,0.7105723737182867,0.20092769540218192,0.38666149673530037,0.49722200384297666,0.5310659669135692,0.35840569993033955,0.28319887365716534,0.8579629709854589,0.3578029023879158,0.21998796641390214,0.6110028426620948,0.755647833942044,0.7640946223414109,0.36395128631295404,0.5177908065308131,0.15298781317297538,0.9963077261067101,0.7743514154254164,0.8433605199901366,0.597243583436231,0.43107628787676044,0.637534460245115,0.45229726304003004,0.22363025035626383,0.537372924734523,0.30896767403764,0.5143617872073909,0.04973907464207683,0.20438901674948537,0.40967299580581756,0.7968909758225597,0.1090234036161084,0.18445869258237443,0.7244357866072303,0.19381089952624797,0.06549983912078472,0.7629605684378427,0.48856647607197046,0.4634647868281502,0.4210671544051514,0.4495819086867239,0.6668387585491735,0.3101639115419279,0.16225312900240996,0.3911403864205775,0.049991821726419916,0.8947563926316681,0.5866306223692838,0.38651873586135255,0.7955891305081537,0.2578039571752858,0.9795809374785853,0.2835805686502726,0.15755843204423736,0.001733550794295824,0.11345910515748192,0.3262229948075108,0.6402151637372507,0.4645762603837385,0.9662234182027191,0.7253748653088545,0.31410093876043743,0.05878430276554614,0.26819264834019646,0.7830635481497871,0.35230153756088967,0.9111028253138016,0.505801120347247,0.5348673594478088,0.5478294943775941,0.7969926855062084,0.7621620079356074,0.46121623816604673,0.185915453927606
